"FID"	"IID"	"Sigs160.Bindea_NK.cells"	"Sigs160.Bindea_pDC"	"Sigs160.Bindea_T.cells"	"Sigs160.Bindea_T.helper.cells"	"Sigs160.Bindea_Tcm.cells"
"TCGA-MQ-A4LM"	"TCGA-MQ-A4LM"	0.142073025	0.097795382	0.055241434	0.233198258	0.147946264
"TCGA-13-0757"	"TCGA-13-0757"	NA	NA	NA	NA	NA
"TCGA-13-0768"	"TCGA-13-0768"	NA	NA	NA	NA	NA
"TCGA-13-0800"	"TCGA-13-0800"	0.0699834	-0.250502871	-0.208146761	0.147556379	0.076611034
"TCGA-13-0760"	"TCGA-13-0760"	NA	NA	NA	NA	NA
"TCGA-13-0792"	"TCGA-13-0792"	NA	NA	NA	NA	NA
"TCGA-13-0802"	"TCGA-13-0802"	NA	NA	NA	NA	NA
"TCGA-01-0633"	"TCGA-01-0633"	NA	NA	NA	NA	NA
"TCGA-13-0758"	"TCGA-13-0758"	NA	NA	NA	NA	NA
"TCGA-13-0791"	"TCGA-13-0791"	NA	NA	NA	NA	NA
"TCGA-13-0801"	"TCGA-13-0801"	0.016767751	-0.178867754	-0.07572965	0.122249544	0.050170179
"TCGA-13-0761"	"TCGA-13-0761"	NA	NA	NA	NA	NA
"TCGA-13-0793"	"TCGA-13-0793"	NA	NA	NA	NA	NA
"TCGA-13-0803"	"TCGA-13-0803"	NA	NA	NA	NA	NA
"TCGA-01-0636"	"TCGA-01-0636"	NA	NA	NA	NA	NA
"TCGA-13-0762"	"TCGA-13-0762"	NA	NA	NA	NA	NA
"TCGA-13-0794"	"TCGA-13-0794"	NA	NA	NA	NA	NA
"TCGA-13-0804"	"TCGA-13-0804"	NA	NA	NA	NA	NA
"TCGA-01-0637"	"TCGA-01-0637"	NA	NA	NA	NA	NA
"TCGA-13-0764"	"TCGA-13-0764"	NA	NA	NA	NA	NA
"TCGA-13-0795"	"TCGA-13-0795"	NA	NA	NA	NA	NA
"TCGA-13-0805"	"TCGA-13-0805"	NA	NA	NA	NA	NA
"TCGA-13-0765"	"TCGA-13-0765"	NA	NA	NA	NA	NA
"TCGA-13-0797"	"TCGA-13-0797"	NA	NA	NA	NA	NA
"TCGA-01-0628"	"TCGA-01-0628"	NA	NA	NA	NA	NA
"TCGA-01-0639"	"TCGA-01-0639"	NA	NA	NA	NA	NA
"TCGA-13-0766"	"TCGA-13-0766"	NA	NA	NA	NA	NA
"TCGA-13-0799"	"TCGA-13-0799"	0.039176824	-0.232410725	-0.192774922	0.168273883	0.071624735
"TCGA-01-0642"	"TCGA-01-0642"	NA	NA	NA	NA	NA
"TCGA-01-0630"	"TCGA-01-0630"	NA	NA	NA	NA	NA
"TCGA-01-0631"	"TCGA-01-0631"	NA	NA	NA	NA	NA
"TCGA-14-0787"	"TCGA-14-0787"	0.115602087	-0.059899671	-0.120918448	0.208430393	0.107470344
"TCGA-12-0821"	"TCGA-12-0821"	0.11289767	-0.133441799	-0.12721873	0.235241079	0.145473675
"TCGA-06-0878"	"TCGA-06-0878"	0.101769492	-0.086255527	-0.124412137	0.244854356	0.174399287
"TCGA-12-0670"	"TCGA-12-0670"	NA	NA	NA	NA	NA
"TCGA-12-0828"	"TCGA-12-0828"	NA	NA	NA	NA	NA
"TCGA-12-0822"	"TCGA-12-0822"	NA	NA	NA	NA	NA
"TCGA-06-0879"	"TCGA-06-0879"	NA	NA	NA	NA	NA
"TCGA-12-0818"	"TCGA-12-0818"	NA	NA	NA	NA	NA
"TCGA-12-0829"	"TCGA-12-0829"	NA	NA	NA	NA	NA
"TCGA-06-0875"	"TCGA-06-0875"	NA	NA	NA	NA	NA
"TCGA-12-0826"	"TCGA-12-0826"	NA	NA	NA	NA	NA
"TCGA-06-0881"	"TCGA-06-0881"	NA	NA	NA	NA	NA
"TCGA-12-0819"	"TCGA-12-0819"	NA	NA	NA	NA	NA
"TCGA-06-0876"	"TCGA-06-0876"	NA	NA	NA	NA	NA
"TCGA-12-0827"	"TCGA-12-0827"	NA	NA	NA	NA	NA
"TCGA-06-0882"	"TCGA-06-0882"	0.111198842	-0.09275892	-0.113190251	0.229972713	0.150565019
"TCGA-12-0820"	"TCGA-12-0820"	NA	NA	NA	NA	NA
"TCGA-06-0877"	"TCGA-06-0877"	NA	NA	NA	NA	NA
"TCGA-F1-6874"	"TCGA-F1-6874"	0.046289353	-0.096621837	-0.097416003	0.181156539	0.113460719
"TCGA-BR-6706"	"TCGA-BR-6706"	0.086628753	-0.067625507	0.078828825	0.163233015	0.116708294
"TCGA-D7-6817"	"TCGA-D7-6817"	0.037043925	-0.201751873	-0.076321937	0.187281999	0.115550217
"TCGA-DU-5851"	"TCGA-DU-5851"	0.105945778	-0.116523198	-0.134856813	0.22259368	0.1796851
"TCGA-DU-5853"	"TCGA-DU-5853"	0.100716246	-0.079214259	-0.073015418	0.245495462	0.20130924
"TCGA-FG-6690"	"TCGA-FG-6690"	0.102839668	-0.099897983	-0.118444896	0.234951411	0.188139476
"TCGA-FG-6691"	"TCGA-FG-6691"	0.097954109	-0.02816507	-0.143027679	0.226655922	0.169864916
"TCGA-FG-6692"	"TCGA-FG-6692"	0.093726517	-0.092514431	-0.068605075	0.232519029	0.126130617
"TCGA-E1-5319"	"TCGA-E1-5319"	0.106702082	-0.16053112	-0.098045363	0.237543754	0.150213203
"TCGA-BR-6802"	"TCGA-BR-6802"	0.04839857	-0.117305561	-0.011280248	0.174858392	0.08686045
"TCGA-BR-6803"	"TCGA-BR-6803"	0.106845731	-0.087233481	0.015636297	0.161740494	0.097210553
"TCGA-BR-6705"	"TCGA-BR-6705"	0.100427366	0.015158284	-0.061694847	0.153038504	0.098255184
"TCGA-D7-6815"	"TCGA-D7-6815"	0.049978243	-0.208010777	-0.139877066	0.172309669	0.093658819
"TCGA-BR-6707"	"TCGA-BR-6707"	0.052256397	-0.041954219	0.031461554	0.169166721	0.078047537
"TCGA-BR-6709"	"TCGA-BR-6709"	NA	NA	NA	NA	NA
"TCGA-D7-6818"	"TCGA-D7-6818"	0.049748908	-0.089678365	-0.147645458	0.13389939	0.056445527
"TCGA-D7-6820"	"TCGA-D7-6820"	0.041884796	-0.060046365	-0.126917348	0.147871256	0.055162033
"TCGA-BR-6801"	"TCGA-BR-6801"	0.054905476	-0.130165653	-0.171574803	0.1458947	0.075959638
"TCGA-D7-6822"	"TCGA-D7-6822"	0.051872508	-0.151680637	-0.149216829	0.173409119	0.110733617
"TCGA-CS-5397"	"TCGA-CS-5397"	0.123266612	-0.188402803	-0.147672992	0.221917074	0.174024879
"TCGA-FG-6688"	"TCGA-FG-6688"	0.129385558	-0.155836941	-0.136406283	0.213528206	0.133723451
"TCGA-DU-6410"	"TCGA-DU-6410"	0.083674229	-0.154565601	-0.179983179	0.248658207	0.200631727
"TCGA-FG-6689"	"TCGA-FG-6689"	0.102673415	-0.051049189	-0.113596077	0.22398214	0.194263193
"TCGA-E1-5307"	"TCGA-E1-5307"	0.088039483	-0.06332251	-0.151673842	0.240926342	0.181069538
"TCGA-CS-6670"	"TCGA-CS-6670"	0.096815113	-0.135495502	-0.152306847	0.224453261	0.172449658
"TCGA-CS-4938"	"TCGA-CS-4938"	0.104101935	-0.106059092	-0.14693067	0.234473915	0.144987284
"TCGA-FG-5962"	"TCGA-FG-5962"	0.084052913	-0.150213707	-0.130646842	0.224195857	0.184436426
"TCGA-BR-6852"	"TCGA-BR-6852"	0.054122084	-0.106352478	0.067480865	0.188216463	0.109770745
"TCGA-FG-5965"	"TCGA-FG-5965"	0.106538144	-0.12664502	-0.101857667	0.238040775	0.175412659
"TCGA-CS-6665"	"TCGA-CS-6665"	0.105786591	-0.048115328	-0.048510854	0.241244609	0.178702054
"TCGA-CS-6668"	"TCGA-CS-6668"	0.085420143	-0.146986459	-0.161129748	0.249265559	0.184370408
"TCGA-E1-5305"	"TCGA-E1-5305"	0.106283342	-0.16708341	-0.139181943	0.239293835	0.183390219
"TCGA-CS-6669"	"TCGA-CS-6669"	0.086449854	-0.169870578	-0.086057078	0.204554279	0.152130634
"TCGA-BR-6564"	"TCGA-BR-6564"	0.117435292	-0.061904477	-0.025181293	0.13831944	0.083008325
"TCGA-BR-6710"	"TCGA-BR-6710"	NA	NA	NA	NA	NA
"TCGA-CS-6188"	"TCGA-CS-6188"	0.121359867	-0.127867462	-0.130995002	0.22889039	0.176254945
"TCGA-85-7844"	"TCGA-85-7844"	0.134072739	-0.043567843	-0.045078579	0.245174981	0.183581618
"TCGA-BJ-A3EZ"	"TCGA-BJ-A3EZ"	0.159357603	-0.099164517	-0.080954578	0.266263501	0.202557142
"TCGA-EL-A3GO"	"TCGA-EL-A3GO"	0.146150402	0.022346245	-0.024801535	0.271671361	0.206624317
"TCGA-EM-A2OZ"	"TCGA-EM-A2OZ"	0.180421953	-0.032663658	-0.062685853	0.266450806	0.196226161
"TCGA-EM-A3AK"	"TCGA-EM-A3AK"	0.168676851	-0.031245625	-0.054346618	0.264911846	0.188831706
"TCGA-EL-A3GQ"	"TCGA-EL-A3GQ"	0.178179138	0.029191922	-0.049504793	0.285931959	0.231520228
"TCGA-EL-A3GY"	"TCGA-EL-A3GY"	0.172911495	-0.063518101	-0.06226426	0.252005151	0.191701063
"TCGA-56-7822"	"TCGA-56-7822"	0.112785204	0.002836066	-0.037935428	0.249953339	0.213709558
"TCGA-IM-A3ED"	"TCGA-IM-A3ED"	0.17433765	0.004009611	-0.036311714	0.274125292	0.217355017
"TCGA-EM-A3AL"	"TCGA-EM-A3AL"	0.14352873	0.035059644	-0.065886306	0.266199083	0.172546671
"TCGA-DJ-A2Q0"	"TCGA-DJ-A2Q0"	0.134890569	0.025671288	-0.087455358	0.24161572	0.157082951
"TCGA-EM-A3AN"	"TCGA-EM-A3AN"	0.161836231	-0.022003961	-0.082750315	0.257525249	0.185726115
"TCGA-EL-A3CT"	"TCGA-EL-A3CT"	0.162561369	0.002151498	-0.060046402	0.25302293	0.19413744
"TCGA-EM-A2P2"	"TCGA-EM-A2P2"	0.14908758	0.034815156	-0.12180881	0.264472536	0.197170563
"TCGA-EM-A3AO"	"TCGA-EM-A3AO"	0.157269862	0.118234617	0.005646769	0.263984829	0.203468543
"TCGA-ET-A3BQ"	"TCGA-ET-A3BQ"	0.179253351	0.01100198	-0.077294349	0.264088713	0.174840867
"TCGA-EM-A3AI"	"TCGA-EM-A3AI"	0.151105447	-0.022786324	-0.102945114	0.241950875	0.162671456
"TCGA-EL-A3D6"	"TCGA-EL-A3D6"	0.156493915	0.000391182	-0.028111331	0.266828296	0.189158084
"TCGA-EM-A3AJ"	"TCGA-EM-A3AJ"	0.15572016	0.036624371	0.107386256	0.276470633	0.20311105
"TCGA-EL-A3H3"	"TCGA-EL-A3H3"	0.136488589	-0.069825903	0.024148441	0.247294289	0.194169412
"TCGA-EL-A3GP"	"TCGA-EL-A3GP"	0.167419461	0.013153479	-0.042513412	0.240601404	0.185749943
"TCGA-EL-A3H4"	"TCGA-EL-A3H4"	0.173746509	-0.064887236	-0.109314911	0.253608686	0.198865123
"TCGA-EM-A2P0"	"TCGA-EM-A2P0"	0.168165569	-0.019803565	-0.083425049	0.273870569	0.210282611
"TCGA-EL-A3H5"	"TCGA-EL-A3H5"	0.168714769	0.133392901	0.011199521	0.262506181	0.193479361
"TCGA-EM-A2OV"	"TCGA-EM-A2OV"	0.151831218	-0.048408714	-0.072033137	0.262220439	0.187732751
"TCGA-EL-A3GW"	"TCGA-EL-A3GW"	0.147908439	-0.090949705	-0.090116065	0.2507634	0.165098357
"TCGA-EM-A2P3"	"TCGA-EM-A2P3"	0.17864669	-0.048653203	-0.092719805	0.2654848	0.196158811
"TCGA-EL-A3GX"	"TCGA-EL-A3GX"	0.174677218	-0.0487021	-0.064541705	0.263193666	0.192851088
"TCGA-EM-A2OY"	"TCGA-EM-A2OY"	0.132577138	-0.056770219	-0.089090503	0.244280536	0.150793883
"TCGA-IM-A3EB"	"TCGA-IM-A3EB"	0.16753512	-0.036868859	-0.029994575	0.254905701	0.166951857
"TCGA-85-7843"	"TCGA-85-7843"	0.093420562	-0.017260885	-0.066762008	0.251281649	0.173183539
"TCGA-BJ-A3F0"	"TCGA-BJ-A3F0"	0.143431828	0.142438974	-0.055504971	0.224744723	0.128279091
"TCGA-EL-A3CR"	"TCGA-EL-A3CR"	0.166551964	0.075009058	-0.08390214	0.245157219	0.177811398
"TCGA-EL-A3GR"	"TCGA-EL-A3GR"	0.176060083	-0.041171856	-0.089250332	0.268966572	0.200786431
"TCGA-EM-A2OW"	"TCGA-EM-A2OW"	0.138376456	0.026795935	-0.048918279	0.25357039	0.164968705
"TCGA-EM-A2OX"	"TCGA-EM-A2OX"	0.18013907	0.01735868	-0.073015691	0.256626517	0.18154695
"TCGA-ET-A3BS"	"TCGA-ET-A3BS"	0.169449517	0.018189941	0.073227435	0.285489635	0.232365046
"TCGA-ET-A3DV"	"TCGA-ET-A3DV"	0.145456279	-0.036477677	-0.103130446	0.240797729	0.156980765
"TCGA-02-0001"	"TCGA-02-0001"	NA	NA	NA	NA	NA
"TCGA-02-0003"	"TCGA-02-0003"	NA	NA	NA	NA	NA
"TCGA-02-0006"	"TCGA-02-0006"	NA	NA	NA	NA	NA
"TCGA-02-0007"	"TCGA-02-0007"	NA	NA	NA	NA	NA
"TCGA-02-0009"	"TCGA-02-0009"	NA	NA	NA	NA	NA
"TCGA-02-0010"	"TCGA-02-0010"	NA	NA	NA	NA	NA
"TCGA-02-0011"	"TCGA-02-0011"	NA	NA	NA	NA	NA
"TCGA-02-0014"	"TCGA-02-0014"	NA	NA	NA	NA	NA
"TCGA-02-0021"	"TCGA-02-0021"	NA	NA	NA	NA	NA
"TCGA-02-0024"	"TCGA-02-0024"	NA	NA	NA	NA	NA
"TCGA-02-0027"	"TCGA-02-0027"	NA	NA	NA	NA	NA
"TCGA-02-0028"	"TCGA-02-0028"	NA	NA	NA	NA	NA
"TCGA-02-0033"	"TCGA-02-0033"	NA	NA	NA	NA	NA
"TCGA-02-0034"	"TCGA-02-0034"	NA	NA	NA	NA	NA
"TCGA-02-0037"	"TCGA-02-0037"	NA	NA	NA	NA	NA
"TCGA-02-0038"	"TCGA-02-0038"	NA	NA	NA	NA	NA
"TCGA-02-0043"	"TCGA-02-0043"	NA	NA	NA	NA	NA
"TCGA-02-0046"	"TCGA-02-0046"	NA	NA	NA	NA	NA
"TCGA-02-0047"	"TCGA-02-0047"	0.087017451	-0.182583978	-0.130781675	0.225696685	0.171012482
"TCGA-02-0052"	"TCGA-02-0052"	NA	NA	NA	NA	NA
"TCGA-02-0054"	"TCGA-02-0054"	NA	NA	NA	NA	NA
"TCGA-02-0055"	"TCGA-02-0055"	0.123141729	-0.130752426	-0.122654055	0.220816469	0.124916896
"TCGA-02-0057"	"TCGA-02-0057"	NA	NA	NA	NA	NA
"TCGA-02-0058"	"TCGA-02-0058"	NA	NA	NA	NA	NA
"TCGA-02-0060"	"TCGA-02-0060"	NA	NA	NA	NA	NA
"TCGA-02-0069"	"TCGA-02-0069"	NA	NA	NA	NA	NA
"TCGA-02-0071"	"TCGA-02-0071"	NA	NA	NA	NA	NA
"TCGA-02-0074"	"TCGA-02-0074"	NA	NA	NA	NA	NA
"TCGA-02-0107"	"TCGA-02-0107"	NA	NA	NA	NA	NA
"TCGA-02-0080"	"TCGA-02-0080"	NA	NA	NA	NA	NA
"TCGA-02-0075"	"TCGA-02-0075"	NA	NA	NA	NA	NA
"TCGA-02-0099"	"TCGA-02-0099"	NA	NA	NA	NA	NA
"TCGA-02-0085"	"TCGA-02-0085"	NA	NA	NA	NA	NA
"TCGA-02-0083"	"TCGA-02-0083"	NA	NA	NA	NA	NA
"TCGA-02-0102"	"TCGA-02-0102"	NA	NA	NA	NA	NA
"TCGA-02-0064"	"TCGA-02-0064"	NA	NA	NA	NA	NA
"TCGA-02-0116"	"TCGA-02-0116"	NA	NA	NA	NA	NA
"TCGA-02-0086"	"TCGA-02-0086"	NA	NA	NA	NA	NA
"TCGA-02-0115"	"TCGA-02-0115"	NA	NA	NA	NA	NA
"TCGA-02-0089"	"TCGA-02-0089"	NA	NA	NA	NA	NA
"TCGA-02-0114"	"TCGA-02-0114"	NA	NA	NA	NA	NA
"TCGA-02-0113"	"TCGA-02-0113"	NA	NA	NA	NA	NA
"TCGA-IN-A6RN"	"TCGA-IN-A6RN"	0.031473059	-0.214660863	-0.172421421	0.177085688	0.083259189
"TCGA-E1-A7YU"	"TCGA-E1-A7YU"	0.105606959	-0.126449429	-0.158954226	0.232969283	0.168051149
"TCGA-S9-A7QZ"	"TCGA-S9-A7QZ"	0.106502016	-0.12410234	-0.145261565	0.238307675	0.164731064
"TCGA-DU-A7TJ"	"TCGA-DU-A7TJ"	0.115305178	-0.112611382	-0.120818941	0.246880858	0.177021386
"TCGA-E1-A7Z6"	"TCGA-E1-A7Z6"	0.1082616	-0.140923145	-0.172681223	0.244007424	0.179406243
"TCGA-S9-A7J3"	"TCGA-S9-A7J3"	0.106744834	-0.101071527	-0.141860828	0.244706833	0.168770742
"TCGA-DU-A7TG"	"TCGA-DU-A7TG"	0.099920413	-0.123613363	-0.114761736	0.208658242	0.168998928
"TCGA-E1-A7Z2"	"TCGA-E1-A7Z2"	0.125378612	-0.163122697	-0.160943042	0.212737556	0.142810847
"TCGA-E1-A7Z4"	"TCGA-E1-A7Z4"	0.102862093	-0.066892041	-0.173754814	0.238480377	0.163558671
"TCGA-S9-A7R1"	"TCGA-S9-A7R1"	0.10038306	-0.147719924	-0.171819112	0.2324057	0.182724706
"TCGA-FG-A70Y"	"TCGA-FG-A70Y"	0.11141838	-0.101707197	-0.113277265	0.232220178	0.15190518
"TCGA-E1-A7YV"	"TCGA-E1-A7YV"	0.118791474	-0.136082274	-0.130615795	0.266624432	0.165259338
"TCGA-E1-A7YW"	"TCGA-E1-A7YW"	0.104563593	-0.080730088	-0.168263796	0.238093536	0.189553901
"TCGA-DU-A7T8"	"TCGA-DU-A7T8"	0.094853618	-0.07940985	-0.135351625	0.227166884	0.149173978
"TCGA-S9-A7R4"	"TCGA-S9-A7R4"	0.112260069	-0.03897146	-0.148439179	0.256986406	0.187037234
"TCGA-S9-A6TV"	"TCGA-S9-A6TV"	0.085313438	-0.099360108	-0.126964778	0.235365454	0.146940405
"TCGA-DU-A7TC"	"TCGA-DU-A7TC"	0.091477855	-0.105325626	-0.141068012	0.208093336	0.132534196
"TCGA-E1-A7YY"	"TCGA-E1-A7YY"	0.094975402	-0.15818403	-0.124138374	0.206350673	0.155661781
"TCGA-S9-A7J1"	"TCGA-S9-A7J1"	0.084675164	-0.116278709	-0.142474792	0.243407846	0.175258581
"TCGA-S9-A7R7"	"TCGA-S9-A7R7"	0.098113453	-0.141509918	-0.117863607	0.237158175	0.184384512
"TCGA-DH-A7UV"	"TCGA-DH-A7UV"	0.107960027	-0.008165914	-0.156279197	0.245220328	0.164124694
"TCGA-E1-A7YK"	"TCGA-E1-A7YK"	0.120672193	-0.177840902	-0.082654048	0.236903	0.170388485
"TCGA-TQ-A7RH"	"TCGA-TQ-A7RH"	0.092271493	-0.031098931	-0.113206094	0.241763627	0.18861122
"TCGA-S9-A6WP"	"TCGA-S9-A6WP"	0.100023733	-0.061855579	-0.112410211	0.233659614	0.160749078
"TCGA-E1-A7YL"	"TCGA-E1-A7YL"	0.097195451	-0.207179517	-0.114423855	0.2088876	0.12847623
"TCGA-DU-A7TD"	"TCGA-DU-A7TD"	0.114771514	-0.113882722	-0.101715911	0.23719954	0.183651049
"TCGA-S9-A6WO"	"TCGA-S9-A6WO"	0.09951882	-0.019705769	-0.14459539	0.245245116	0.185537683
"TCGA-TQ-A7RP"	"TCGA-TQ-A7RP"	0.121807667	-0.118625798	-0.134508599	0.207149128	0.15934046
"TCGA-S9-A7IZ"	"TCGA-S9-A7IZ"	0.090273553	-0.139700703	-0.148570289	0.229051362	0.169831385
"TCGA-E1-A7YN"	"TCGA-E1-A7YN"	0.121661544	-0.157157179	-0.020163409	0.240166181	0.16739909
"TCGA-S9-A7IY"	"TCGA-S9-A7IY"	0.101039852	-0.054863209	-0.135712472	0.238243106	0.1731456
"TCGA-S9-A7J2"	"TCGA-S9-A7J2"	0.089323587	-0.109970907	-0.183351592	0.244709072	0.173669725
"TCGA-TQ-A7RU"	"TCGA-TQ-A7RU"	0.089450496	-0.069923698	-0.118884116	0.238675605	0.158311316
"TCGA-E1-A7YM"	"TCGA-E1-A7YM"	0.125707528	-0.143221337	-0.155666209	0.231270135	0.158779183
"TCGA-E1-A7YD"	"TCGA-E1-A7YD"	0.111062577	-0.17280444	-0.125055936	0.21661395	0.145271782
"TCGA-TQ-A7RR"	"TCGA-TQ-A7RR"	0.102104042	-0.095839474	-0.157670825	0.233373573	0.197203838
"TCGA-44-6775"	"TCGA-44-6775"	0.148984524	0.020634826	-0.049231033	0.244062722	0.1855475
"TCGA-A4-8515"	"TCGA-A4-8515"	0.095518791	-0.158917496	-0.131790267	0.217890798	0.16868295
"TCGA-A4-8516"	"TCGA-A4-8516"	0.088910319	-0.125031396	-0.072663854	0.21587385	0.182649393
"TCGA-J7-8537"	"TCGA-J7-8537"	0.12322158	-0.076671579	0.101122642	0.224576554	0.180342832
"TCGA-A4-8517"	"TCGA-A4-8517"	0.107667468	-0.169968374	-0.104530821	0.207576234	0.170747395
"TCGA-IZ-8196"	"TCGA-IZ-8196"	0.133443932	-0.143123542	-0.125799452	0.233105424	0.196875693
"TCGA-A4-8518"	"TCGA-A4-8518"	0.09139708	-0.148502288	-0.092034304	0.180318842	0.155654043
"TCGA-A4-8098"	"TCGA-A4-8098"	0.119943544	-0.125862657	-0.039284478	0.250590211	0.196792133
"TCGA-A4-8630"	"TCGA-A4-8630"	0.089819008	-0.194906196	-0.130914507	0.220797233	0.20266575
"TCGA-A4-8310"	"TCGA-A4-8310"	0.083310406	-0.218621576	-0.12001005	0.210758189	0.164527941
"TCGA-B3-8121"	"TCGA-B3-8121"	0.124041172	-0.093345692	-0.01386508	0.246879111	0.199921702
"TCGA-A4-8311"	"TCGA-A4-8311"	0.09856668	-0.174173575	-0.103743552	0.227626593	0.196491954
"TCGA-GL-8500"	"TCGA-GL-8500"	0.089598534	-0.13173038	-0.087759723	0.220122029	0.162604344
"TCGA-IZ-8195"	"TCGA-IZ-8195"	0.10985896	-0.10693925	-0.162422264	0.193258269	0.15565145
"TCGA-HZ-8636"	"TCGA-HZ-8636"	0.142129513	-0.062637942	-0.054257981	0.237333628	0.198779227
"TCGA-HZ-8637"	"TCGA-HZ-8637"	0.126007134	0.028947433	0.113020818	0.280731957	0.221006328
"TCGA-HZ-8638"	"TCGA-HZ-8638"	NA	NA	NA	NA	NA
"TCGA-IB-8126"	"TCGA-IB-8126"	0.142226659	0.03770012	0.103085642	0.259493372	0.214153643
"TCGA-H6-8124"	"TCGA-H6-8124"	0.130580619	-0.127085099	-0.131194184	0.234697299	0.190307244
"TCGA-IB-8127"	"TCGA-IB-8127"	0.152992758	-0.076427091	-0.01396507	0.232725209	0.201191875
"TCGA-HZ-8317"	"TCGA-HZ-8317"	0.148862451	0.001613624	-0.065379504	0.23493008	0.179283563
"TCGA-HZ-8519"	"TCGA-HZ-8519"	0.137798534	-0.004498588	0.015708005	0.243699006	0.219798834
"TCGA-EJ-8468"	"TCGA-EJ-8468"	0.157747468	-0.100289164	-0.038666296	0.270307748	0.212659905
"TCGA-EJ-8469"	"TCGA-EJ-8469"	0.145257816	-0.102342867	-0.093362906	0.265061194	0.215326992
"TCGA-EJ-8470"	"TCGA-EJ-8470"	0.139030746	-0.059557388	0.02343166	0.266570465	0.215006455
"TCGA-EJ-8472"	"TCGA-EJ-8472"	0.160377732	-0.110019805	-0.127853274	0.265981032	0.185751819
"TCGA-EJ-8474"	"TCGA-EJ-8474"	0.164723167	-0.066158576	-0.094284443	0.249289737	0.195771401
"TCGA-HC-8264"	"TCGA-HC-8264"	0.174053406	-0.03070775	-0.097572094	0.216452314	0.165772471
"TCGA-HQ-A2OE"	"TCGA-HQ-A2OE"	0.094713005	-0.084984187	-0.101126455	0.232375528	0.200136358
"TCGA-E5-A2PC"	"TCGA-E5-A2PC"	0.091272948	-0.11202461	-0.066924837	0.245597914	0.168507755
"TCGA-FD-A3B3"	"TCGA-FD-A3B3"	0.14808504	0.001418033	0.051332607	0.263509474	0.199932529
"TCGA-CV-7423"	"TCGA-CV-7423"	0.11786812	-0.143954802	-0.10073176	0.215717396	0.173092177
"TCGA-CV-7416"	"TCGA-CV-7416"	0.107619668	-0.102147276	-0.10491659	0.24072685	0.206547937
"TCGA-CV-7418"	"TCGA-CV-7418"	0.086951331	-0.041611935	-0.051927162	0.241245672	0.168149735
"TCGA-IQ-7632"	"TCGA-IQ-7632"	0.097792466	-0.064153771	-0.084698263	0.221066068	0.162115199
"TCGA-DQ-7592"	"TCGA-DQ-7592"	0.122051708	-0.051635962	-0.033326947	0.270958546	0.215777444
"TCGA-CV-7424"	"TCGA-CV-7424"	0.119069443	-0.089384979	-0.039673426	0.240446536	0.182890609
"TCGA-HD-7753"	"TCGA-HD-7753"	0.125751095	-0.059117308	-0.01747682	0.240004127	0.196727843
"TCGA-IQ-7630"	"TCGA-IQ-7630"	0.120659211	-0.089776161	-0.039804278	0.246521632	0.188434251
"TCGA-CV-7421"	"TCGA-CV-7421"	0.146047256	-0.003716225	-0.078853221	0.207951607	0.144441808
"TCGA-DQ-7591"	"TCGA-DQ-7591"	0.14052423	0.058188252	0.083631602	0.285300994	0.218412002
"TCGA-CV-7422"	"TCGA-CV-7422"	0.097742783	-0.068358972	-0.050599011	0.2535387	0.15798615
"TCGA-DQ-7588"	"TCGA-DQ-7588"	0.101799403	-0.1291877	-0.124175442	0.235658045	0.175499347
"TCGA-FT-A3EE"	"TCGA-FT-A3EE"	0.123467312	-0.079116464	-0.147025238	0.220886624	0.171596729
"TCGA-FD-A3B4"	"TCGA-FD-A3B4"	NA	NA	NA	NA	NA
"TCGA-CV-7414"	"TCGA-CV-7414"	0.125942285	-0.095350497	-0.042616354	0.217150177	0.166244618
"TCGA-HD-7754"	"TCGA-HD-7754"	0.101705398	-0.077405045	-0.09534024	0.239228099	0.201618339
"TCGA-CV-7427"	"TCGA-CV-7427"	0.111472037	-0.060193058	0.038618288	0.250978297	0.171131901
"TCGA-H7-7774"	"TCGA-H7-7774"	0.096985824	-0.090607421	0.012541204	0.226459807	0.15588344
"TCGA-CV-7425"	"TCGA-CV-7425"	0.084857549	-0.044154615	0.004411419	0.243448201	0.175411726
"TCGA-CV-7415"	"TCGA-CV-7415"	0.140036681	-0.064789441	-0.009377772	0.216991959	0.164473049
"TCGA-LK-A4O5"	"TCGA-LK-A4O5"	0.163490571	-0.088455923	-0.022227195	0.243948639	0.189349425
"TCGA-SH-A7BD"	"TCGA-SH-A7BD"	0.167728156	0.002444885	-0.088090741	0.200047257	0.124537669
"TCGA-TS-A7PB"	"TCGA-TS-A7PB"	0.14928056	-0.042687684	-0.012411374	0.211811153	0.167065751
"TCGA-NQ-A638"	"TCGA-NQ-A638"	0.159401714	-0.044741387	-0.05075618	0.216322909	0.143183839
"TCGA-MQ-A4LP"	"TCGA-MQ-A4LP"	0.158825633	-0.048799896	-0.152930277	0.209958802	0.142710859
"TCGA-LK-A4O6"	"TCGA-LK-A4O6"	0.157153226	0.120630604	-0.014808274	0.212578121	0.15319106
"TCGA-LK-A4NW"	"TCGA-LK-A4NW"	0.148633999	0.111046656	-0.080556046	0.2199109	0.17816214
"TCGA-TS-A7P8"	"TCGA-TS-A7P8"	0.142048707	-0.016576317	0.0302274	0.239877213	0.213820342
"TCGA-SH-A7BC"	"TCGA-SH-A7BC"	0.141016592	-0.118136821	-0.030051061	0.220301189	0.169853504
