"FID"	"IID"	"Sigs160.Bindea_Cytotoxic.cells"	"Sigs160.Bindea_DC"	"Sigs160.Bindea_Eosinophils"	"Sigs160.Bindea_iDC"	"Sigs160.Bindea_Lymph.vessels"
"TCGA-W3-AA1V"	"TCGA-W3-AA1V"	NA	NA	NA	NA	NA
"TCGA-BF-AAP4"	"TCGA-BF-AAP4"	0.071752311	-0.016340593	0.04327509	0.034783272	-0.043314929
"TCGA-XV-AAZW"	"TCGA-XV-AAZW"	-0.089797929	-0.069237993	0.056860909	0.037292584	-0.033058048
"TCGA-XV-AB01"	"TCGA-XV-AB01"	NA	NA	NA	NA	NA
"TCGA-BF-AAP7"	"TCGA-BF-AAP7"	0.141465353	0.008237753	0.049480833	0.099900116	-0.044944184
"TCGA-BF-AAP2"	"TCGA-BF-AAP2"	-0.022842532	-0.041833115	0.059090913	0.034160451	-0.105250001
"TCGA-XV-AAZV"	"TCGA-XV-AAZV"	0.04440394	-0.021465182	0.03314664	0.110301437	-0.093317989
"TCGA-BF-AAP8"	"TCGA-BF-AAP8"	-0.035655774	-0.026778585	0.082414528	0.046847163	-0.034943032
"TCGA-YD-A9TB"	"TCGA-YD-A9TB"	NA	NA	NA	NA	NA
"TCGA-BF-AAP6"	"TCGA-BF-AAP6"	-0.100131044	-0.047618851	0.062202031	0.040623905	-0.126923917
"TCGA-XV-AAZY"	"TCGA-XV-AAZY"	0.057632325	0.05007702	0.050628219	0.095613195	-0.033209108
"TCGA-VD-A8KG"	"TCGA-VD-A8KG"	-0.020818194	-0.015263585	0.053630556	0.061615209	-0.146881437
"TCGA-VD-A8KN"	"TCGA-VD-A8KN"	0.037898864	-0.056722041	0.061770117	0.073114207	-0.070578344
"TCGA-V4-A9F2"	"TCGA-V4-A9F2"	-0.001466507	-0.02808732	0.055061306	0.08618724	-0.094189977
"TCGA-VD-AA8S"	"TCGA-VD-AA8S"	-0.035099404	-0.046824958	0.057554368	0.087183485	-0.039418186
"TCGA-V4-A9E8"	"TCGA-V4-A9E8"	0.063821368	-0.004889092	0.071669453	0.106026526	-0.140663264
"TCGA-VD-A8K8"	"TCGA-VD-A8K8"	0.065771685	-0.072917866	0.045204638	0.049849554	-0.130398868
"TCGA-VD-A8KO"	"TCGA-VD-A8KO"	-0.063987082	-0.095299274	0.068615905	-0.001878055	-0.102453335
"TCGA-VD-A8KH"	"TCGA-VD-A8KH"	-0.105273181	-0.124186145	0.06074886	0.020459521	-0.072293798
"TCGA-VD-A8K9"	"TCGA-VD-A8K9"	-0.109494341	-0.110735502	0.067228317	0.019454893	-0.136057703
"TCGA-VD-AA8R"	"TCGA-VD-AA8R"	-0.047636609	-0.132883862	0.0434898	0.048667398	-0.168489464
"TCGA-V4-A9F3"	"TCGA-V4-A9F3"	0.053054692	-0.037859701	0.059368404	0.057311647	-0.135116793
"TCGA-V4-A9EW"	"TCGA-V4-A9EW"	-0.098859987	-0.109211687	0.077341613	0.032356503	-0.050213754
"TCGA-VD-A8KB"	"TCGA-VD-A8KB"	-0.106086857	-0.073350198	0.051976532	0.039796965	-0.14392923
"TCGA-V4-A9EM"	"TCGA-V4-A9EM"	-0.090817101	-0.146020576	0.039377842	0.059846684	-0.021549138
"TCGA-VD-A8KJ"	"TCGA-VD-A8KJ"	-0.104824082	-0.101453488	0.070400577	0.042110733	-0.046691295
"TCGA-V4-A9EE"	"TCGA-V4-A9EE"	-0.021679903	-0.122134354	0.063623301	0.021262712	-0.104321995
"TCGA-OR-A5KT"	"TCGA-OR-A5KT"	-0.017000836	0.082854204	0.104747439	0.131929681	0.107488795
"TCGA-OR-A5L3"	"TCGA-OR-A5L3"	-0.102643162	-0.000550727	0.11042378	0.068830966	-0.039576535
"TCGA-OR-A5LB"	"TCGA-OR-A5LB"	-0.080727238	-0.177839152	0.103825049	0.015184477	-0.110873236
"TCGA-OR-A5LK"	"TCGA-OR-A5LK"	0.001619	-0.022365426	0.082947745	0.114089079	-0.083008795
"TCGA-OR-A5LS"	"TCGA-OR-A5LS"	-0.089798674	-0.152745678	0.116475627	0.021847117	-0.173071814
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	-0.040961843	-0.024042212	0.142526933	0.049290153	-0.125250136
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-0.083323623	-0.119345753	0.039984619	0.034049323	-0.180038342
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-0.042537308	-0.081341782	0.107383222	0.039787184	0.043535465
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-0.092203163	-0.08288353	0.101472817	0.069516391	-0.105526111
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	-0.041666491	-0.057323193	0.119069007	0.024678015	-0.099515997
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-0.106613195	-0.104504987	0.070526587	0.01119525	-0.11564707
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	-0.040421732	0.071287076	0.096830757	0.084371489	-0.141882703
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	-0.031629125	-0.172757505	0.073881833	0.002478568	-0.200683174
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	-0.010603193	-0.016976163	0.09201907	0.088972423	-0.070677905
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-0.110130355	-0.112212081	0.093645532	0.019906567	-0.15070027
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	-0.080138365	-0.14402985	0.083792259	0.048515781	0.038955435
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-0.096363466	-0.164874526	0.111758745	0.061737602	-0.135193978
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-0.107221569	-0.156810143	0.082327475	0.030526024	0.004999484
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-0.079862492	-0.121675866	0.148490816	0.020522492	-0.017751438
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-0.032868208	-0.108570804	0.061112563	0.040784314	-0.136378626
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-0.12684724	-0.074909662	0.09295341	0.009958067	-0.075147388
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	0.002499418	-0.043136052	0.093747976	0.067429822	-0.048398169
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	-0.065168559	-0.129794657	0.130539373	0.029092414	-0.113786705
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-0.07040294	-0.142999226	0.095799869	0.046796824	0.071626242
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-0.077150146	-0.118812199	0.110634518	0.02368556	-0.079295721
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-0.084134244	-0.171414027	0.102149886	0.00514146	-0.16881354
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	-0.050109039	-0.062014027	0.122222975	0.058272229	-0.087398462
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	-0.090029469	-0.137707278	0.095463969	0.042170746	-0.136388209
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-0.158004446	-0.120754042	0.118448473	0.061964369	0.061906621
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-0.095249564	-0.14472435	0.087334365	0.071034981	-0.043934704
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	0.031838354	-0.064919865	0.10720521	0.063083972	-0.142994283
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	-0.040420935	-0.08841145	0.119082912	0.074992615	0.011503094
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	-0.027285125	-0.079472436	0.087942633	0.086213496	0.038500838
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	-0.054333475	-0.095916103	0.08054578	-0.013177084	-0.042037396
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-0.100182457	-0.119853441	0.101270843	-0.020308828	0.165460131
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	-0.095826391	-0.107865675	0.082639758	0.035244921	-0.02736641
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	0.005798643	-0.009997994	0.103373535	0.100240313	-0.126870806
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-0.086308854	-0.13520435	0.074669339	0.037289935	-0.195751541
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-0.096392224	-0.136729835	0.074852085	0.041599963	-0.197983865
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.059714042	-0.089497287	0.109320702	0.071246701	0.0423707
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-0.120356498	-0.129686431	0.072395916	0.014408563	-0.16350189
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-0.089743121	-0.162190748	0.108009513	0.007377252	-0.153724129
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-0.086648415	-0.141346568	0.082557234	0.003737954	-0.185780752
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-0.100986203	-0.176245904	0.103017244	0.009888192	-0.177919561
"TCGA-HT-A61B"	"TCGA-HT-A61B"	-0.079707834	-0.212219603	0.070847112	0.045422237	-0.017199361
"TCGA-HT-A614"	"TCGA-HT-A614"	-0.092422865	-0.197641315	0.092500449	-0.002382048	-0.089917553
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-0.130241807	-0.155239098	0.090216309	0.003897333	-0.146598021
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-0.09296572	-0.176663882	0.078602527	0.018377894	-0.028000627
"TCGA-HT-A615"	"TCGA-HT-A615"	-0.074420792	-0.170263605	0.071160649	0.023383892	-0.15210921
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-0.03608889	-0.122354259	0.078457235	0.055711271	-0.132712169
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-0.03018003	-0.118549603	0.08575852	0.017620547	-0.21542618
"TCGA-HT-A61C"	"TCGA-HT-A61C"	-0.092760811	-0.181372982	0.085181383	0.002914598	0.038974572
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-0.125356487	-0.178212323	0.122865772	0.035238193	0.041661097
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-0.126761661	-0.192714171	0.07261299	-0.02072137	-0.214243121
"TCGA-HT-A616"	"TCGA-HT-A616"	-0.096594877	-0.229333134	0.080170452	0.022416163	-0.167281277
"TCGA-HC-A632"	"TCGA-HC-A632"	0.014630597	-0.051613997	0.101144669	0.079054739	-0.016194796
"TCGA-HC-8213"	"TCGA-HC-8213"	-0.08066901	-0.144977168	0.114815709	0.059525987	-0.139766087
"TCGA-HC-8216"	"TCGA-HC-8216"	-0.03716479	-0.074526447	0.116717987	0.080344614	-0.085752345
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-0.0937542	-0.106435005	0.103191256	0.061287435	-0.133295924
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-0.087571059	-0.086381527	0.107898245	0.056333952	0.001561976
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	-0.068554112	-0.110490039	0.118940733	0.056637108	-0.065430734
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-0.080549134	-0.156141332	0.124385614	0.05953238	-0.135833288
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	-0.073577482	-0.092428676	0.121659671	0.070447226	-0.071693586
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-0.100058995	-0.122350599	0.107703663	0.02169042	-0.081691742
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-0.032753048	-0.072303313	0.059693528	0.071857255	0.078590693
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.064655526	-0.091499935	0.050827084	0.018739398	0.064379986
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.038336452	-0.062348368	0.08103751	0.04686842	0.046337816
"TCGA-77-7138"	"TCGA-77-7138"	-0.070930306	-0.0906589	0.043892597	0.061375041	0.088881357
"TCGA-77-7139"	"TCGA-77-7139"	-0.04531143	-0.036137583	0.075873333	0.065224011	-0.093210815
"TCGA-77-7141"	"TCGA-77-7141"	-0.062881131	-0.100185051	0.068999316	0.06842887	-0.130858939
"TCGA-60-2704"	"TCGA-60-2704"	-0.025771992	0.122056615	0.079155828	0.112935277	0.1312871
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	0.149804664	0.039394334	0.048639426	0.105843785	0.026829718
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	-0.084068294	-0.026686355	0.090792299	0.088245504	-0.026115572
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	-0.054369776	-0.047878682	0.118392379	0.087078945	-0.027937186
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	-0.019556694	-0.061311865	0.096571382	0.075953904	-0.047277262
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	0.012574836	0.075680808	0.093219555	0.130848931	-0.002984476
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	-0.012176372	0.061138815	0.068370053	0.088625541	-0.016080981
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	-0.067485092	-0.020190369	0.10848155	0.079363106	0.010230907
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.106640069	-0.093993007	0.068509553	0.044620692	-0.072265076
"TCGA-GV-A40E"	"TCGA-GV-A40E"	-0.079592929	-0.096011522	0.035098653	0.051807526	0.066821799
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	0.150316943	-0.029238139	0.056565201	0.035014744	0.273546225
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-0.077523244	-0.047405739	0.071029898	0.054301038	-0.124736111
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	-0.134566917	-0.162848683	0.06948933	0.015011732	-0.093072827
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-0.076100066	-0.047279377	0.07463289	0.038328793	-0.051714548
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	-0.045641496	-0.060507236	0.057968051	0.070031462	0.22494324
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	-0.084367032	-0.108429721	0.067555234	0.004852757	-0.077581633
"TCGA-BR-8678"	"TCGA-BR-8678"	-0.090850991	-0.173205199	0.020261942	-0.062341584	-0.142274214
"TCGA-FP-8631"	"TCGA-FP-8631"	-0.200190849	-0.207703634	0.068845529	-0.015962811	-0.041711316
"TCGA-BR-8588"	"TCGA-BR-8588"	-0.070361353	-0.101664369	0.054468078	-0.000604457	-0.058031219
"TCGA-BR-8589"	"TCGA-BR-8589"	0.021214177	-0.071386762	0.036464721	0.039143088	-0.164935395
"TCGA-BR-8680"	"TCGA-BR-8680"	-0.173964761	-0.215760442	0.00719981	-0.053594511	-0.127535093
"TCGA-HU-8604"	"TCGA-HU-8604"	0.038400945	-0.100782925	0.036891474	-0.005317633	-0.004066644
"TCGA-BR-8590"	"TCGA-BR-8590"	-0.106400903	-0.106750129	0.072706301	0.014394819	-0.042422954
"TCGA-BR-8682"	"TCGA-BR-8682"	-0.137298612	-0.055799229	0.078116255	0.04237805	-0.106497511
"TCGA-HU-8608"	"TCGA-HU-8608"	0.009207085	-0.027976531	0.01937434	-0.011005758	-0.110478703
"TCGA-HU-8602"	"TCGA-HU-8602"	-0.053269577	-0.100947766	-0.006859429	-0.035802304	-0.083280544
"TCGA-BR-8591"	"TCGA-BR-8591"	-0.089054369	-0.11780182	0.047044225	-0.002289542	-0.0809581
"TCGA-BR-8683"	"TCGA-BR-8683"	-0.137988901	-0.128879148	0.072688865	-0.038185599	-0.067373929
"TCGA-HU-8610"	"TCGA-HU-8610"	-0.086843416	-0.003301077	0.038598868	-0.00297686	-0.102334033
"TCGA-BR-8484"	"TCGA-BR-8484"	-0.08859645	-0.08204432	0.062981095	0.016186043	-0.11076713
"TCGA-BR-8592"	"TCGA-BR-8592"	-0.100465955	-0.107244481	0.082066964	-0.024743435	-0.044244487
"TCGA-BR-8686"	"TCGA-BR-8686"	-0.013296567	-0.049491028	0.081268361	-0.004410332	-0.100028699
"TCGA-IN-8663"	"TCGA-IN-8663"	-0.169652015	-0.205251656	-0.005039575	-0.061949597	-0.202903205
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	-0.030694368	-0.179831316	-0.037686447	-0.034698723	-0.17455549
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	-0.153678579	-0.255880338	-0.021909743	-0.044040707	-0.209373372
"TCGA-AP-A051"	"TCGA-AP-A051"	-0.185537912	-0.264016532	-0.019258521	-0.09256529	-0.231889789
"TCGA-AP-A05D"	"TCGA-AP-A05D"	-0.137587879	-0.181925379	-0.02890206	-0.035678424	-0.256769344
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-0.226075497	-0.235398986	-0.058933133	-0.070416746	-0.162786518
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.23680969	-0.243600188	-0.022446003	-0.122897038	-0.254674461
"TCGA-AP-A05N"	"TCGA-AP-A05N"	-0.245577585	-0.259413573	-0.024655419	-0.082220456	-0.164436645
"TCGA-AP-A05J"	"TCGA-AP-A05J"	-0.190755813	-0.232732725	-0.048210347	-0.065017003	-0.076022898
"TCGA-AP-A056"	"TCGA-AP-A056"	-0.150056014	-0.182974835	-0.036464396	-0.056656575	-0.188785777
"TCGA-AP-A052"	"TCGA-AP-A052"	-0.187337844	-0.194103246	-0.05605828	-0.083591134	-0.126974256
"TCGA-AP-A05H"	"TCGA-AP-A05H"	-0.232014316	-0.244448846	-0.035259579	-0.057499734	-0.265905351
"TCGA-CM-6677"	"TCGA-CM-6677"	-0.06257555	-0.024694335	0.080788067	0.027256785	-0.029701303
"TCGA-CM-6674"	"TCGA-CM-6674"	-0.001279772	-0.079179802	0.083298583	0.080315684	-0.000688345
"TCGA-CM-6675"	"TCGA-CM-6675"	-0.098856011	-0.12269292	0.095560395	0.075737104	-0.076137586
"TCGA-CM-6676"	"TCGA-CM-6676"	-0.094272742	-0.11690159	0.077000378	0.046918874	-0.090513331
"TCGA-CM-6678"	"TCGA-CM-6678"	-0.120806263	-0.096873694	0.081634363	0.045887709	-0.065976949
"TCGA-AZ-6605"	"TCGA-AZ-6605"	-0.045065452	-0.034266456	0.084709354	0.06587367	0.085280554
"TCGA-A6-6654"	"TCGA-A6-6654"	-0.002830454	0.046505637	0.114330896	0.093807899	0.076198528
"TCGA-CM-6679"	"TCGA-CM-6679"	-0.078239984	-0.075826392	0.112618901	0.039260642	0.021653883
"TCGA-CA-6716"	"TCGA-CA-6716"	-0.151844063	-0.12506095	0.104696475	-0.004466919	-0.087620816
"TCGA-CM-6680"	"TCGA-CM-6680"	-0.055778883	-0.063222902	0.106079001	0.083211525	-0.056411586
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.00397179	-0.045399722	0.103076573	0.075923388	0.087049004
"TCGA-F4-6805"	"TCGA-F4-6805"	-0.070259688	-0.021236605	0.098796124	0.114240937	0.014531229
"TCGA-AA-3489"	"TCGA-AA-3489"	-0.027248319	0.058444359	0.106133942	0.082991424	0.030810218
"TCGA-AA-3496"	"TCGA-AA-3496"	-0.023454066	-0.023229216	0.096577225	0.086427762	-0.004662586
"TCGA-A6-5656"	"TCGA-A6-5656"	-0.121561155	-0.096661555	0.076469291	0.031237681	-0.111790757
"TCGA-AZ-4616"	"TCGA-AZ-4616"	-0.014350486	-0.091071985	0.077553041	0.016895259	-0.040641731
"TCGA-F4-6807"	"TCGA-F4-6807"	-0.018646428	-0.025744	0.110481868	0.081897	0.026246445
"TCGA-AA-3511"	"TCGA-AA-3511"	-0.08878467	-0.058947193	0.09610716	0.045519317	0.002989296
"TCGA-A6-5664"	"TCGA-A6-5664"	-0.033991009	-0.003647759	0.108462824	0.103771635	-0.006581247
"TCGA-CA-5254"	"TCGA-CA-5254"	-0.047715746	-0.080564482	0.119024795	0.014031354	-0.100976196
"TCGA-F4-6808"	"TCGA-F4-6808"	-0.115196481	-0.12136347	0.095200322	0.019637296	-0.106511838
"TCGA-AZ-6603"	"TCGA-AZ-6603"	-0.068685268	-0.058579208	0.098133256	0.038835377	-0.016114106
"TCGA-A6-6651"	"TCGA-A6-6651"	-0.003831531	0.017313204	0.112776003	0.090785781	0.060749944
"TCGA-F4-6809"	"TCGA-F4-6809"	-0.045419902	0.000775265	0.124191979	0.077483303	-0.091345992
"TCGA-CA-6715"	"TCGA-CA-6715"	-0.154571593	-0.128769078	0.076424861	0.000223332	-0.106023326
"TCGA-G4-6309"	"TCGA-G4-6309"	-0.035298332	-0.092861101	0.112099446	0.088821739	-0.104152767
"TCGA-AZ-6606"	"TCGA-AZ-6606"	-0.100462433	-0.098698921	0.085283914	0.012917972	-0.132167021
"TCGA-G4-6628"	"TCGA-G4-6628"	0.090997963	0.05126312	0.059045688	0.073496411	-0.05983666
"TCGA-CM-5863"	"TCGA-CM-5863"	-0.060975473	-0.060284946	0.103954325	0.093911675	0.009560552
"TCGA-F4-6703"	"TCGA-F4-6703"	0.059866685	0.102598826	0.07151616	0.127261278	0.123601741
"TCGA-AD-6548"	"TCGA-AD-6548"	-0.028399393	-0.023071175	0.075419832	0.067844787	-0.011261589
"TCGA-F4-6704"	"TCGA-F4-6704"	-0.055631534	-0.053688518	0.094301728	0.08720964	0.028302228
"TCGA-AZ-4323"	"TCGA-AZ-4323"	0.004292175	-0.052997899	0.084130224	0.02746827	0.068259798
"TCGA-F4-6806"	"TCGA-F4-6806"	-0.051653951	-0.079012391	0.111015545	0.019472576	-0.060412192
"TCGA-CK-6747"	"TCGA-CK-6747"	-0.061057377	-0.07801082	0.096804487	0.07276218	-0.089070009
"TCGA-CA-5255"	"TCGA-CA-5255"	-0.108773435	-0.113220159	0.090172397	0.04119113	-0.138122261
"TCGA-CK-6748"	"TCGA-CK-6748"	-0.075311031	-0.044506836	0.122350296	0.082191885	0.027985858
"TCGA-CK-6751"	"TCGA-CK-6751"	-0.046925999	-0.035010212	0.087964886	0.062301059	-0.000341779
"TCGA-CA-6718"	"TCGA-CA-6718"	0.077599157	-0.069369974	0.079979033	0.04723669	-0.070718737
"TCGA-A6-6780"	"TCGA-A6-6780"	0.0538588	-0.032839569	0.078462577	0.071031043	-0.123395049
"TCGA-CM-4751"	"TCGA-CM-4751"	-0.023510536	-0.071021017	0.081085756	0.073872864	-0.041203255
"TCGA-A6-6782"	"TCGA-A6-6782"	-0.046168717	-0.04387217	0.104737706	0.082353044	-0.006153472
"TCGA-CA-6717"	"TCGA-CA-6717"	-0.02508496	-0.001597918	0.084831808	0.11244646	0.011537734
"TCGA-CA-6719"	"TCGA-CA-6719"	-0.061520099	-0.081948593	0.086519808	0.059230941	-0.023673038
"TCGA-CK-6746"	"TCGA-CK-6746"	0.00408688	-0.064298323	0.070294633	0.044442287	-0.122624195
"TCGA-CN-5361"	"TCGA-CN-5361"	-0.004838702	-0.104938429	0.055972953	0.071693912	0.156391905
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.118514983	-0.169170931	0.056932421	0.062626502	-0.049653467
"TCGA-CN-4740"	"TCGA-CN-4740"	0.006131796	0.077748389	0.076776375	0.132536831	0.097503051
"TCGA-CN-4729"	"TCGA-CN-4729"	-0.059054399	-0.022942131	0.062707814	0.077753177	0.099371781
"TCGA-BA-4076"	"TCGA-BA-4076"	-0.070913662	-0.015530717	0.088288038	0.0536861	0.19392003
"TCGA-BB-4228"	"TCGA-BB-4228"	-0.022514799	-0.036798979	0.072546047	0.060206438	-0.03621709
"TCGA-CN-5355"	"TCGA-CN-5355"	-0.060443747	-0.018271888	0.070769718	0.050977395	0.229255518
"TCGA-BA-4078"	"TCGA-BA-4078"	-0.092809224	-0.058064985	0.055937597	0.058535842	0.072007712
"TCGA-CN-4723"	"TCGA-CN-4723"	-0.025397484	-0.050308894	0.096228469	0.086535848	0.145662041
"TCGA-CN-4725"	"TCGA-CN-4725"	-0.131743273	-0.076649283	0.034190299	0.039734362	0.173997053
"TCGA-CN-5360"	"TCGA-CN-5360"	0.024284949	0.052285817	0.093593213	0.097147704	0.025942281
"TCGA-BA-5153"	"TCGA-BA-5153"	0.105661625	-0.023937551	0.070131544	0.059579212	0.099280722
"TCGA-CN-4736"	"TCGA-CN-4736"	0.077479115	0.010516091	0.084955637	0.103353343	0.109030359
"TCGA-CN-5374"	"TCGA-CN-5374"	0.094694264	-0.055026587	0.041797468	0.023965203	-0.110274204
"TCGA-CN-5363"	"TCGA-CN-5363"	0.015435333	-0.079841089	0.049246765	0.07697205	0.239022817
"TCGA-BA-4074"	"TCGA-BA-4074"	-0.086438487	-0.054376896	0.052907095	0.028355806	0.150420635
