"FID"	"IID"	"Sigs160.Bindea_Cytotoxic.cells"	"Sigs160.Bindea_DC"	"Sigs160.Bindea_Eosinophils"	"Sigs160.Bindea_iDC"	"Sigs160.Bindea_Lymph.vessels"
"TCGA-AA-3989"	"TCGA-AA-3989"	-0.187975894	-0.175177778	0.006393065	-0.065263952	-0.1678193
"TCGA-AA-3845"	"TCGA-AA-3845"	-0.140867797	-0.201209015	-0.002790858	-0.09926457	-0.211996355
"TCGA-AA-3975"	"TCGA-AA-3975"	-0.221293778	-0.180345846	0.001186309	-0.062695292	-0.229479205
"TCGA-AA-3973"	"TCGA-AA-3973"	-0.20551689	-0.257622239	0.019513322	-0.105315685	-0.230325729
"TCGA-AA-3861"	"TCGA-AA-3861"	-0.17608182	-0.241212074	-0.001710488	-0.078203444	-0.306579098
"TCGA-AA-3970"	"TCGA-AA-3970"	-0.196480179	-0.193413715	-0.003760794	-0.102695953	-0.239140074
"TCGA-AA-3844"	"TCGA-AA-3844"	-0.199092233	-0.214531071	-0.019283327	-0.102298977	-0.233541481
"TCGA-AA-3877"	"TCGA-AA-3877"	-0.181576837	-0.232696442	-0.017334464	-0.073781017	-0.130043135
"TCGA-AA-3977"	"TCGA-AA-3977"	-0.179538031	-0.226703474	-0.02109228	-0.067737486	-0.175134086
"TCGA-AA-3956"	"TCGA-AA-3956"	-0.230527356	-0.195724544	-0.0120304	-0.081517427	-0.19949671
"TCGA-12-5295"	"TCGA-12-5295"	-0.048534137	-0.158157703	0.073505885	0.077118136	0.029686139
"TCGA-B3-3925"	"TCGA-B3-3925"	-0.033249908	-0.022871613	0.142351959	0.068458077	-0.137031729
"TCGA-12-5301"	"TCGA-12-5301"	NA	NA	NA	NA	NA
"TCGA-76-4931"	"TCGA-76-4931"	-0.126636668	-0.193203436	0.087325614	0.003408888	0.019818146
"TCGA-26-5134"	"TCGA-26-5134"	-0.088523686	-0.219822767	0.097755304	0.013907074	0.00910324
"TCGA-76-4927"	"TCGA-76-4927"	-0.12901081	-0.17343336	0.107888495	0.065832888	0.063933138
"TCGA-B2-4099"	"TCGA-B2-4099"	0.038771231	-0.020000082	0.117551501	0.079256741	-0.117435335
"TCGA-A6-3808"	"TCGA-A6-3808"	-0.173614904	-0.173121017	-0.011486128	-0.046890453	-0.141398837
"TCGA-A6-3809"	"TCGA-A6-3809"	-0.111355429	-0.179146763	-0.006645814	-0.076161606	-0.164306545
"TCGA-A6-3810"	"TCGA-A6-3810"	-0.196832008	-0.202816377	-0.004709722	-0.077828131	-0.104471377
"TCGA-28-5216"	"TCGA-28-5216"	-0.092957777	-0.195677234	0.081541843	0.041171008	0.071207295
"TCGA-28-5204"	"TCGA-28-5204"	-0.056342609	-0.143255392	0.066729198	0.036644922	0.048655712
"TCGA-28-5209"	"TCGA-28-5209"	-0.112825599	-0.179559808	0.099529849	0.018331982	0.071957297
"TCGA-76-4925"	"TCGA-76-4925"	-0.121827149	-0.199747126	0.107101372	-0.008244903	0.068258193
"TCGA-76-4935"	"TCGA-76-4935"	NA	NA	NA	NA	NA
"TCGA-06-5417"	"TCGA-06-5417"	-0.119719868	-0.168864126	0.056742633	0.018824484	-0.147022664
"TCGA-26-5135"	"TCGA-26-5135"	-0.102862705	-0.173221413	0.087994773	0.047494887	0.059671065
"TCGA-06-5418"	"TCGA-06-5418"	-0.103650578	-0.173994103	0.110113815	0.058894871	0.055186805
"TCGA-26-5136"	"TCGA-26-5136"	-0.076229851	-0.209112815	0.101977107	0.051044186	0.062877093
"TCGA-28-5215"	"TCGA-28-5215"	-0.092301339	-0.183503638	0.096545736	0.041012968	0.041570733
"TCGA-B3-4103"	"TCGA-B3-4103"	-0.099537582	-0.034509396	0.128140451	0.067413139	-0.185839088
"TCGA-B2-3924"	"TCGA-B2-3924"	0.123422161	-0.031152148	0.123170485	0.064535072	-0.12745486
"TCGA-26-5139"	"TCGA-26-5139"	-0.102494008	-0.190743295	0.119279643	0.055312865	0.056615779
"TCGA-28-5218"	"TCGA-28-5218"	-0.005990042	0.020927828	0.059162988	0.118526226	0.051563586
"TCGA-28-5207"	"TCGA-28-5207"	-0.093726711	-0.163900622	0.094652664	0.047788111	0.035800958
"TCGA-28-5219"	"TCGA-28-5219"	NA	NA	NA	NA	NA
"TCGA-28-5208"	"TCGA-28-5208"	-0.129694726	-0.122133528	0.078185517	0.073819343	0.071729133
"TCGA-28-5220"	"TCGA-28-5220"	-0.101585257	-0.163038963	0.09892753	0.041194195	0.018216015
"TCGA-06-5415"	"TCGA-06-5415"	-0.083633398	-0.191354333	0.085736265	0.031373602	0.005079385
"TCGA-26-5133"	"TCGA-26-5133"	-0.108667084	-0.156163205	0.073181799	0.009877028	-0.060573241
"TCGA-32-5222"	"TCGA-32-5222"	-0.080833952	-0.170222623	0.084264081	0.034845209	0.053208533
"TCGA-76-4934"	"TCGA-76-4934"	NA	NA	NA	NA	NA
"TCGA-06-5416"	"TCGA-06-5416"	-0.117784128	-0.190025787	0.063992266	0.002928267	0.077340356
"TCGA-28-5213"	"TCGA-28-5213"	-0.08564738	-0.127853772	0.125790309	0.083862481	0.065070771
"TCGA-76-4926"	"TCGA-76-4926"	-0.118784207	-0.217815668	0.087500522	0.040811042	0.060853192
"TCGA-B2-3923"	"TCGA-B2-3923"	-0.039731874	-0.013322513	0.085214408	0.073489186	0.018444239
"TCGA-28-5214"	"TCGA-28-5214"	NA	NA	NA	NA	NA
"TCGA-85-8355"	"TCGA-85-8355"	0.05515629	0.099564355	0.070605094	0.125093385	-0.029385464
"TCGA-96-8170"	"TCGA-96-8170"	-0.052223205	-0.006522501	0.03975009	0.091012069	0.016315582
"TCGA-85-8288"	"TCGA-85-8288"	0.004469751	-0.035009517	0.061526696	0.034242228	0.064801043
"TCGA-85-8350"	"TCGA-85-8350"	-0.019786508	-0.04372328	0.095082521	0.127120708	0.078812923
"TCGA-85-8351"	"TCGA-85-8351"	-0.053378628	-0.05609982	0.063011214	0.059228633	0.041308963
"TCGA-68-8250"	"TCGA-68-8250"	-0.038337344	-0.057084167	0.070506611	0.094808239	-0.029159782
"TCGA-KL-8323"	"TCGA-KL-8323"	-0.058136385	-0.042021594	0.069306007	0.066395935	0.058274585
"TCGA-KL-8335"	"TCGA-KL-8335"	-0.050152011	-0.074933351	0.073909403	0.055138865	-0.167463082
"TCGA-KL-8346"	"TCGA-KL-8346"	-0.141709378	-0.051455601	0.066934847	0.03698612	-0.156211721
"TCGA-KL-8341"	"TCGA-KL-8341"	-0.093992792	-0.073875778	0.047481089	0.033472629	-0.048540851
"TCGA-KL-8326"	"TCGA-KL-8326"	-0.09175217	-0.057428997	0.073764156	0.059292307	-0.232023806
"TCGA-KL-8336"	"TCGA-KL-8336"	-0.056469247	-0.065225735	0.071142886	0.07024336	-0.022862849
"TCGA-KL-8344"	"TCGA-KL-8344"	-0.104429017	-0.018948832	0.059133792	0.07258586	-0.121466805
"TCGA-KL-8331"	"TCGA-KL-8331"	-0.085126996	-0.071293313	0.0889107	0.062840739	-0.052803981
"TCGA-KL-8343"	"TCGA-KL-8343"	-0.127660283	-0.044783244	0.064351453	0.068705553	-0.10585981
"TCGA-KL-8334"	"TCGA-KL-8334"	-0.029611116	-0.000752954	0.060371791	0.086985344	-0.06514621
"TCGA-KL-8328"	"TCGA-KL-8328"	-0.099085289	-0.093923026	0.073687409	0.061187366	-0.060822451
"TCGA-KL-8329"	"TCGA-KL-8329"	-0.021755872	-0.03373659	0.047085457	0.100217835	-0.126883462
"TCGA-KN-8418"	"TCGA-KN-8418"	-0.050455041	-0.059887068	0.0499093	0.057219345	-0.109915612
"TCGA-KL-8324"	"TCGA-KL-8324"	-0.032782056	-0.050459128	0.073874112	0.072957104	-0.132614869
"TCGA-KL-8337"	"TCGA-KL-8337"	-0.079881097	-0.0616428	0.103688027	0.053445066	-0.165946897
"TCGA-KM-8438"	"TCGA-KM-8438"	-0.039772663	-0.040720592	0.073854559	0.111760684	-0.061881117
"TCGA-68-8251"	"TCGA-68-8251"	0.01079246	0.040653746	0.039906972	0.047175781	0.074639289
"TCGA-96-8169"	"TCGA-96-8169"	-0.034911223	-0.082837115	0.06430793	0.098848012	-0.004193327
"TCGA-KL-8342"	"TCGA-KL-8342"	0.017618923	0.002415432	0.075630918	0.093792468	-0.028478612
"TCGA-KM-8440"	"TCGA-KM-8440"	-0.068835458	-0.071078761	0.059872763	0.065236907	-0.191010163
"TCGA-KL-8327"	"TCGA-KL-8327"	0.000390537	-0.020426921	0.108517612	0.067957533	-0.02452275
"TCGA-KL-8325"	"TCGA-KL-8325"	-0.079260314	-0.054577066	0.068998594	0.05760551	-0.06138102
"TCGA-KL-8338"	"TCGA-KL-8338"	-0.034374992	-0.057724817	0.066166035	0.084254914	-0.107050949
"TCGA-KL-8345"	"TCGA-KL-8345"	-0.109432007	-0.028532066	0.07619524	0.062478076	-0.083484129
"TCGA-KM-8441"	"TCGA-KM-8441"	-0.048087074	-0.079442468	0.073294627	0.103890551	-0.104677163
"TCGA-KL-8333"	"TCGA-KL-8333"	-0.00284792	0.03905027	0.079274633	0.127035999	0.015955655
"TCGA-85-8277"	"TCGA-85-8277"	0.016101814	-0.099393333	0.040794565	0.072949308	-0.03118909
"TCGA-85-8287"	"TCGA-85-8287"	0.03584347	-0.041824729	0.062981877	0.072648185	0.089691259
"TCGA-KL-8332"	"TCGA-KL-8332"	-0.022550801	0.004407941	0.069986039	0.051792271	-0.08803286
"TCGA-KL-8339"	"TCGA-KL-8339"	-0.047002048	-0.07419552	0.056863138	0.034055358	-0.119904903
"TCGA-KL-8330"	"TCGA-KL-8330"	-0.112158305	-0.081955811	0.056153894	0.059510689	-0.188355072
"TCGA-KL-8340"	"TCGA-KL-8340"	-0.057142218	-0.044071424	0.069844649	0.060559785	-0.038689427
"TCGA-KM-8476"	"TCGA-KM-8476"	-0.042568812	-0.004985919	0.068950198	0.084773923	-0.098097953
"TCGA-KM-8477"	"TCGA-KM-8477"	-0.070691908	-0.042066905	0.057591254	0.104830618	-0.119300215
"TCGA-85-8276"	"TCGA-85-8276"	0.034274342	0.013102612	0.035789811	0.08657834	0.083062825
"TCGA-KM-8443"	"TCGA-KM-8443"	-0.065149148	-0.057284308	0.063310232	0.057669736	-0.11549225
"TCGA-KM-8439"	"TCGA-KM-8439"	-0.067524053	-0.106996128	0.035626007	0.079174496	-0.170107276
"TCGA-68-7757"	"TCGA-68-7757"	-0.090634165	-0.000715465	0.052275136	0.07906357	0.0649691
"TCGA-85-8353"	"TCGA-85-8353"	-0.005751407	-0.059995124	0.064816745	0.086421506	0.084327867
"TCGA-G4-6588"	"TCGA-G4-6588"	-0.065615219	-0.070412929	0.084746248	0.049990912	-0.076585991
"TCGA-A6-6141"	"TCGA-A6-6141"	-0.034783809	-0.071266764	0.091852881	0.087767011	-0.109879738
"TCGA-F4-6460"	"TCGA-F4-6460"	-0.077906567	-0.046945101	0.120988546	0.06285232	-0.059884489
"TCGA-G4-6586"	"TCGA-G4-6586"	0.029328057	-0.088485164	0.108224645	0.030467022	-0.157778978
"TCGA-F4-6461"	"TCGA-F4-6461"	-0.08125908	-0.099160864	0.100702129	0.03997349	-0.059962729
"TCGA-G4-6626"	"TCGA-G4-6626"	-0.094879951	-0.093590911	0.119524376	0.011078206	-0.105614129
"TCGA-G4-6627"	"TCGA-G4-6627"	-0.022006098	-0.024205284	0.125560638	0.049214174	0.005785911
"TCGA-G4-6294"	"TCGA-G4-6294"	-0.104756792	-0.120089589	0.092159205	0.04656613	-0.076655925
"TCGA-A6-6138"	"TCGA-A6-6138"	0.009668297	0.031948643	0.090553161	0.078624593	-0.01834637
"TCGA-AZ-6600"	"TCGA-AZ-6600"	-0.074082523	-0.063599224	0.087211642	0.075139313	-0.025049105
"TCGA-A6-6142"	"TCGA-A6-6142"	-0.094301592	-0.067193873	0.082958286	0.078623745	0.017750823
"TCGA-A6-6648"	"TCGA-A6-6648"	-0.099422782	-0.078834652	0.099547942	0.016757924	-0.118062322
"TCGA-A6-6649"	"TCGA-A6-6649"	-0.078655558	-0.037244945	0.145940437	0.071553778	-0.052146006
"TCGA-F4-6569"	"TCGA-F4-6569"	-0.023542219	0.002178647	0.095305828	0.075937703	0.073916144
"TCGA-A6-4105"	"TCGA-A6-4105"	-0.026889904	-0.034896748	0.088154983	0.054209673	0.006730965
"TCGA-A6-6650"	"TCGA-A6-6650"	-0.122499962	-0.105063512	0.091870291	0.022620277	-0.133420701
"TCGA-A6-6137"	"TCGA-A6-6137"	-0.085521466	-0.024687975	0.108536748	0.071305611	-0.112093776
"TCGA-A6-6652"	"TCGA-A6-6652"	-0.11642372	-0.098875349	0.079224971	0.023798927	-0.089321006
"TCGA-A6-6653"	"TCGA-A6-6653"	-0.059829364	-0.061867631	0.108145545	0.06720936	-0.01698776
"TCGA-G4-6299"	"TCGA-G4-6299"	0.001840012	-0.065710505	0.099323954	0.067451716	-0.091269947
"TCGA-AZ-6598"	"TCGA-AZ-6598"	-0.003550651	-0.063956595	0.076959224	0.081689749	-0.060651985
"TCGA-A6-6140"	"TCGA-A6-6140"	-0.058411728	-0.065409898	0.08905241	0.023818329	-0.121191567
"TCGA-AZ-6599"	"TCGA-AZ-6599"	-0.074211537	-0.109421918	0.088917963	0.035757101	-0.182561044
"TCGA-F4-6459"	"TCGA-F4-6459"	-0.083861754	-0.081313277	0.133282354	0.092607449	-0.05858685
"TCGA-G4-6306"	"TCGA-G4-6306"	-0.054294124	-0.1097271	0.096834652	0.010470443	-0.145799043
"TCGA-D5-6529"	"TCGA-D5-6529"	-0.012287699	-0.04833688	0.101925694	0.088582245	0.01544775
"TCGA-G4-6303"	"TCGA-G4-6303"	-0.088311423	-0.042232923	0.088741975	0.051316814	-0.044718079
"TCGA-BC-A217"	"TCGA-BC-A217"	-0.017409483	0.062606051	0.078180958	0.022450399	-0.175854912
"TCGA-DD-A1ED"	"TCGA-DD-A1ED"	0.034531099	0.100877445	0.124913663	0.099556616	-0.055900938
"TCGA-F4-6570"	"TCGA-F4-6570"	0.036966567	-0.023474357	0.11342761	0.098382698	0.004177827
"TCGA-BC-4072"	"TCGA-BC-4072"	0.02298503	0.042299689	0.076002665	0.070907589	-0.140740818
"TCGA-DD-A1EL"	"TCGA-DD-A1EL"	-0.077740707	0.037263314	0.063852537	0.056797545	-0.049442367
"TCGA-DD-A1E9"	"TCGA-DD-A1E9"	NA	NA	NA	NA	NA
"TCGA-QG-A5YX"	"TCGA-QG-A5YX"	-0.13503742	-0.082532419	0.087763599	0.039686888	-0.158435661
"TCGA-QG-A5Z1"	"TCGA-QG-A5Z1"	-0.108354296	-0.095953927	0.124646638	0.055784881	-0.085403666
"TCGA-QG-A5Z2"	"TCGA-QG-A5Z2"	-0.029748052	-0.077191462	0.097168138	0.051629381	-0.148037829
"TCGA-BB-A5HU"	"TCGA-BB-A5HU"	-0.079267755	-0.030392382	0.052993191	0.077366515	0.202660601
"TCGA-F7-A61S"	"TCGA-F7-A61S"	0.027336466	-0.058634933	0.035687828	0.079803425	0.240309332
"TCGA-HD-A634"	"TCGA-HD-A634"	-0.14073596	-0.120267559	0.052790177	0.017469266	-0.17218094
"TCGA-N6-A4VC"	"TCGA-N6-A4VC"	-0.129305889	-0.166038417	0.067118871	0.026740668	-0.145047526
"TCGA-N7-A4Y8"	"TCGA-N7-A4Y8"	-0.077214799	-0.150989086	0.035208091	0.00974185	0.050578394
"TCGA-F7-A623"	"TCGA-F7-A623"	-0.018160463	-0.088106916	0.075969368	0.00064205	0.093790256
"TCGA-BB-A5HY"	"TCGA-BB-A5HY"	-0.072644316	-0.088636369	0.052948407	0.039681752	0.242240867
"TCGA-F7-A61V"	"TCGA-F7-A61V"	-0.075745687	-0.058817635	0.032054435	0.045630828	0.041747557
"TCGA-N5-A4RD"	"TCGA-N5-A4RD"	-0.143831247	-0.155757668	0.08741651	0.006063928	-0.015247345
"TCGA-N5-A4RT"	"TCGA-N5-A4RT"	-0.091795846	-0.10608322	0.065245885	0.022085854	0.005406089
"TCGA-N6-A4VD"	"TCGA-N6-A4VD"	-0.108318503	-0.177083255	0.073649939	0.073216684	-0.129928683
"TCGA-N7-A59B"	"TCGA-N7-A59B"	0.01395199	-0.038705232	0.035144478	0.062511603	-0.060901224
"TCGA-P3-A5QF"	"TCGA-P3-A5QF"	-0.030926543	-0.028919951	0.063326386	0.054777216	-0.114860921
"TCGA-BB-A5HZ"	"TCGA-BB-A5HZ"	-0.084983546	-0.027624165	0.041346509	0.024062563	0.023230137
"TCGA-F7-A61W"	"TCGA-F7-A61W"	-0.125166459	-0.109350459	0.062843468	0.039369018	0.267504829
"TCGA-P3-A5Q6"	"TCGA-P3-A5Q6"	-0.074197624	-0.042970665	0.054388006	0.058040167	0.111316918
"TCGA-N5-A4RF"	"TCGA-N5-A4RF"	-0.059245158	0.07630102	0.059651781	0.110095763	-0.024806471
"TCGA-N5-A4RU"	"TCGA-N5-A4RU"	-0.063043	-0.097671219	0.057671376	0.060224472	-0.093299329
"TCGA-N6-A4VE"	"TCGA-N6-A4VE"	-0.101311674	-0.085230071	0.051971132	0.068017065	0.024055083
"TCGA-N8-A4PI"	"TCGA-N8-A4PI"	-0.100838905	-0.095909768	0.065456424	0.052149639	-0.015118489
"TCGA-CN-A63T"	"TCGA-CN-A63T"	0.01493462	-0.011985704	0.044725799	0.044833935	0.094433533
"TCGA-F7-A620"	"TCGA-F7-A620"	0.092266712	-0.037632481	0.049731751	0.077225818	0.203536506
"TCGA-P3-A5QA"	"TCGA-P3-A5QA"	-0.048756718	-0.158194682	0.051767345	0.060281528	0.262856052
"TCGA-N5-A4RJ"	"TCGA-N5-A4RJ"	-0.082147756	-0.060404644	0.050499113	0.084716515	-0.034787899
"TCGA-N5-A4RV"	"TCGA-N5-A4RV"	-0.054110149	-0.088778858	0.067012099	0.05637398	-0.062284517
"TCGA-N6-A4VF"	"TCGA-N6-A4VF"	-0.004342538	0.024462123	0.0821399	0.094465247	0.106814195
"TCGA-CN-A63V"	"TCGA-CN-A63V"	-0.096717922	-0.09998197	0.045454689	0.05474236	0.051630007
"TCGA-F7-A622"	"TCGA-F7-A622"	-0.067243729	-0.097741498	0.040974095	0.038344813	0.149485738
"TCGA-P3-A5QE"	"TCGA-P3-A5QE"	0.054518797	-0.071854577	0.047324881	-0.00912642	-0.053133841
"TCGA-N5-A4RM"	"TCGA-N5-A4RM"	-0.080519967	-0.124678875	0.061575126	0.012993086	-0.007668826
"TCGA-N5-A59E"	"TCGA-N5-A59E"	-0.076120754	-0.102086508	0.073617624	0.034952768	0.034952185
"TCGA-N6-A4VG"	"TCGA-N6-A4VG"	-0.099510962	-0.145805979	0.060937279	0.051214211	-0.123426137
"TCGA-N7-A4Y5"	"TCGA-N7-A4Y5"	-0.109054094	-0.149079842	0.090574731	-0.006735714	0.12013841
"TCGA-N6-A4V9"	"TCGA-N6-A4V9"	-0.06862098	-0.107799725	0.103307893	0.058375173	0.098367082
"TCGA-N5-A4RN"	"TCGA-N5-A4RN"	-0.089711105	-0.076925462	0.060246914	0.038820061	-0.027480784
"TCGA-N5-A59F"	"TCGA-N5-A59F"	-0.049343828	-0.054971123	0.09076031	0.083172302	0.040989596
"TCGA-N7-A4Y0"	"TCGA-N7-A4Y0"	-0.081690262	-0.15054538	-0.010357956	-0.031263572	0.113286653
"TCGA-HD-A633"	"TCGA-HD-A633"	-0.078475361	-0.119470094	0.054791777	0.025029623	0.182962531
"TCGA-N5-A4R8"	"TCGA-N5-A4R8"	-0.14021202	-0.13507368	0.079137671	-0.024710958	0.055134833
"TCGA-N5-A4RO"	"TCGA-N5-A4RO"	-0.115495164	-0.201671649	0.091223132	-0.031226193	-0.10649768
"TCGA-64-1681"	"TCGA-64-1681"	-0.039951953	0.071484464	0.09861627	0.118272554	-0.025612745
"TCGA-64-1679"	"TCGA-64-1679"	-0.094196839	0.005043178	0.051463747	0.134524897	0.072536784
"TCGA-78-7162"	"TCGA-78-7162"	0.055138376	0.12304404	0.075873182	0.12368783	0.129550767
"TCGA-78-7163"	"TCGA-78-7163"	-0.013163429	-0.103418057	0.068663047	0.069530254	-0.0576979
"TCGA-HT-7476"	"TCGA-HT-7476"	-0.083546432	-0.186045738	0.085182051	0.034900858	-0.129061436
"TCGA-HT-7468"	"TCGA-HT-7468"	-0.103446293	-0.156064791	0.074111384	0.020887819	-0.153716234
"TCGA-HT-7481"	"TCGA-HT-7481"	-0.076067799	-0.155396926	0.075541566	-0.012515298	-0.20540795
"TCGA-DU-7290"	"TCGA-DU-7290"	-0.090524714	-0.217732674	0.159391493	0.021741562	0.084740948
"TCGA-HW-7493"	"TCGA-HW-7493"	-0.068945971	-0.207133715	0.088566289	0.04218312	-0.147891007
"TCGA-DU-7012"	"TCGA-DU-7012"	-0.035125049	-0.162809387	0.105999779	0.056384829	0.051102029
"TCGA-HT-7474"	"TCGA-HT-7474"	-0.07447589	-0.200462187	0.074705418	0.023329515	-0.14404684
"TCGA-DU-7013"	"TCGA-DU-7013"	-0.068005519	-0.177170279	0.093027389	0.023082207	0.035271123
"TCGA-HW-7486"	"TCGA-HW-7486"	-0.101645904	-0.128576422	0.072072531	0.013148368	-0.135824669
"TCGA-HW-7489"	"TCGA-HW-7489"	-0.098680722	-0.194723017	0.072962689	0.029966735	-0.180765896
"TCGA-DU-7018"	"TCGA-DU-7018"	-0.087947192	-0.131651516	0.079117946	-0.010205583	-0.204294424
"TCGA-HW-7490"	"TCGA-HW-7490"	-0.055236728	-0.163533772	0.066518057	0.044015881	-0.133617609
"TCGA-DU-7009"	"TCGA-DU-7009"	-0.121192523	-0.159087175	0.068250641	0.009573063	-0.192175323
"TCGA-DU-7010"	"TCGA-DU-7010"	-0.11093656	-0.209246804	0.087140534	-0.001451735	-0.05170261
"TCGA-DU-7292"	"TCGA-DU-7292"	-0.09777592	-0.173367838	0.090233091	0.023963087	0.017283818
"TCGA-HW-7495"	"TCGA-HW-7495"	-0.098339826	-0.15527332	0.089291644	0.002882779	-0.210925049
"TCGA-DU-7294"	"TCGA-DU-7294"	-0.082350789	-0.174109674	0.085676175	0.008769455	-0.193602456
"TCGA-HT-7485"	"TCGA-HT-7485"	-0.10717702	-0.171845644	0.074257681	0.014022147	-0.094865315
"TCGA-HW-7487"	"TCGA-HW-7487"	-0.091133455	-0.153574431	0.074817467	-0.008189929	-0.193639068
"TCGA-DU-7007"	"TCGA-DU-7007"	-0.068423944	-0.149437757	0.072062582	0.056218055	-0.120499404
"TCGA-DU-7008"	"TCGA-DU-7008"	-0.092253689	-0.233288237	0.063777213	0.007658551	-0.178911829
"TCGA-HT-7479"	"TCGA-HT-7479"	-0.079414617	-0.143673635	0.083454212	0.025518281	-0.054811688
"TCGA-HW-7491"	"TCGA-HW-7491"	-0.087630801	-0.129571026	0.089642992	0.002954907	-0.228260579
"TCGA-DU-7011"	"TCGA-DU-7011"	-0.082322105	-0.151786257	0.090805174	0.072333387	-0.105926074
"TCGA-HT-7483"	"TCGA-HT-7483"	-0.11758441	-0.175173619	0.076514115	0.022028176	-0.122870675
"TCGA-CS-6186"	"TCGA-CS-6186"	-0.102548272	-0.124398209	0.095540048	0.034357656	0.075493583
"TCGA-DU-7298"	"TCGA-DU-7298"	-0.115052797	-0.163284986	0.072988544	0.016423486	-0.13625683
"TCGA-HT-7475"	"TCGA-HT-7475"	-0.094134212	-0.191847019	0.095306364	-0.001827487	-0.18761421
"TCGA-DU-7006"	"TCGA-DU-7006"	-0.096610132	-0.185869185	0.0951659	0.029827943	0.075369629
"TCGA-DU-7299"	"TCGA-DU-7299"	-0.078964676	-0.13032255	0.073115805	0.004178022	-0.154107578
"TCGA-DU-7015"	"TCGA-DU-7015"	-0.075320639	-0.191731154	0.086613636	0.039982719	-0.075154155
"TCGA-EZ-7264"	"TCGA-EZ-7264"	-0.085703722	-0.152588513	0.084667545	-0.017525426	-0.229899793
"TCGA-HT-7478"	"TCGA-HT-7478"	-0.026250274	-0.184808504	0.10383562	0.056947026	-0.087135852
"TCGA-DU-7019"	"TCGA-DU-7019"	-0.07220915	-0.154818762	0.085214976	0.052576832	-0.121969323
"TCGA-HT-7482"	"TCGA-HT-7482"	-0.108444841	-0.189087431	0.079599181	0.02785438	-0.059226454
"TCGA-HT-7473"	"TCGA-HT-7473"	-0.073937272	-0.176131023	0.082486384	0.052666387	-0.108671741
"TCGA-HT-7467"	"TCGA-HT-7467"	-0.084541126	-0.106978243	0.090163841	0.017348847	-0.15434639
"TCGA-56-8624"	"TCGA-56-8624"	-0.071037743	-0.035894029	0.08842809	0.049115641	0.0883545
"TCGA-56-8622"	"TCGA-56-8622"	-0.057378037	-0.021788545	0.07030676	0.069767558	0.10237501
"TCGA-56-8503"	"TCGA-56-8503"	-0.006696205	0.005010053	0.047462283	0.10658184	0.090532439
"TCGA-56-8625"	"TCGA-56-8625"	0.113692484	0.037338838	0.073173931	0.106437523	0.014762449
"TCGA-77-8153"	"TCGA-77-8153"	-0.084752055	-0.105725789	0.049681881	0.03282981	0.06540168
"TCGA-43-8118"	"TCGA-43-8118"	-0.065585377	0.009425628	0.046647202	0.102528632	-0.047181222
"TCGA-56-8629"	"TCGA-56-8629"	-0.018870027	-0.103485615	0.077973854	0.08366276	0.064662202
"TCGA-56-8504"	"TCGA-56-8504"	-0.021413335	-0.03451761	0.037504333	0.079389519	-0.001454529
"TCGA-56-8623"	"TCGA-56-8623"	0.089702632	0.044428032	0.127796232	0.159553201	0.238081627
"TCGA-56-8628"	"TCGA-56-8628"	-0.002197819	0.007271584	0.083841577	0.119358875	0.115580818
"TCGA-HU-A4GF"	"TCGA-HU-A4GF"	-0.147145087	-0.137748396	0.03561808	-0.017752086	-0.143906647
"TCGA-CD-A48A"	"TCGA-CD-A48A"	-0.140487247	-0.199701411	0.029199484	-0.025325912	-0.134506517
"TCGA-CD-A48C"	"TCGA-CD-A48C"	-0.128434686	-0.132675309	0.030222365	0.005144153	-0.063678876
"TCGA-BR-A4CR"	"TCGA-BR-A4CR"	-0.174213678	-0.188782781	0.029536751	-0.0658676	-0.196121668
"TCGA-HU-A4GY"	"TCGA-HU-A4GY"	-0.008051461	0.001473071	0.037296133	0.010035268	-0.074220492
"TCGA-FP-A4BE"	"TCGA-FP-A4BE"	-0.017579919	-0.088252532	0.022996175	0.021856895	-0.136191003
"TCGA-BR-A453"	"TCGA-BR-A453"	-0.089327708	-0.104877386	0.03757108	-0.031293356	0.003638429
"TCGA-BR-A44U"	"TCGA-BR-A44U"	-0.144105649	-0.164381841	0.031621795	-0.011816181	-0.08371629
"TCGA-BR-A4CS"	"TCGA-BR-A4CS"	-0.167266023	-0.149314056	0.023581986	-0.049132042	-0.066785492
"TCGA-FP-A4BF"	"TCGA-FP-A4BF"	0.087852681	-0.06505191	0.030958161	0.05182387	-0.035707617
"TCGA-HU-A4G9"	"TCGA-HU-A4G9"	-0.191472871	-0.171081511	0.024330309	-0.031350924	-0.185740535
"TCGA-CD-A489"	"TCGA-CD-A489"	-0.099757728	-0.165201356	0.067831699	0.000722595	-0.063424017
"TCGA-HU-A4GH"	"TCGA-HU-A4GH"	-0.138241594	-0.218733436	0.034341293	-0.042125516	-0.229687985
"TCGA-FB-A5VM"	"TCGA-FB-A5VM"	0.00499609	0.043887426	0.077738577	0.142235619	0.018884252
"TCGA-FB-A78T"	"TCGA-FB-A78T"	-0.072603326	-0.02670288	0.135203546	0.098650822	-0.084917977
"TCGA-IB-A5SO"	"TCGA-IB-A5SO"	0.002751182	-0.023511478	0.125632748	0.114461436	0.058834951
"TCGA-IB-A5SQ"	"TCGA-IB-A5SQ"	-0.048003195	0.046798469	0.109045001	0.136762156	0.063694123
