"FID"	"IID"	"Sigs160.Wolf_Module4.TcellBcell.score"	"Sigs160.Wolf_Module5.TcellBcell.score"	"Sigs160.Wolf_NHI.5gene.score"	"Sigs160.Wolf_PD1.data"	"Sigs160.Wolf_PD1.PDL1.score"
"TCGA-AR-A2LQ"	"TCGA-AR-A2LQ"	0.2298	-0.0835	-0.099	-0.517	-0.4785
"TCGA-EK-A2R7"	"TCGA-EK-A2R7"	1.0518	1.0357	0.373	1.556	0.7705
"TCGA-EK-A2RO"	"TCGA-EK-A2RO"	-0.7492	-0.0074	0.411	-0.586	-0.3335
"TCGA-AC-A2QH"	"TCGA-AC-A2QH"	-1.5013	-1.2605	-0.776	-1.562	-1.4445
"TCGA-BH-A2L8"	"TCGA-BH-A2L8"	1.5858	1.3966	1.4615	1.559	0.9285
"TCGA-EK-A2R9"	"TCGA-EK-A2R9"	0.7813	0.9868	0.857	1.912	1.03
"TCGA-EK-A2PK"	"TCGA-EK-A2PK"	1.6542	1.5977	0.972	2.399	2.4635
"TCGA-E9-A3Q9"	"TCGA-E9-A3Q9"	0.2298	0.0414	-0.3505	-0.408	-0.418
"TCGA-FU-A3NI"	"TCGA-FU-A3NI"	0.1319	0.0814	0.4225	-0.3	-0.5215
"TCGA-DS-A3LQ"	"TCGA-DS-A3LQ"	-0.0747	0.3735	0.595	0.272	1.2305
"TCGA-JX-A3Q0"	"TCGA-JX-A3Q0"	0.6334	1.0788	2.1825	2.043	2.1405
"TCGA-EW-A2FR"	"TCGA-EW-A2FR"	0.0728	0.0603	0.487	-0.3	0.027
"TCGA-EX-A3L1"	"TCGA-EX-A3L1"	0.0524	0.3954	0.607	0.099	0.7535
"TCGA-GM-A3NY"	"TCGA-GM-A3NY"	-0.0681	-0.265	-0.5825	-0.521	-0.7285
"TCGA-HM-A3JJ"	"TCGA-HM-A3JJ"	0.581	0.9251	1.2875	0.773	0.764
"TCGA-EW-A1PC"	"TCGA-EW-A1PC"	-1.3619	-0.8139	0.503	-1.234	-0.261
"TCGA-HM-A3JK"	"TCGA-HM-A3JK"	0.4459	0.624	0.359	0.502	0.016
"TCGA-JX-A3Q8"	"TCGA-JX-A3Q8"	0.1517	0.6298	1.0325	1.426	0.1745
"TCGA-AC-A2BK"	"TCGA-AC-A2BK"	-1.1698	-0.9633	-0.824	-0.776	-0.7195
"TCGA-GI-A2C9"	"TCGA-GI-A2C9"	-0.5261	0.042	0.5985	-0.682	-0.265
"TCGA-EA-A3QE"	"TCGA-EA-A3QE"	1.8057	1.8473	1.397	2.08	2.7505
"TCGA-B6-A0I1"	"TCGA-B6-A0I1"	-1.4696	-0.9492	-0.214	-2.518	-2.2405
"TCGA-AC-A3OD"	"TCGA-AC-A3OD"	1.3282	1.0604	0.6705	0.989	0.729
"TCGA-A7-A3IY"	"TCGA-A7-A3IY"	-0.1236	0.0546	0.146	-0.26	-0.397
"TCGA-JX-A3PZ"	"TCGA-JX-A3PZ"	0.0774	0.7456	1.2955	0.832	0.706
"TCGA-AC-A2BM"	"TCGA-AC-A2BM"	0.5299	0.2683	0.5545	0.293	0.073
"TCGA-C8-A3M7"	"TCGA-C8-A3M7"	0.475	0.1022	-0.2295	-0.525	-0.3445
"TCGA-FU-A3HY"	"TCGA-FU-A3HY"	-0.8736	-0.7606	-0.8425	-2.062	-1.3235
"TCGA-A7-A2KD"	"TCGA-A7-A2KD"	0.6049	0.484	0.6215	0.806	0.4895
"TCGA-B5-A11P"	"TCGA-B5-A11P"	-1.7416	-1.3051	-0.785	-0.705	-0.7465
"TCGA-A5-A1OF"	"TCGA-A5-A1OF"	0.9808	1.1834	1.174	2.667	1.6595
"TCGA-D8-A1XG"	"TCGA-D8-A1XG"	-1.4593	-1.2729	0.1255	-1.786	-0.9615
"TCGA-EW-A1P1"	"TCGA-EW-A1P1"	0.8182	0.6728	0.5025	0.416	0.4395
"TCGA-E2-A1LK"	"TCGA-E2-A1LK"	-1.4615	-0.7786	-0.1555	-1.825	-1.8475
"TCGA-E9-A1NI"	"TCGA-E9-A1NI"	-0.8737	-0.6321	0.239	-1.214	-0.945
"TCGA-E2-A1IU"	"TCGA-E2-A1IU"	0.2202	-0.0769	-0.386	-0.385	-0.6195
"TCGA-D8-A1X5"	"TCGA-D8-A1X5"	-0.253	-0.0143	0.279	-0.966	-0.3705
"TCGA-E9-A1R2"	"TCGA-E9-A1R2"	0.3204	0.0866	0.404	1.463	0.531
"TCGA-E2-A1LH"	"TCGA-E2-A1LH"	1.8064	1.8539	1.4235	1.885	1.142
"TCGA-D8-A1XB"	"TCGA-D8-A1XB"	-0.7391	-0.8614	-0.4465	-1.325	-0.7795
"TCGA-E9-A1R4"	"TCGA-E9-A1R4"	0.8973	0.9003	1.2915	1.104	1.208
"TCGA-D1-A1NZ"	"TCGA-D1-A1NZ"	0.4129	0.5593	0.6745	1.47	0.431
"TCGA-D1-A1O5"	"TCGA-D1-A1O5"	-0.567	-0.3689	-0.9715	-0.458	-0.8205
"TCGA-B5-A1MV"	"TCGA-B5-A1MV"	-0.3921	-0.4406	-0.9565	-0.598	-0.83
"TCGA-D8-A1XC"	"TCGA-D8-A1XC"	-1.8084	-1.507	-0.836	-2.828	-2.0785
"TCGA-E9-A1RA"	"TCGA-E9-A1RA"	0.2651	-0.0729	-0.466	-0.543	-0.767
"TCGA-E9-A1RG"	"TCGA-E9-A1RG"	-0.0379	-0.1234	-0.448	0.224	-0.368
"TCGA-A5-A1OG"	"TCGA-A5-A1OG"	0.2093	0.4435	1.076	1.938	0.685
"TCGA-D1-A1O7"	"TCGA-D1-A1O7"	-0.5697	-0.3344	-0.2545	0.12	-0.492
"TCGA-B5-A1MR"	"TCGA-B5-A1MR"	1.8958	1.818	0.4715	3.002	1.932
"TCGA-E9-A1NF"	"TCGA-E9-A1NF"	-0.1403	-0.1092	0.5685	-0.699	-0.467
"TCGA-BH-A1FU"	"TCGA-BH-A1FU"	0.9826	0.4913	0.0485	0.176	0.23
"TCGA-E2-A1IL"	"TCGA-E2-A1IL"	-0.7916	-0.7831	0.0155	-1.874	-1.0525
"TCGA-D8-A1XA"	"TCGA-D8-A1XA"	-0.4777	-0.5332	-0.1485	-0.821	-0.573
"TCGA-D8-A1XF"	"TCGA-D8-A1XF"	-0.7182	-0.6433	0.023	-1.034	-0.8455
"TCGA-E9-A1N9"	"TCGA-E9-A1N9"	0.3441	-0.0267	0.0135	-0.316	-0.5585
"TCGA-D1-A1NS"	"TCGA-D1-A1NS"	-0.6013	-0.4108	-1.0795	-0.787	-1.0555
"TCGA-A5-A1OJ"	"TCGA-A5-A1OJ"	0.6145	0.3056	-0.34	0.555	-0.1325
"TCGA-D1-A1NU"	"TCGA-D1-A1NU"	-0.1998	0.1378	0.9625	0.095	-0.322
"TCGA-BS-A0V4"	"TCGA-BS-A0V4"	-1.4867	-1.4349	-2.3215	-1.314	-2.277
"TCGA-B5-A0JU"	"TCGA-B5-A0JU"	-1.343	-1.1032	0.006	-1.32	-1.109
"TCGA-BS-A0VI"	"TCGA-BS-A0VI"	-0.9996	-0.8375	-1.238	1.37	-0.314
"TCGA-D1-A1O8"	"TCGA-D1-A1O8"	1.446	1.5034	0.9995	2.702	1.7265
"TCGA-A2-A1FZ"	"TCGA-A2-A1FZ"	-0.0694	-0.2348	-0.17	-0.455	-0.4775
"TCGA-E9-A1R6"	"TCGA-E9-A1R6"	-1.1844	-1.113	-0.3345	-1.172	-0.869
"TCGA-E9-A1N5"	"TCGA-E9-A1N5"	0.4199	0.365	0.489	0.454	0.3485
"TCGA-XF-A8HD"	"TCGA-XF-A8HD"	0.7303	1.3527	2.02	1.16	1.6605
"TCGA-E7-A8O8"	"TCGA-E7-A8O8"	-0.9945	-0.9884	-1.0645	-0.731	-0.9095
"TCGA-XF-A8HF"	"TCGA-XF-A8HF"	-0.3611	-0.3937	-0.2575	-0.079	-0.8575
"TCGA-E7-A8O7"	"TCGA-E7-A8O7"	0.0019	-0.0186	0.2535	-0.396	0.0465
"TCGA-XF-A8HC"	"TCGA-XF-A8HC"	-2.2375	-2.1958	-0.7485	-3.196	-1.857
"TCGA-LT-A8JT"	"TCGA-LT-A8JT"	-0.1725	-0.4321	-0.2785	0.163	-0.651
"TCGA-XF-A8HG"	"TCGA-XF-A8HG"	-1.9877	-2.0627	-1.692	-2.152	-1.381
"TCGA-UY-A8OC"	"TCGA-UY-A8OC"	-0.797	-0.5745	-0.881	-2.01	-1.0065
"TCGA-UY-A8OD"	"TCGA-UY-A8OD"	0.5223	0.2679	-0.2445	0.096	-0.5075
"TCGA-CF-A8HX"	"TCGA-CF-A8HX"	-1.5522	-1.6576	-1.241	-2.719	-2.459
"TCGA-CF-A8HY"	"TCGA-CF-A8HY"	-1.6212	-1.6505	-1.7745	-1.443	-2.0815
"TCGA-XF-A8HB"	"TCGA-XF-A8HB"	-1.7568	-1.6331	-1.9235	-1.437	-1.2455
"TCGA-VM-A8CB"	"TCGA-VM-A8CB"	-1.8946	-2.2308	-2.0725	-3.196	-2.7755
"TCGA-VW-A8FI"	"TCGA-VW-A8FI"	-0.9619	-0.8554	0.254	-0.227	-0.5855
"TCGA-TM-A84H"	"TCGA-TM-A84H"	-1.7824	-2.1664	-1.704	-2.46	-1.4675
"TCGA-W9-A837"	"TCGA-W9-A837"	-1.7883	-2.2716	-1.56	-3.196	-2.1365
"TCGA-VM-A8CD"	"TCGA-VM-A8CD"	-1.1596	-0.8053	1.933	-0.243	0.556
"TCGA-TM-A84R"	"TCGA-TM-A84R"	-1.5716	-2.1744	-1.756	-2.406	-1.263
"TCGA-WY-A85C"	"TCGA-WY-A85C"	-1.4312	-1.6651	-1.0935	-1.844	-1.298
"TCGA-S9-A89V"	"TCGA-S9-A89V"	-1.1025	-1.4981	-0.9375	-1.31	-0.3865
"TCGA-TM-A84T"	"TCGA-TM-A84T"	-1.5366	-1.8418	-1.275	-2.324	-1.717
"TCGA-RY-A83X"	"TCGA-RY-A83X"	-1.9516	-2.1749	-1.525	-1.898	-1.92
"TCGA-VM-A8CF"	"TCGA-VM-A8CF"	-1.2685	-1.2317	-1.3165	-1.357	-2.017
"TCGA-WY-A858"	"TCGA-WY-A858"	-1.1184	-1.1984	-1.0595	-1.812	-1.5545
"TCGA-QH-A870"	"TCGA-QH-A870"	-1.8547	-2.0548	-0.7305	-1.788	-1.0885
"TCGA-RY-A83Z"	"TCGA-RY-A83Z"	-1.4436	-1.7935	-1.97	-3.196	-3.218
"TCGA-RY-A847"	"TCGA-RY-A847"	-1.2226	-1.5083	-0.823	-2.506	-1.75
"TCGA-TM-A84B"	"TCGA-TM-A84B"	-1.1416	-1.2717	-0.3915	-1.335	-1.0145
"TCGA-F6-A8O3"	"TCGA-F6-A8O3"	-1.942	-2.2658	-1.7275	-2.764	-2.4715
"TCGA-TM-A84S"	"TCGA-TM-A84S"	-1.3606	-1.5107	-0.9085	-1.664	-1.3205
"TCGA-S9-A89Z"	"TCGA-S9-A89Z"	-0.7564	-0.8253	0.0285	-1.526	-1.2515
"TCGA-RY-A83Y"	"TCGA-RY-A83Y"	-1.5294	-1.3985	-1.2875	-0.324	-1.0735
"TCGA-WY-A85E"	"TCGA-WY-A85E"	-1.6134	-1.832	-0.985	-2.135	-1.768
"TCGA-EL-A3T9"	"TCGA-EL-A3T9"	-0.2848	-0.4247	-0.42	-1.106	-0.295
"TCGA-FY-A3W9"	"TCGA-FY-A3W9"	-1.5234	-1.6206	-1.203	-0.994	-1.273
"TCGA-FV-A2QQ"	"TCGA-FV-A2QQ"	0.0617	0.0597	0.276	0.854	-0.3515
"TCGA-FK-A3S3"	"TCGA-FK-A3S3"	-0.7333	-1.0025	-0.0365	-0.182	-0.204
"TCGA-IM-A3U2"	"TCGA-IM-A3U2"	-0.7681	-0.7354	-0.355	-1.258	-0.4925
"TCGA-FK-A3SD"	"TCGA-FK-A3SD"	-1.9905	-2.0492	-1.1815	0.308	-0.4185
"TCGA-EL-A3TA"	"TCGA-EL-A3TA"	0.4969	0.3973	-0.058	0.744	0.402
"TCGA-FK-A3SE"	"TCGA-FK-A3SE"	-0.9248	-0.8344	0.096	-0.986	-0.7785
"TCGA-FV-A3I1"	"TCGA-FV-A3I1"	0.0915	0.249	0.5005	0.494	0.1105
"TCGA-DD-A3A3"	"TCGA-DD-A3A3"	-1.0494	-0.8341	-0.741	-1.07	-1.5875
"TCGA-FV-A3R2"	"TCGA-FV-A3R2"	-1.1019	-0.8804	0.014	-1.179	-0.9045
"TCGA-DD-A3A4"	"TCGA-DD-A3A4"	-2.2977	-2.1356	-0.068	-3.196	-2.5065
"TCGA-DD-A3A5"	"TCGA-DD-A3A5"	-1.1212	-0.9608	0.035	-0.828	-0.8865
"TCGA-FV-A3R3"	"TCGA-FV-A3R3"	0.0318	-0.2424	-0.101	0.83	-0.529
"TCGA-DD-A3A7"	"TCGA-DD-A3A7"	-1.2252	-0.9371	-0.9575	0.18	-0.5215
"TCGA-CC-A3MC"	"TCGA-CC-A3MC"	-0.9364	-0.6206	-0.0995	-0.606	-0.791
"TCGA-EL-A3TB"	"TCGA-EL-A3TB"	-0.4285	-0.4629	-0.029	0.454	0.382
"TCGA-FK-A3SH"	"TCGA-FK-A3SH"	-1.2216	-1.2803	-0.892	-0.308	-0.721
"TCGA-IM-A3U3"	"TCGA-IM-A3U3"	0.0169	-0.0904	0.16	0.122	0.8605
"TCGA-DD-A3A8"	"TCGA-DD-A3A8"	-1.451	-1.2192	-0.5385	-1.845	-1.7825
"TCGA-FV-A3I0"	"TCGA-FV-A3I0"	NA	NA	NA	NA	NA
"TCGA-G3-A3CH"	"TCGA-G3-A3CH"	0.0165	-0.0808	0.7335	2.088	0.569
"TCGA-FK-A3SG"	"TCGA-FK-A3SG"	-0.8198	-0.8583	0.843	-0.118	0.2725
"TCGA-FK-A3SB"	"TCGA-FK-A3SB"	-1.0074	-1.1605	-0.1965	-1.548	-0.3345
"TCGA-EL-A3T8"	"TCGA-EL-A3T8"	-0.6117	-0.6783	-0.237	-0.442	0.0425
"TCGA-EP-A3RK"	"TCGA-EP-A3RK"	1.0516	1.1031	0.5145	2.341	0.9125
"TCGA-BD-A3EP"	"TCGA-BD-A3EP"	1.2286	0.7867	-0.2105	1.04	0.1795
"TCGA-DD-A3A6"	"TCGA-DD-A3A6"	NA	NA	NA	NA	NA
"TCGA-HC-7745"	"TCGA-HC-7745"	NA	NA	NA	NA	NA
"TCGA-HC-7738"	"TCGA-HC-7738"	NA	NA	NA	NA	NA
"TCGA-FC-7708"	"TCGA-FC-7708"	0.0071	-0.1203	-0.4125	0.462	-0.093
"TCGA-EJ-7791"	"TCGA-EJ-7791"	-0.1194	-0.3377	-0.3415	-0.844	-0.684
"TCGA-HC-7737"	"TCGA-HC-7737"	0.451	0.2338	-0.1225	0.624	-0.029
"TCGA-EJ-7786"	"TCGA-EJ-7786"	-0.5477	-0.765	-0.8645	-0.3	-0.3635
"TCGA-HC-7740"	"TCGA-HC-7740"	-0.191	-0.4132	-0.09	-0.336	-0.436
"TCGA-HC-7752"	"TCGA-HC-7752"	NA	NA	NA	NA	NA
"TCGA-HC-7747"	"TCGA-HC-7747"	0.2076	0.1825	-0.178	0.308	0.0215
"TCGA-EJ-7792"	"TCGA-EJ-7792"	0.6064	0.0802	-0.4595	0.119	-0.2495
"TCGA-H9-7775"	"TCGA-H9-7775"	-1.1174	-1.1636	-0.9785	-1.353	-1.3755
"TCGA-EJ-7794"	"TCGA-EJ-7794"	-0.1792	-0.3059	-0.4445	-0.886	-0.82
"TCGA-EJ-7789"	"TCGA-EJ-7789"	-1.0401	-1.2432	-1.405	-1.93	-1.5865
"TCGA-EJ-7785"	"TCGA-EJ-7785"	0.1106	-0.1171	-0.425	-0.126	-0.1355
"TCGA-EJ-7328"	"TCGA-EJ-7328"	0.7191	0.4359	-0.1345	1.232	0.4285
"TCGA-HC-7742"	"TCGA-HC-7742"	-1.0772	-1.0159	-0.927	-1.011	-1.1525
"TCGA-EJ-7783"	"TCGA-EJ-7783"	-0.032	-0.3351	-0.6875	0.373	0.039
"TCGA-EJ-7331"	"TCGA-EJ-7331"	0.0105	-0.1915	-0.1555	-0.477	-0.2935
"TCGA-EJ-7782"	"TCGA-EJ-7782"	-0.5002	-0.6231	-0.634	-1.066	-1.1435
"TCGA-EJ-7784"	"TCGA-EJ-7784"	-0.5415	-0.632	-0.8595	-0.514	-0.727
"TCGA-EJ-7330"	"TCGA-EJ-7330"	-0.4484	-0.5643	-0.3765	-0.724	-0.414
"TCGA-EJ-7788"	"TCGA-EJ-7788"	-0.2868	-0.5607	-0.7975	-0.922	-1.06
"TCGA-F2-6879"	"TCGA-F2-6879"	-0.267	-0.0726	0.4875	-0.441	-0.1575
"TCGA-HC-7818"	"TCGA-HC-7818"	-0.5799	-0.5435	-0.837	-0.869	-0.942
"TCGA-HC-7819"	"TCGA-HC-7819"	NA	NA	NA	NA	NA
"TCGA-EJ-7781"	"TCGA-EJ-7781"	0.068	-0.2334	-0.436	-1.092	-0.7785
"TCGA-HC-7821"	"TCGA-HC-7821"	0.1114	-0.1433	-0.189	0.1	0.1985
"TCGA-HC-7820"	"TCGA-HC-7820"	-0.7776	-0.7963	-0.306	-0.756	-0.991
"TCGA-CH-5761"	"TCGA-CH-5761"	-1.1532	-1.0481	-0.384	-1.641	-1.137
"TCGA-CH-5771"	"TCGA-CH-5771"	0.2393	-0.0173	-0.149	0.285	-0.1115
"TCGA-CH-5763"	"TCGA-CH-5763"	-0.3399	-0.3928	-0.084	-0.382	-0.2825
"TCGA-CH-5738"	"TCGA-CH-5738"	0.2342	0.1199	-0.4665	-0.186	-0.383
"TCGA-CH-5765"	"TCGA-CH-5765"	-1.1679	-1.2092	-1.134	-1.86	-1.6625
"TCGA-CH-5752"	"TCGA-CH-5752"	-1.0262	-1.1116	-1.121	-1.432	-1.3775
"TCGA-CH-5754"	"TCGA-CH-5754"	0.8099	0.9182	0.971	1.274	0.791
"TCGA-CH-5745"	"TCGA-CH-5745"	0.1652	0.0119	-0.223	0.119	-0.2115
"TCGA-CH-5737"	"TCGA-CH-5737"	-1.0611	-0.9551	-1.074	-1.312	-0.388
"TCGA-CH-5772"	"TCGA-CH-5772"	-0.7708	-0.6339	-0.0915	-1.204	-1.086
"TCGA-CH-5748"	"TCGA-CH-5748"	-0.6326	-0.6925	-0.566	-1.335	-1.0515
"TCGA-CH-5788"	"TCGA-CH-5788"	-1.5242	-1.398	-1.5775	-1.668	-1.447
"TCGA-CH-5739"	"TCGA-CH-5739"	-0.1881	-0.1085	-0.233	-0.521	-0.601
"TCGA-CH-5741"	"TCGA-CH-5741"	-1.4152	-1.3465	-1.46	-1.381	-1.7525
"TCGA-CH-5791"	"TCGA-CH-5791"	-0.6584	-0.6493	-0.9905	-1.212	-1.3685
"TCGA-CH-5743"	"TCGA-CH-5743"	0.5217	0.3883	0.1245	-0.253	-0.177
"TCGA-CH-5768"	"TCGA-CH-5768"	-0.8346	-0.7405	-0.7605	-1.395	-1.0565
"TCGA-CH-5792"	"TCGA-CH-5792"	0.5232	0.3456	-0.193	0.329	0.153
"TCGA-CH-5744"	"TCGA-CH-5744"	-0.5249	-0.4494	-0.726	-0.042	-0.684
"TCGA-EJ-5494"	"TCGA-EJ-5494"	-0.3169	-0.3533	-0.5545	0.751	0.459
"TCGA-CH-5746"	"TCGA-CH-5746"	-0.9423	-1.0262	-0.985	-1.651	-1.2915
"TCGA-CH-5750"	"TCGA-CH-5750"	0.6897	0.3488	0.0725	0.558	0.1015
"TCGA-CH-5764"	"TCGA-CH-5764"	-0.3389	-0.3335	-0.243	-0.817	-0.603
"TCGA-CH-5789"	"TCGA-CH-5789"	-0.4586	-0.4687	-0.477	-0.28	-0.6715
"TCGA-CH-5740"	"TCGA-CH-5740"	-0.163	-0.1985	-0.784	-0.707	-0.843
"TCGA-CH-5753"	"TCGA-CH-5753"	-0.3361	-0.0082	0.7615	-0.438	-0.2395
"TCGA-CQ-7065"	"TCGA-CQ-7065"	-2.029	-1.4708	0.1105	-3.196	-1.906
"TCGA-CV-7413"	"TCGA-CV-7413"	0.1776	0.6036	1.078	0.628	0.6855
"TCGA-CV-7406"	"TCGA-CV-7406"	-0.7155	-0.3951	-0.86	-1.589	-0.6735
"TCGA-CV-7407"	"TCGA-CV-7407"	0.3062	0.7365	1.916	0.402	1.267
"TCGA-CV-7410"	"TCGA-CV-7410"	2.3218	1.8429	1.8535	2.306	2.179
"TCGA-CV-7411"	"TCGA-CV-7411"	-0.0012	0.0829	0.461	0.062	0.5245
"TCGA-EO-A3B0"	"TCGA-EO-A3B0"	0.1001	0.1364	-0.439	1.753	0.1405
"TCGA-EO-A3AY"	"TCGA-EO-A3AY"	0.0063	0.6154	0.981	2.234	1.1895
"TCGA-CR-6488"	"TCGA-CR-6488"	0.4798	0.5697	0.611	0.259	0.713
"TCGA-CR-6492"	"TCGA-CR-6492"	0.5161	0.8591	1.4475	0.572	1.2635
"TCGA-BB-4217"	"TCGA-BB-4217"	2.2127	1.3528	-0.1085	2.232	1.5325
"TCGA-B5-A3FD"	"TCGA-B5-A3FD"	-0.8572	-0.7219	-1.1025	-1.244	-1.782
"TCGA-AJ-A3BG"	"TCGA-AJ-A3BG"	-1.3601	-0.9375	-0.5255	-0.209	-0.9025
"TCGA-AJ-A3BH"	"TCGA-AJ-A3BH"	0.4214	0.3302	0.077	1.253	0.407
"TCGA-EO-A3AU"	"TCGA-EO-A3AU"	0.3341	0.4569	0.969	0.882	0.68
"TCGA-AJ-A3BK"	"TCGA-AJ-A3BK"	0.2743	0.3714	0.349	1.508	-0.091
"TCGA-EO-A3AV"	"TCGA-EO-A3AV"	0.9247	1.4924	1.4175	2.215	1.551
"TCGA-AJ-A3EJ"	"TCGA-AJ-A3EJ"	-0.1585	0.0562	1.143	-0.474	-0.2615
"TCGA-AJ-A3EK"	"TCGA-AJ-A3EK"	0.7654	0.7984	0.229	1.676	0.884
"TCGA-B5-A3FA"	"TCGA-B5-A3FA"	-0.5504	-0.1541	0.665	0.668	0.1825
"TCGA-CQ-7068"	"TCGA-CQ-7068"	0.9579	1.6177	2.306	2.223	2.8155
"TCGA-DI-A2QY"	"TCGA-DI-A2QY"	-1.1092	-1.0422	-0.465	-0.522	-1.6655
"TCGA-B5-A3FB"	"TCGA-B5-A3FB"	-0.4118	-0.2084	0.034	0.59	-0.4905
"TCGA-B5-A3FH"	"TCGA-B5-A3FH"	-0.2449	-0.1232	-0.2735	-0.686	-0.346
"TCGA-DI-A2QT"	"TCGA-DI-A2QT"	-1.1148	-0.5657	0.1495	-0.139	-0.8015
"TCGA-CX-7086"	"TCGA-CX-7086"	-0.1204	0.1938	0.955	0.313	0.654
"TCGA-AJ-A3BD"	"TCGA-AJ-A3BD"	0.058	0.4236	0.4795	1.332	-0.423
"TCGA-EO-A3B1"	"TCGA-EO-A3B1"	0.5245	0.4311	-0.2315	0.785	-0.426
"TCGA-EO-A3AS"	"TCGA-EO-A3AS"	-0.4311	-0.1262	0.2935	0.259	-0.3295
"TCGA-D1-A3DH"	"TCGA-D1-A3DH"	-2.2386	-1.5992	0.116	-1.302	-1.8055
"TCGA-EO-A3AZ"	"TCGA-EO-A3AZ"	1.0648	1.3609	0.6795	3	2.1725
"TCGA-D1-A3DG"	"TCGA-D1-A3DG"	-1.7955	-1.3938	-0.646	-0.315	-1.259
"TCGA-86-7953"	"TCGA-86-7953"	NA	NA	NA	NA	NA
"TCGA-73-7498"	"TCGA-73-7498"	1.013	0.5429	-0.579	0.923	0.4505
"TCGA-AJ-A3IA"	"TCGA-AJ-A3IA"	0.4173	0.4265	0.9785	0.753	0.269
"TCGA-95-7944"	"TCGA-95-7944"	NA	NA	NA	NA	NA
"TCGA-55-7728"	"TCGA-55-7728"	1.6351	1.5735	0.053	1.391	1.2775
"TCGA-86-7955"	"TCGA-86-7955"	NA	NA	NA	NA	NA
"TCGA-AX-A3G6"	"TCGA-AX-A3G6"	-0.897	-0.2795	0.059	-1.652	-1.1825
"TCGA-AJ-A3EL"	"TCGA-AJ-A3EL"	0.7914	1.0085	1.576	2.46	1.2165
"TCGA-97-7941"	"TCGA-97-7941"	0.9196	0.7569	0.0135	0.481	0.272
"TCGA-86-7954"	"TCGA-86-7954"	NA	NA	NA	NA	NA
"TCGA-93-7347"	"TCGA-93-7347"	1.9855	1.7122	0.57	1.876	1.403
"TCGA-95-7948"	"TCGA-95-7948"	-0.1494	-0.0161	-0.55	-0.414	-0.5905
"TCGA-AJ-A3EM"	"TCGA-AJ-A3EM"	-2.1879	-1.8976	0.057	-2.628	-2.6505
"TCGA-E3-A3DY"	"TCGA-E3-A3DY"	0.1854	0.2267	0.2915	0.437	0.887
"TCGA-EL-A3H8"	"TCGA-EL-A3H8"	-0.8828	-0.96	-0.269	-0.884	0.132
"TCGA-E3-A3E1"	"TCGA-E3-A3E1"	-0.3488	-0.3398	-0.207	-0.332	0.2135
"TCGA-E3-A3E3"	"TCGA-E3-A3E3"	-0.7529	-0.6981	-0.1205	-0.624	0.167
"TCGA-D1-A3DA"	"TCGA-D1-A3DA"	-1.2069	-0.8915	-0.212	-2.811	-2.1985
"TCGA-DF-A2KY"	"TCGA-DF-A2KY"	-0.1007	0.5791	0.512	1.583	0.933
"TCGA-DF-A2KZ"	"TCGA-DF-A2KZ"	-0.0123	0.234	0.21	0.797	0.199
"TCGA-AP-A3K1"	"TCGA-AP-A3K1"	-1.3755	-0.9046	-1.139	-1.258	-1.2425
"TCGA-AX-A3G7"	"TCGA-AX-A3G7"	-0.3486	0.0324	0.1545	0.08	-0.481
"TCGA-EL-A3H2"	"TCGA-EL-A3H2"	-0.6974	-1.0381	-0.9555	-0.539	-0.474
"TCGA-EL-A3CN"	"TCGA-EL-A3CN"	1.0232	1.1056	1.5355	1.425	1.7255
"TCGA-EM-A3AR"	"TCGA-EM-A3AR"	-0.4483	-0.5301	0.028	-0.195	-0.101
"TCGA-E3-A3DZ"	"TCGA-E3-A3DZ"	-1.3406	-1.5306	-0.6565	0.902	0.344
"TCGA-E3-A3E2"	"TCGA-E3-A3E2"	1.6247	1.1824	0.488	2.13	1.2875
"TCGA-EL-A3N3"	"TCGA-EL-A3N3"	0.8772	0.8349	0.771	1.191	1.3455
"TCGA-EM-A3AQ"	"TCGA-EM-A3AQ"	-0.5999	-0.8195	-0.4875	-1.025	-0.6195
"TCGA-AJ-A3BI"	"TCGA-AJ-A3BI"	-0.269	0.2423	-0.0315	0.261	-0.639
"TCGA-AJ-A3BF"	"TCGA-AJ-A3BF"	-0.5627	-0.5664	0.021	1.624	0.129
"TCGA-AX-A3GI"	"TCGA-AX-A3GI"	-1.7737	-1.07	0.7385	-1.25	-1.046
"TCGA-CE-A3MD"	"TCGA-CE-A3MD"	-0.3249	-0.3829	1.0955	-0.083	0.3645
"TCGA-EL-A3MW"	"TCGA-EL-A3MW"	-0.6073	-0.5419	-0.2625	-0.918	-0.292
"TCGA-EL-A3GS"	"TCGA-EL-A3GS"	-0.7929	-0.7123	0.6255	-0.68	0.4475
"TCGA-CE-A3ME"	"TCGA-CE-A3ME"	-0.5206	-0.3611	0.2045	0.216	0.99
"TCGA-E3-A3E0"	"TCGA-E3-A3E0"	-0.1018	-0.052	0.9025	0.713	0.623
"TCGA-DE-A3KN"	"TCGA-DE-A3KN"	-0.3702	-0.876	-0.665	0.272	0.129
"TCGA-E3-A3E5"	"TCGA-E3-A3E5"	-0.6638	-0.8024	-0.301	-0.636	-0.12
"TCGA-EL-A3GZ"	"TCGA-EL-A3GZ"	-0.406	-0.4537	0.229	-0.672	-0.3195
"TCGA-EL-A3N2"	"TCGA-EL-A3N2"	-0.2892	-0.2979	0.2065	-0.701	0.502
