"FID"	"IID"	"Sigs160.Wolf_Module4.TcellBcell.score"	"Sigs160.Wolf_Module5.TcellBcell.score"	"Sigs160.Wolf_NHI.5gene.score"	"Sigs160.Wolf_PD1.data"	"Sigs160.Wolf_PD1.PDL1.score"
"TCGA-N5-A4RJ"	"TCGA-N5-A4RJ"	-0.6683	-0.6888	-0.8225	1.21	-0.511
"TCGA-N5-A4RV"	"TCGA-N5-A4RV"	-1.3458	-1.3486	-1.09	-0.289	-1.2825
"TCGA-N6-A4VF"	"TCGA-N6-A4VF"	1.1928	1.1162	0.818	1.803	1.091
"TCGA-CN-A63V"	"TCGA-CN-A63V"	-0.296	-0.339	-0.5845	-0.042	0.386
"TCGA-F7-A622"	"TCGA-F7-A622"	-1.2237	-0.2538	0.401	-0.928	-0.819
"TCGA-P3-A5QE"	"TCGA-P3-A5QE"	1.4206	1.3423	1.2375	1.947	1.9455
"TCGA-N5-A4RM"	"TCGA-N5-A4RM"	-1.304	-1.2073	-1.632	-0.205	-0.7595
"TCGA-N5-A59E"	"TCGA-N5-A59E"	-0.754	-0.8189	-1.317	-0.255	-1.7475
"TCGA-N6-A4VG"	"TCGA-N6-A4VG"	-0.4666	-0.2573	0.25	0.166	-0.61
"TCGA-N7-A4Y5"	"TCGA-N7-A4Y5"	-2.1506	-2.2455	-1.372	-0.485	-1.653
"TCGA-N6-A4V9"	"TCGA-N6-A4V9"	-1.2182	-1.1457	-0.0975	-0.16	-0.469
"TCGA-N5-A4RN"	"TCGA-N5-A4RN"	-0.983	-1.1142	-1.482	-1.167	-1.532
"TCGA-N5-A59F"	"TCGA-N5-A59F"	0.1064	0.1173	-0.1215	0.938	-0.64
"TCGA-N7-A4Y0"	"TCGA-N7-A4Y0"	-1.7786	-1.6812	-0.845	-0.836	-1.607
"TCGA-HD-A633"	"TCGA-HD-A633"	-1.0473	-0.6184	-0.685	-0.957	-0.437
"TCGA-N5-A4R8"	"TCGA-N5-A4R8"	-2.106	-2.1359	-2.1515	-0.583	-1.9115
"TCGA-N5-A4RO"	"TCGA-N5-A4RO"	-2.0783	-1.9619	-0.7055	-0.265	-1.2505
"TCGA-64-1681"	"TCGA-64-1681"	0.8236	0.9583	0.649	0.369	0.347
"TCGA-64-1679"	"TCGA-64-1679"	0.0773	0.386	0.128	-0.594	0.3925
"TCGA-78-7162"	"TCGA-78-7162"	1.331	1.1467	0.277	0.724	0.5975
"TCGA-78-7163"	"TCGA-78-7163"	-0.1844	-0.2673	-1.2355	-0.357	0.203
"TCGA-HT-7476"	"TCGA-HT-7476"	-1.1369	-1.5791	-1.185	-2.22	-1.805
"TCGA-HT-7468"	"TCGA-HT-7468"	-1.4542	-1.5479	-0.981	-2.369	-1.669
"TCGA-HT-7481"	"TCGA-HT-7481"	-1.5017	-1.9229	-1.4545	-2.626	-2.106
"TCGA-DU-7290"	"TCGA-DU-7290"	-0.445	-0.4602	0.74	-0.3	0.0195
"TCGA-HW-7493"	"TCGA-HW-7493"	-0.8582	-1.0613	-0.551	-2.099	-0.845
"TCGA-DU-7012"	"TCGA-DU-7012"	0.622	0.476	0.7425	-0.22	0.639
"TCGA-HT-7474"	"TCGA-HT-7474"	-1.4755	-1.7002	-0.359	-2.47	-1.809
"TCGA-DU-7013"	"TCGA-DU-7013"	-0.9636	-0.9714	-0.001	-0.804	0.242
"TCGA-HW-7486"	"TCGA-HW-7486"	-1.4237	-1.5997	-0.9245	-2.659	-1.5435
"TCGA-HW-7489"	"TCGA-HW-7489"	-1.6745	-1.9756	-1.5155	-3.196	-1.8665
"TCGA-DU-7018"	"TCGA-DU-7018"	-2.1941	-2.4056	-1.232	-2.184	-1.796
"TCGA-HW-7490"	"TCGA-HW-7490"	-1.2702	-1.2054	0.426	-1.466	-0.9355
"TCGA-DU-7009"	"TCGA-DU-7009"	-1.8465	-2.1865	-1.2095	-2.724	-1.877
"TCGA-DU-7010"	"TCGA-DU-7010"	-1.3615	-1.5748	-0.4205	-2.551	-1.9205
"TCGA-DU-7292"	"TCGA-DU-7292"	-1.5901	-1.8933	-0.195	-2.125	-1.1725
"TCGA-HW-7495"	"TCGA-HW-7495"	-1.8502	-2.2345	-1.309	-2.626	-1.6545
"TCGA-DU-7294"	"TCGA-DU-7294"	-1.6891	-2.0119	-1.3915	-2.344	-1.985
"TCGA-HT-7485"	"TCGA-HT-7485"	-1.6578	-1.7126	-0.7195	-2.648	-1.1825
"TCGA-HW-7487"	"TCGA-HW-7487"	-1.8989	-2.2599	-1.7725	-2.553	-1.5275
"TCGA-DU-7007"	"TCGA-DU-7007"	-0.3032	-0.5687	-0.0175	-1.206	-0.7025
"TCGA-DU-7008"	"TCGA-DU-7008"	-1.5337	-1.9094	-1.7465	-2.36	-1.8075
"TCGA-HT-7479"	"TCGA-HT-7479"	-1.1941	-1.4047	-0.889	-2.272	-1.2595
"TCGA-HW-7491"	"TCGA-HW-7491"	-1.8766	-2.2694	-1.8845	-2.739	-2.3895
"TCGA-DU-7011"	"TCGA-DU-7011"	-0.7706	-0.9434	-0.502	-2.277	-1.2285
"TCGA-HT-7483"	"TCGA-HT-7483"	-1.4187	-1.6711	-0.9835	-2.04	-1.2145
"TCGA-CS-6186"	"TCGA-CS-6186"	-1.8948	-1.7596	-0.121	-2.103	-1.178
"TCGA-DU-7298"	"TCGA-DU-7298"	-1.523	-1.7826	-1.232	-2.422	-1.422
"TCGA-HT-7475"	"TCGA-HT-7475"	-1.5771	-2.1075	-1.723	-2.688	-1.995
"TCGA-DU-7006"	"TCGA-DU-7006"	-0.6258	-0.7705	-0.2425	-0.874	0.6285
"TCGA-DU-7299"	"TCGA-DU-7299"	-1.6185	-1.8598	-1	-2.958	-1.9295
"TCGA-DU-7015"	"TCGA-DU-7015"	-0.6906	-0.8547	-0.6505	-1.818	-0.838
"TCGA-EZ-7264"	"TCGA-EZ-7264"	-2.0391	-2.2437	-1.684	-2.32	-1.7965
"TCGA-HT-7478"	"TCGA-HT-7478"	-0.22	-0.3509	0.2455	-0.338	-0.271
"TCGA-DU-7019"	"TCGA-DU-7019"	-1.1839	-1.2637	-0.734	-1.252	-0.811
"TCGA-HT-7482"	"TCGA-HT-7482"	-1.5451	-1.7565	-0.987	-2.874	-1.457
"TCGA-HT-7473"	"TCGA-HT-7473"	-0.4335	-0.5379	-0.3205	-1.324	-0.449
"TCGA-HT-7467"	"TCGA-HT-7467"	-1.4623	-1.8542	-0.8625	-2.728	-1.8825
"TCGA-56-8624"	"TCGA-56-8624"	0.4735	0.0477	-0.337	-0.05	-0.2895
"TCGA-56-8622"	"TCGA-56-8622"	0.2947	0.2187	-1.1045	-0.446	0.389
"TCGA-56-8503"	"TCGA-56-8503"	1.0766	1.3624	1.054	1.167	1.1525
"TCGA-56-8625"	"TCGA-56-8625"	1.8396	1.8352	1.3305	1.87	1.9355
"TCGA-77-8153"	"TCGA-77-8153"	-0.5513	-0.5378	-1.851	-0.364	0.304
"TCGA-43-8118"	"TCGA-43-8118"	0.1717	0.3261	0.1985	0.575	0.3035
"TCGA-56-8629"	"TCGA-56-8629"	-0.3134	0.1119	0.491	0.61	0.164
"TCGA-56-8504"	"TCGA-56-8504"	0.4944	0.7292	0.8985	0.678	0.5875
"TCGA-56-8623"	"TCGA-56-8623"	1.427	1.4225	0.5015	0.947	1.482
"TCGA-56-8628"	"TCGA-56-8628"	1.2348	1.2025	0.138	1.232	0.944
"TCGA-HU-A4GF"	"TCGA-HU-A4GF"	0.2161	0.4433	0.6865	-0.135	0.1655
"TCGA-CD-A48A"	"TCGA-CD-A48A"	-0.0094	0.3968	0.671	0.07	1.12
"TCGA-CD-A48C"	"TCGA-CD-A48C"	0.2287	0.5026	0.4615	0.162	-0.1455
"TCGA-BR-A4CR"	"TCGA-BR-A4CR"	-1.0602	-0.9626	-0.7335	-1.594	-0.977
"TCGA-HU-A4GY"	"TCGA-HU-A4GY"	2.4134	1.8968	1.037	1.907	1.4505
"TCGA-FP-A4BE"	"TCGA-FP-A4BE"	1.0554	1.2976	1.5265	1.484	1.179
"TCGA-BR-A453"	"TCGA-BR-A453"	0.4471	0.2501	0.293	0.18	-0.3325
"TCGA-BR-A44U"	"TCGA-BR-A44U"	-0.9839	-0.52	-0.0375	-3.07	-2.7985
"TCGA-BR-A4CS"	"TCGA-BR-A4CS"	-0.1986	0.0692	0.2235	-0.965	-0.4775
"TCGA-FP-A4BF"	"TCGA-FP-A4BF"	1.7634	2.0447	1.7325	1.5	0.998
"TCGA-HU-A4G9"	"TCGA-HU-A4G9"	-1.282	-1.0305	-0.3105	-1.92	-1.4175
"TCGA-CD-A489"	"TCGA-CD-A489"	0.9165	0.6281	0.228	-0.515	-0.3305
"TCGA-HU-A4GH"	"TCGA-HU-A4GH"	0.0148	-0.1037	-0.336	-1.083	-0.5635
"TCGA-FB-A5VM"	"TCGA-FB-A5VM"	0.9458	0.9199	-0.2265	1.029	0.1565
"TCGA-FB-A78T"	"TCGA-FB-A78T"	0.1651	0.2723	-0.4645	0.029	-0.275
"TCGA-IB-A5SO"	"TCGA-IB-A5SO"	1.3275	0.9648	0.1655	1.08	0.682
"TCGA-IB-A5SQ"	"TCGA-IB-A5SQ"	0.8739	0.7614	-0.098	0.474	0.207
"TCGA-IB-A5SS"	"TCGA-IB-A5SS"	-0.0218	0.1852	0.005	-0.711	0.2105
"TCGA-IB-A5ST"	"TCGA-IB-A5ST"	2.0471	1.3727	-0.133	1.912	0.7575
"TCGA-OE-A75W"	"TCGA-OE-A75W"	0.4223	0.6277	-0.026	0.901	0.11
"TCGA-PZ-A5RE"	"TCGA-PZ-A5RE"	0.3308	0.4892	-0.0105	0.068	0.139
"TCGA-Q3-A5QY"	"TCGA-Q3-A5QY"	2.9247	1.9895	-0.0725	2.494	1.405
"TCGA-US-A774"	"TCGA-US-A774"	1.091	0.9702	0.2845	0.578	0.448
"TCGA-US-A779"	"TCGA-US-A779"	-0.6356	-0.6351	-0.8895	-1.175	-1.2685
"TCGA-US-A77E"	"TCGA-US-A77E"	-0.2212	-0.1523	-0.3865	-0.717	-0.4975
"TCGA-US-A77G"	"TCGA-US-A77G"	-0.2943	-0.3232	-0.7815	-0.926	-1.0245
"TCGA-EJ-7218"	"TCGA-EJ-7218"	-0.6962	-0.745	-1.0395	-1.49	-1.1385
"TCGA-EJ-7318"	"TCGA-EJ-7318"	-0.5422	-0.4052	-0.5645	0.08	-0.813
"TCGA-EJ-7325"	"TCGA-EJ-7325"	NA	NA	NA	NA	NA
"TCGA-EJ-A6RC"	"TCGA-EJ-A6RC"	0.8336	0.2806	-0.5245	1.002	0.2175
"TCGA-KK-A7AU"	"TCGA-KK-A7AU"	-1.5883	-1.4195	-1.3675	-0.366	-1.0605
"TCGA-KK-A7AV"	"TCGA-KK-A7AV"	1.0347	0.7018	-0.0615	1.279	0.445
"TCGA-KK-A7AW"	"TCGA-KK-A7AW"	NA	NA	NA	NA	NA
"TCGA-KK-A7AZ"	"TCGA-KK-A7AZ"	NA	NA	NA	NA	NA
"TCGA-KK-A7B0"	"TCGA-KK-A7B0"	NA	NA	NA	NA	NA
"TCGA-KK-A7B1"	"TCGA-KK-A7B1"	-0.8199	-0.9047	-0.8	-0.866	-1.044
"TCGA-KK-A7B2"	"TCGA-KK-A7B2"	NA	NA	NA	NA	NA
"TCGA-KK-A7B4"	"TCGA-KK-A7B4"	0.0236	-0.2185	-0.8295	0.357	-0.5975
"TCGA-M7-A71Y"	"TCGA-M7-A71Y"	-0.5661	-0.8079	-0.8425	-0.506	-0.714
"TCGA-M7-A71Z"	"TCGA-M7-A71Z"	NA	NA	NA	NA	NA
"TCGA-M7-A720"	"TCGA-M7-A720"	-0.3883	-0.7019	-0.7065	-0.305	-0.5065
"TCGA-M7-A721"	"TCGA-M7-A721"	-0.5608	-0.6407	-1.051	-0.329	-0.6205
"TCGA-M7-A723"	"TCGA-M7-A723"	NA	NA	NA	NA	NA
"TCGA-M7-A724"	"TCGA-M7-A724"	NA	NA	NA	NA	NA
"TCGA-M7-A725"	"TCGA-M7-A725"	-1.1301	-0.9767	-0.1125	-1.304	-1.2525
"TCGA-DA-A1I5"	"TCGA-DA-A1I5"	NA	NA	NA	NA	NA
"TCGA-DA-A1I8"	"TCGA-DA-A1I8"	NA	NA	NA	NA	NA
"TCGA-ER-A193"	"TCGA-ER-A193"	NA	NA	NA	NA	NA
"TCGA-ER-A19Q"	"TCGA-ER-A19Q"	NA	NA	NA	NA	NA
"TCGA-ER-A19A"	"TCGA-ER-A19A"	NA	NA	NA	NA	NA
"TCGA-ER-A19L"	"TCGA-ER-A19L"	NA	NA	NA	NA	NA
"TCGA-ER-A19K"	"TCGA-ER-A19K"	-0.3393	0.0768	0.037	0.338	0.479
"TCGA-ER-A199"	"TCGA-ER-A199"	NA	NA	NA	NA	NA
"TCGA-ER-A194"	"TCGA-ER-A194"	0.114	0.1593	-0.1975	2.626	1.0265
"TCGA-ER-A197"	"TCGA-ER-A197"	NA	NA	NA	NA	NA
"TCGA-ER-A19N"	"TCGA-ER-A19N"	NA	NA	NA	NA	NA
"TCGA-DA-A1I7"	"TCGA-DA-A1I7"	NA	NA	NA	NA	NA
"TCGA-ER-A19E"	"TCGA-ER-A19E"	NA	NA	NA	NA	NA
"TCGA-ER-A196"	"TCGA-ER-A196"	-0.8757	-0.553	-0.8675	-2.481	-1.0075
"TCGA-DA-A1HY"	"TCGA-DA-A1HY"	NA	NA	NA	NA	NA
"TCGA-DA-A1HV"	"TCGA-DA-A1HV"	NA	NA	NA	NA	NA
"TCGA-DA-A1I4"	"TCGA-DA-A1I4"	NA	NA	NA	NA	NA
"TCGA-EE-A17Y"	"TCGA-EE-A17Y"	NA	NA	NA	NA	NA
"TCGA-EE-A181"	"TCGA-EE-A181"	NA	NA	NA	NA	NA
"TCGA-ER-A19B"	"TCGA-ER-A19B"	NA	NA	NA	NA	NA
"TCGA-ER-A19G"	"TCGA-ER-A19G"	NA	NA	NA	NA	NA
"TCGA-ER-A19H"	"TCGA-ER-A19H"	NA	NA	NA	NA	NA
"TCGA-ER-A19O"	"TCGA-ER-A19O"	NA	NA	NA	NA	NA
"TCGA-EE-A17X"	"TCGA-EE-A17X"	NA	NA	NA	NA	NA
"TCGA-ER-A19D"	"TCGA-ER-A19D"	NA	NA	NA	NA	NA
"TCGA-ER-A1A1"	"TCGA-ER-A1A1"	NA	NA	NA	NA	NA
"TCGA-DA-A1I2"	"TCGA-DA-A1I2"	NA	NA	NA	NA	NA
"TCGA-DA-A1HW"	"TCGA-DA-A1HW"	NA	NA	NA	NA	NA
"TCGA-EE-A17Z"	"TCGA-EE-A17Z"	NA	NA	NA	NA	NA
"TCGA-EE-A184"	"TCGA-EE-A184"	NA	NA	NA	NA	NA
"TCGA-ER-A195"	"TCGA-ER-A195"	NA	NA	NA	NA	NA
"TCGA-ER-A19J"	"TCGA-ER-A19J"	NA	NA	NA	NA	NA
"TCGA-ER-A19S"	"TCGA-ER-A19S"	NA	NA	NA	NA	NA
"TCGA-D9-A148"	"TCGA-D9-A148"	NA	NA	NA	NA	NA
"TCGA-DA-A1I1"	"TCGA-DA-A1I1"	NA	NA	NA	NA	NA
"TCGA-EE-A182"	"TCGA-EE-A182"	NA	NA	NA	NA	NA
"TCGA-EE-A185"	"TCGA-EE-A185"	NA	NA	NA	NA	NA
"TCGA-ER-A198"	"TCGA-ER-A198"	NA	NA	NA	NA	NA
"TCGA-ER-A19P"	"TCGA-ER-A19P"	NA	NA	NA	NA	NA
"TCGA-ER-A19T"	"TCGA-ER-A19T"	-2.4021	-2.1379	-1.4975	-2.554	-2.3825
"TCGA-D9-A149"	"TCGA-D9-A149"	NA	NA	NA	NA	NA
"TCGA-ER-A19C"	"TCGA-ER-A19C"	NA	NA	NA	NA	NA
"TCGA-ER-A19F"	"TCGA-ER-A19F"	NA	NA	NA	NA	NA
"TCGA-55-7574"	"TCGA-55-7574"	2.0925	1.6609	0.713	2.067	1.3555
"TCGA-ET-A25G"	"TCGA-ET-A25G"	-0.8768	-0.8947	-0.3435	-1.198	0.0345
"TCGA-FU-A23K"	"TCGA-FU-A23K"	1.034	1.0933	0.952	1.264	1.3045
"TCGA-ET-A25L"	"TCGA-ET-A25L"	-0.3953	-0.4825	-0.159	0.108	0.6175
"TCGA-ET-A25M"	"TCGA-ET-A25M"	-0.9982	-1.0218	-0.22	-1.013	-0.0475
"TCGA-ET-A25R"	"TCGA-ET-A25R"	-0.3263	-0.3868	0.1255	-0.291	0.598
"TCGA-BJ-A28T"	"TCGA-BJ-A28T"	2.1352	1.9406	1.5975	2.449	2.148
"TCGA-10-0925"	"TCGA-10-0925"	NA	NA	NA	NA	NA
"TCGA-24-2023"	"TCGA-24-2023"	-0.5426	-0.0953	0.42	-0.626	-0.219
"TCGA-30-1853"	"TCGA-30-1853"	NA	NA	NA	NA	NA
"TCGA-30-1880"	"TCGA-30-1880"	NA	NA	NA	NA	NA
"TCGA-31-1953"	"TCGA-31-1953"	0.7233	0.9736	1.2565	1.002	0.9185
"TCGA-61-1724"	"TCGA-61-1724"	-0.3677	0.0064	0.759	-0.866	-0.443
"TCGA-24-1920"	"TCGA-24-1920"	NA	NA	NA	NA	NA
"TCGA-24-2026"	"TCGA-24-2026"	0.0989	0.4449	1.2985	-0.029	0.257
"TCGA-30-1859"	"TCGA-30-1859"	NA	NA	NA	NA	NA
"TCGA-30-1887"	"TCGA-30-1887"	NA	NA	NA	NA	NA
"TCGA-31-1955"	"TCGA-31-1955"	NA	NA	NA	NA	NA
"TCGA-61-1728"	"TCGA-61-1728"	-0.9341	-0.6027	-0.2815	-1.678	-1.5365
"TCGA-24-1923"	"TCGA-24-1923"	NA	NA	NA	NA	NA
"TCGA-24-2027"	"TCGA-24-2027"	-1.3555	-0.947	-0.1225	0.143	-0.203
"TCGA-30-1860"	"TCGA-30-1860"	0.9483	1.3968	1.293	1.814	1.24
"TCGA-30-1891"	"TCGA-30-1891"	-0.1855	-0.0391	0.631	-2.202	-1.7675
"TCGA-31-1956"	"TCGA-31-1956"	1.5649	1.879	1.5215	2.322	1.9055
"TCGA-61-1743"	"TCGA-61-1743"	-0.9157	-0.4482	1.33	-0.333	0.1025
"TCGA-24-1924"	"TCGA-24-1924"	0.6764	1.0695	1.2605	1.168	0.8795
"TCGA-24-2029"	"TCGA-24-2029"	NA	NA	NA	NA	NA
"TCGA-30-1861"	"TCGA-30-1861"	NA	NA	NA	NA	NA
"TCGA-30-1892"	"TCGA-30-1892"	NA	NA	NA	NA	NA
"TCGA-31-1959"	"TCGA-31-1959"	NA	NA	NA	NA	NA
"TCGA-61-1917"	"TCGA-61-1917"	-0.075	0.4431	0.612	-0.058	-0.1295
"TCGA-24-1927"	"TCGA-24-1927"	NA	NA	NA	NA	NA
"TCGA-25-1870"	"TCGA-25-1870"	-1.0651	-0.89	-0.346	0.434	-0.473
"TCGA-30-1862"	"TCGA-30-1862"	-0.2351	-0.2653	0.268	-0.32	-0.463
"TCGA-31-1944"	"TCGA-31-1944"	-0.3222	-0.143	0.0335	0.619	0.1595
"TCGA-57-1992"	"TCGA-57-1992"	NA	NA	NA	NA	NA
"TCGA-61-1918"	"TCGA-61-1918"	-0.5644	-0.2406	0.1845	-1.15	-0.5915
"TCGA-24-1928"	"TCGA-24-1928"	NA	NA	NA	NA	NA
"TCGA-25-1871"	"TCGA-25-1871"	-2.0221	-2.131	-1.7005	-1.833	-1.767
"TCGA-30-1866"	"TCGA-30-1866"	NA	NA	NA	NA	NA
"TCGA-31-1946"	"TCGA-31-1946"	NA	NA	NA	NA	NA
"TCGA-57-1993"	"TCGA-57-1993"	-1.0312	-0.6027	0.278	-0.986	-0.4115
"TCGA-24-1930"	"TCGA-24-1930"	0.6611	0.9599	1.0425	0.752	0.742
"TCGA-25-1877"	"TCGA-25-1877"	NA	NA	NA	NA	NA
"TCGA-61-1721"	"TCGA-61-1721"	-0.1812	-0.3717	-0.3375	-1.322	-0.885
"TCGA-31-1951"	"TCGA-31-1951"	0.2274	0.6107	1.1585	0.276	0.636
"TCGA-04-1654"	"TCGA-04-1654"	NA	NA	NA	NA	NA
"TCGA-24-2020"	"TCGA-24-2020"	-1.521	-1.3958	-0.3625	-2.532	-1.507
"TCGA-25-1878"	"TCGA-25-1878"	NA	NA	NA	NA	NA
"TCGA-EM-A3O6"	"TCGA-EM-A3O6"	-1.2086	-1.49	-1.1685	-3.196	-1.7715
"TCGA-FE-A3PB"	"TCGA-FE-A3PB"	0.8447	0.7635	0.326	0.505	0.6985
"TCGA-FE-A3PC"	"TCGA-FE-A3PC"	-0.1466	-0.0691	-0.225	0.336	0.0805
"TCGA-BJ-A3PU"	"TCGA-BJ-A3PU"	-0.4842	-0.2678	-0.3025	-0.409	-0.044
"TCGA-FY-A3R8"	"TCGA-FY-A3R8"	-0.2522	-0.2419	-0.311	-0.483	0.246
"TCGA-BJ-A3PR"	"TCGA-BJ-A3PR"	2.6322	2.2136	1.241	3.641	2.501
"TCGA-EM-A3OB"	"TCGA-EM-A3OB"	-1.5583	-1.8141	-1.174	-1.452	-0.9585
"TCGA-FY-A3R6"	"TCGA-FY-A3R6"	1.6484	1.4327	1.05	2.154	1.9525
"TCGA-FY-A3I5"	"TCGA-FY-A3I5"	0.6381	0.1453	-0.1775	0.39	1.25
"TCGA-GV-A3JV"	"TCGA-GV-A3JV"	0.483	0.3905	0.2615	0.816	0.8555
"TCGA-EM-A3O7"	"TCGA-EM-A3O7"	-0.6214	-0.9327	-0.544	-0.803	-0.3795
"TCGA-FE-A3PD"	"TCGA-FE-A3PD"	0.2344	0.262	0.412	1.077	0.6735
"TCGA-BJ-A3PT"	"TCGA-BJ-A3PT"	0.2711	0.0821	-0.432	0.857	0.408
"TCGA-EM-A3FR"	"TCGA-EM-A3FR"	-0.9797	-0.9702	0.06	-1.131	-0.8185
"TCGA-FY-A3R9"	"TCGA-FY-A3R9"	-1.4448	-1.6732	-0.8355	-0.018	0.352
"TCGA-FY-A3ON"	"TCGA-FY-A3ON"	0.2511	0.1717	0.3765	0.909	0.7615
"TCGA-FE-A3PA"	"TCGA-FE-A3PA"	-0.4851	-0.712	-0.7195	0.928	0.48
"TCGA-56-8307"	"TCGA-56-8307"	0.9302	1.1736	0.37	1.361	1.851
"TCGA-56-8305"	"TCGA-56-8305"	-0.1665	0.0136	-0.442	-0.094	-0.264
"TCGA-EL-A3T6"	"TCGA-EL-A3T6"	1.0013	1.2258	1.296	1.54	1.7415
"TCGA-FY-A3RA"	"TCGA-FY-A3RA"	-1.1018	-1.0623	-0.135	-0.808	0.52
"TCGA-EM-A3O3"	"TCGA-EM-A3O3"	0.9095	1.0141	-0.181	1.495	0.5855
"TCGA-DJ-A13L"	"TCGA-DJ-A13L"	1.3038	1.2723	0.83	1.68	1.39
"TCGA-GV-A3QI"	"TCGA-GV-A3QI"	-1.8591	-1.8045	-0.907	-1.899	-0.705
"TCGA-EM-A3O8"	"TCGA-EM-A3O8"	-1.681	-1.8967	-1.019	0.433	0.149
"TCGA-GD-A3OS"	"TCGA-GD-A3OS"	-0.5808	-0.3781	-0.272	0.187	-0.489
"TCGA-BT-A3PK"	"TCGA-BT-A3PK"	0.1024	0.5282	0.5845	0.099	0.851
"TCGA-GD-A3OP"	"TCGA-GD-A3OP"	0.1316	-0.0764	0.0315	-0.22	-0.2045
"TCGA-EM-A3O9"	"TCGA-EM-A3O9"	-0.6022	-0.4889	-0.894	-0.83	0.5405
"TCGA-EM-A3OA"	"TCGA-EM-A3OA"	-1.0571	-1.134	-0.7555	-0.965	-0.2145
"TCGA-H2-A3RI"	"TCGA-H2-A3RI"	-0.087	-0.1624	0.066	0.178	0.623
"TCGA-58-8386"	"TCGA-58-8386"	0.4496	0.7074	0.1335	0.394	0.9365
"TCGA-58-8387"	"TCGA-58-8387"	1.565	1.5763	0.4765	0.942	2.1535
"TCGA-GC-A3RB"	"TCGA-GC-A3RB"	-1.1226	-0.6937	0.0125	-0.429	-0.662
"TCGA-GV-A3QG"	"TCGA-GV-A3QG"	2.3324	1.9182	1.083	2.101	1.6855
"TCGA-GV-A3QH"	"TCGA-GV-A3QH"	-1.8612	-1.4877	0.835	-1.778	-1.1965
"TCGA-H2-A3RH"	"TCGA-H2-A3RH"	-1.0628	-1.1627	-0.525	0.03	0.114
"TCGA-GD-A3OQ"	"TCGA-GD-A3OQ"	-1.0241	-0.6446	-0.082	-1.544	-0.4385
"TCGA-56-8309"	"TCGA-56-8309"	2.1168	1.9909	0.8425	2.694	2.5485
"TCGA-56-8308"	"TCGA-56-8308"	0.7173	0.579	-0.4655	0.882	1.631
"TCGA-05-4434"	"TCGA-05-4434"	NA	NA	NA	NA	NA
"TCGA-05-4398"	"TCGA-05-4398"	1.2741	1.3508	0.8645	1.59	2.4155
"TCGA-73-4668"	"TCGA-73-4668"	0.1584	0.168	-0.5445	0.4	0.5595
"TCGA-73-4662"	"TCGA-73-4662"	1.5262	1.1986	0.44	1.204	1.5395
"TCGA-05-4395"	"TCGA-05-4395"	0.4557	0.8406	0.5595	0.63	0.747
"TCGA-73-4666"	"TCGA-73-4666"	1.2954	1.6754	1.4935	2.122	2.7085
"TCGA-73-4659"	"TCGA-73-4659"	0.309	0.4182	-0.3435	-0.091	0.416
"TCGA-05-4418"	"TCGA-05-4418"	1.4624	1.5886	1.145	1.518	1.575
"TCGA-38-4628"	"TCGA-38-4628"	-0.2479	0.0211	-0.5305	-1.083	-0.521
"TCGA-73-4677"	"TCGA-73-4677"	0.8101	0.6057	-0.4355	0.558	0.43
"TCGA-73-4670"	"TCGA-73-4670"	-0.1196	0.1871	-0.0565	-0.607	0.0035
"TCGA-05-4432"	"TCGA-05-4432"	1.1771	1.1995	0.6825	1.287	1.0695
"TCGA-05-4422"	"TCGA-05-4422"	1.5667	1.4502	0.63	1.949	1.3625
"TCGA-05-4426"	"TCGA-05-4426"	0.2391	0.2755	0.0745	0.822	1.632
"TCGA-05-4403"	"TCGA-05-4403"	0.8638	1.0959	0.4415	-0.219	0.209
"TCGA-49-4507"	"TCGA-49-4507"	1.3927	1.6372	1.234	2.657	1.279
"TCGA-49-4486"	"TCGA-49-4486"	-0.2479	-0.1982	-0.4795	-0.289	-0.6315
"TCGA-49-4505"	"TCGA-49-4505"	1.2787	1.3889	0.84	1.662	1.482
"TCGA-49-4506"	"TCGA-49-4506"	1.3139	1.4571	0.899	1.554	0.9865
"TCGA-05-4389"	"TCGA-05-4389"	1.3864	1.4993	0.7145	1.652	1.5315
"TCGA-05-4420"	"TCGA-05-4420"	-0.0992	-0.0678	-1.11	-0.164	-0.18
"TCGA-38-4627"	"TCGA-38-4627"	0.9491	0.9428	0.544	0.348	0.434
"TCGA-49-4494"	"TCGA-49-4494"	0.4909	1.0548	0.8165	0.736	0.864
"TCGA-49-4501"	"TCGA-49-4501"	1.3616	1.154	0.032	0.676	0.809
"TCGA-05-4397"	"TCGA-05-4397"	NA	NA	NA	NA	NA
"TCGA-44-3396"	"TCGA-44-3396"	1.6125	1.681	0.986	1.68	2.08
"TCGA-05-4402"	"TCGA-05-4402"	0.7986	0.8527	0.6325	-0.021	0.293
"TCGA-49-4510"	"TCGA-49-4510"	0.3468	0.3663	-0.448	-0.031	0.0815
"TCGA-05-4430"	"TCGA-05-4430"	1.1207	1.1301	0.449	0.554	0.794
"TCGA-73-4675"	"TCGA-73-4675"	0.2101	0.0388	-0.9195	-0.144	-0.483
"TCGA-05-4382"	"TCGA-05-4382"	1.1806	1.3343	0.726	1.245	1.389
"TCGA-IS-A3K8"	"TCGA-IS-A3K8"	NA	NA	NA	NA	NA
"TCGA-IS-A3K7"	"TCGA-IS-A3K7"	0.2166	0.2557	-0.396	1.25	-0.29
