"FID"	"IID"	"Sigs160.Wolf_TGFB.PCA.17349583"	"Sigs160.Wolf_TGFB.score.21050467"	"Sigs160.Wolf_TREM1.data"	"Sigs160.Wolf_Troester.WoundSig.19887484"	"Core56.Adaptive.Receptor_BCR.Richness.Log10"
"TCGA-EB-A97M"	"TCGA-EB-A97M"	-0.2029	-0.1961	1.565	-0.7489	0.698970004
"TCGA-WE-AAA4"	"TCGA-WE-AAA4"	NA	NA	NA	NA	1
"TCGA-W3-AA1O"	"TCGA-W3-AA1O"	NA	NA	NA	NA	0.301029996
"TCGA-XV-A9VZ"	"TCGA-XV-A9VZ"	0.2608	0.1429	-2.156	0.5061	NA
"TCGA-W3-AA1Q"	"TCGA-W3-AA1Q"	NA	NA	NA	NA	1.079181246
"TCGA-3N-A9WB"	"TCGA-3N-A9WB"	NA	NA	NA	NA	0.301029996
"TCGA-W3-AA1W"	"TCGA-W3-AA1W"	NA	NA	NA	NA	1.672097858
"TCGA-XV-A9W5"	"TCGA-XV-A9W5"	0.3651	0.5842	2.186	0.246	NA
"TCGA-MA-AA3Y"	"TCGA-MA-AA3Y"	0.7291	0.3189	2.358	0.7862	1.977723605
"TCGA-VS-A94Y"	"TCGA-VS-A94Y"	1.079	0.6109	2.051	0.5641	NA
"TCGA-JW-AAVH"	"TCGA-JW-AAVH"	-1.0366	-0.535	-2.432	0.2597	0.477121255
"TCGA-VS-A952"	"TCGA-VS-A952"	-1.1391	-0.6392	-2.061	-0.099	1.73239376
"TCGA-EE-A2GR"	"TCGA-EE-A2GR"	NA	NA	NA	NA	0.301029996
"TCGA-EE-A2GS"	"TCGA-EE-A2GS"	NA	NA	NA	NA	0.77815125
"TCGA-EE-A2MG"	"TCGA-EE-A2MG"	NA	NA	NA	NA	1.255272505
"TCGA-EE-A2M6"	"TCGA-EE-A2M6"	NA	NA	NA	NA	1.322219295
"TCGA-EE-A2A6"	"TCGA-EE-A2A6"	NA	NA	NA	NA	1.903089987
"TCGA-EE-A2MI"	"TCGA-EE-A2MI"	NA	NA	NA	NA	NA
"TCGA-EE-A2ME"	"TCGA-EE-A2ME"	NA	NA	NA	NA	2.10720997
"TCGA-EE-A2M7"	"TCGA-EE-A2M7"	NA	NA	NA	NA	0.698970004
"TCGA-EE-A2GC"	"TCGA-EE-A2GC"	NA	NA	NA	NA	2.127104798
"TCGA-EE-A2GH"	"TCGA-EE-A2GH"	NA	NA	NA	NA	2.053078443
"TCGA-EE-A2MJ"	"TCGA-EE-A2MJ"	NA	NA	NA	NA	1.544068044
"TCGA-EE-A2GT"	"TCGA-EE-A2GT"	NA	NA	NA	NA	1.73239376
"TCGA-EE-A2GP"	"TCGA-EE-A2GP"	NA	NA	NA	NA	0.698970004
"TCGA-D3-A2JC"	"TCGA-D3-A2JC"	NA	NA	NA	NA	1.431363764
"TCGA-EE-A2GD"	"TCGA-EE-A2GD"	NA	NA	NA	NA	1.716003344
"TCGA-EE-A2GI"	"TCGA-EE-A2GI"	NA	NA	NA	NA	2.195899652
"TCGA-EE-A2GJ"	"TCGA-EE-A2GJ"	NA	NA	NA	NA	0.301029996
"TCGA-EE-A2GL"	"TCGA-EE-A2GL"	NA	NA	NA	NA	1.414973348
"TCGA-EE-A2GU"	"TCGA-EE-A2GU"	NA	NA	NA	NA	1.929418926
"TCGA-EE-A2MC"	"TCGA-EE-A2MC"	NA	NA	NA	NA	1.812913357
"TCGA-EE-A2M5"	"TCGA-EE-A2M5"	NA	NA	NA	NA	1.255272505
"TCGA-EE-A2GB"	"TCGA-EE-A2GB"	NA	NA	NA	NA	1.414973348
"TCGA-EE-A2MD"	"TCGA-EE-A2MD"	NA	NA	NA	NA	2.08278537
"TCGA-D3-A2J8"	"TCGA-D3-A2J8"	NA	NA	NA	NA	1.934498451
"TCGA-D3-A2JH"	"TCGA-D3-A2JH"	NA	NA	NA	NA	1.662757832
"TCGA-EE-A2GK"	"TCGA-EE-A2GK"	NA	NA	NA	NA	1.301029996
"TCGA-EE-A2MH"	"TCGA-EE-A2MH"	NA	NA	NA	NA	1.255272505
"TCGA-EE-A2M8"	"TCGA-EE-A2M8"	NA	NA	NA	NA	2.130333768
"TCGA-D3-A2J6"	"TCGA-D3-A2J6"	NA	NA	NA	NA	NA
"TCGA-D3-A2JP"	"TCGA-D3-A2JP"	NA	NA	NA	NA	1.113943352
"TCGA-D3-A2JA"	"TCGA-D3-A2JA"	NA	NA	NA	NA	0.301029996
"TCGA-D3-A2JB"	"TCGA-D3-A2JB"	NA	NA	NA	NA	2.045322979
"TCGA-D3-A2JF"	"TCGA-D3-A2JF"	NA	NA	NA	NA	1.653212514
"TCGA-D3-A2JG"	"TCGA-D3-A2JG"	NA	NA	NA	NA	1.633468456
"TCGA-D3-A2JK"	"TCGA-D3-A2JK"	NA	NA	NA	NA	NA
"TCGA-D3-A2JO"	"TCGA-D3-A2JO"	NA	NA	NA	NA	2.278753601
"TCGA-EE-A2GE"	"TCGA-EE-A2GE"	NA	NA	NA	NA	2.409933123
"TCGA-D3-A2J7"	"TCGA-D3-A2J7"	NA	NA	NA	NA	1.716003344
"TCGA-D3-A2J9"	"TCGA-D3-A2J9"	NA	NA	NA	NA	2.247973266
"TCGA-EE-A2GO"	"TCGA-EE-A2GO"	NA	NA	NA	NA	NA
"TCGA-D3-A2JD"	"TCGA-D3-A2JD"	NA	NA	NA	NA	1.707570176
"TCGA-D3-A2JL"	"TCGA-D3-A2JL"	NA	NA	NA	NA	1.880813592
"TCGA-D3-A2JN"	"TCGA-D3-A2JN"	NA	NA	NA	NA	1.977723605
"TCGA-EE-A2GM"	"TCGA-EE-A2GM"	NA	NA	NA	NA	0.301029996
"TCGA-D1-A0ZQ"	"TCGA-D1-A0ZQ"	0.2424	0.0393	-1.515	0.3092	NA
"TCGA-B5-A11W"	"TCGA-B5-A11W"	0.0149	0.0668	-0.236	0.4057	NA
"TCGA-B5-A11M"	"TCGA-B5-A11M"	0.3033	0.2726	-2.533	0.4114	NA
"TCGA-B5-A11N"	"TCGA-B5-A11N"	0.2347	0.0713	-0.993	0.4503	NA
"TCGA-B5-A11Q"	"TCGA-B5-A11Q"	-1.1733	-0.6535	-1.707	-0.3745	NA
"TCGA-D1-A15V"	"TCGA-D1-A15V"	-0.7928	-0.0467	-1.647	-0.2499	NA
"TCGA-A5-A0GR"	"TCGA-A5-A0GR"	-0.689	-0.2308	-2.836	0.163	NA
"TCGA-BS-A0V8"	"TCGA-BS-A0V8"	-0.367	-0.2069	-1.554	0.3212	NA
"TCGA-B5-A11S"	"TCGA-B5-A11S"	-0.2253	-0.1565	-1.882	0.15	NA
"TCGA-D1-A15X"	"TCGA-D1-A15X"	-1.1314	-0.3443	-1.754	-0.3598	NA
"TCGA-BG-A0VV"	"TCGA-BG-A0VV"	-0.6168	-0.2584	-0.717	0.1733	NA
"TCGA-D1-A15Z"	"TCGA-D1-A15Z"	-0.7171	0.0279	0.651	0.0101	NA
"TCGA-AP-A0LF"	"TCGA-AP-A0LF"	-0.7752	-0.4719	-0.246	-0.1888	NA
"TCGA-BG-A0VW"	"TCGA-BG-A0VW"	-0.3136	-0.0269	-0.156	0.3356	NA
"TCGA-D1-A160"	"TCGA-D1-A160"	-0.1832	-0.1771	-0.539	-0.0356	NA
"TCGA-BK-A0CA"	"TCGA-BK-A0CA"	-1.0212	-0.2653	0.003	0.2756	NA
"TCGA-BG-A0VX"	"TCGA-BG-A0VX"	-0.1851	0.2016	-0.13	0.5523	NA
"TCGA-D1-A0ZN"	"TCGA-D1-A0ZN"	-0.1026	0.1409	-2.514	0.6992	NA
"TCGA-BK-A139"	"TCGA-BK-A139"	-0.1628	-0.1884	0.324	0.0171	NA
"TCGA-B5-A11O"	"TCGA-B5-A11O"	0.243	0.1694	1.08	0.5299	NA
"TCGA-BS-A0V6"	"TCGA-BS-A0V6"	-0.9507	-0.3286	-1.242	0.1911	NA
"TCGA-AP-A05O"	"TCGA-AP-A05O"	-0.9812	-0.4071	-0.182	-0.2597	NA
"TCGA-D1-A0ZS"	"TCGA-D1-A0ZS"	0.4719	0.4086	1.013	0.1593	NA
"TCGA-B5-A11G"	"TCGA-B5-A11G"	-0.6286	-0.3323	-1.584	0.0472	NA
"TCGA-B5-A11H"	"TCGA-B5-A11H"	0.0576	-0.024	0.318	0.3341	NA
"TCGA-B5-A11U"	"TCGA-B5-A11U"	1.333	0.701	0.058	0.4922	NA
"TCGA-B5-A121"	"TCGA-B5-A121"	-0.9698	-0.3784	-0.475	0.2323	NA
"TCGA-D1-A161"	"TCGA-D1-A161"	-0.9206	-0.3578	-3.779	-0.0537	NA
"TCGA-A5-A0G1"	"TCGA-A5-A0G1"	-0.7902	-0.4987	-0.674	-0.2298	NA
"TCGA-BG-A0MH"	"TCGA-BG-A0MH"	NA	NA	NA	NA	NA
"TCGA-A5-A0GG"	"TCGA-A5-A0GG"	-0.0831	0.0077	-0.806	0.149	NA
"TCGA-D1-A0ZO"	"TCGA-D1-A0ZO"	0.0669	0.0182	-1.592	0.4581	NA
"TCGA-BK-A13C"	"TCGA-BK-A13C"	-0.6617	-0.4443	-1.118	-0.0808	NA
"TCGA-A5-A0GQ"	"TCGA-A5-A0GQ"	-0.4877	-0.2477	1.794	0.3934	NA
"TCGA-B5-A11R"	"TCGA-B5-A11R"	-0.7902	-0.2887	0.659	0.3529	1.146128036
"TCGA-AX-A0IZ"	"TCGA-AX-A0IZ"	0.2164	0.2534	-0.938	0.4457	NA
"TCGA-AX-A06H"	"TCGA-AX-A06H"	0.5379	0.1969	-0.999	0.5882	NA
"TCGA-AP-A0LM"	"TCGA-AP-A0LM"	0.6397	0.4703	0.378	0.6008	NA
"TCGA-D1-A162"	"TCGA-D1-A162"	-0.5868	-0.3098	-0.016	0.2658	NA
"TCGA-B5-A0JS"	"TCGA-B5-A0JS"	0.0838	0.1189	0.662	0.3876	NA
"TCGA-B5-A0JY"	"TCGA-B5-A0JY"	0.6284	0.1752	-0.33	0.2994	NA
"TCGA-AP-A0LL"	"TCGA-AP-A0LL"	-0.1785	-0.129	-1.033	0.2512	NA
"TCGA-BS-A0TE"	"TCGA-BS-A0TE"	-0.3056	-0.1802	-1.566	-0.0425	NA
"TCGA-BS-A0UM"	"TCGA-BS-A0UM"	-0.7538	-0.4396	-2.81	0.1779	NA
"TCGA-AP-A0LP"	"TCGA-AP-A0LP"	-0.6558	-0.318	-0.685	0.0308	NA
"TCGA-BG-A0M2"	"TCGA-BG-A0M2"	-0.0984	-0.1347	-0.624	0.2155	NA
"TCGA-B5-A0K7"	"TCGA-B5-A0K7"	-0.4515	-0.1316	-2.229	0.0855	NA
"TCGA-BG-A0M3"	"TCGA-BG-A0M3"	-1.0662	-0.4059	-1.677	-0.0398	NA
"TCGA-BG-A0MT"	"TCGA-BG-A0MT"	-1.123	-0.3874	-0.469	-0.2463	NA
"TCGA-A5-A0R9"	"TCGA-A5-A0R9"	-0.0415	0.0075	-0.491	0.1902	NA
"TCGA-BG-A0MQ"	"TCGA-BG-A0MQ"	-0.6462	-0.2984	-0.917	-0.26	NA
"TCGA-BG-A0M4"	"TCGA-BG-A0M4"	-0.1486	0.1408	-2.196	-0.0377	NA
"TCGA-BS-A0TD"	"TCGA-BS-A0TD"	-0.3026	-0.0307	1.229	0.3345	NA
"TCGA-BS-A0UJ"	"TCGA-BS-A0UJ"	-0.7365	-0.3906	-1.856	-0.2182	NA
"TCGA-A5-A0R8"	"TCGA-A5-A0R8"	-0.2315	-0.0522	2.201	0.3475	NA
"TCGA-AP-A0LQ"	"TCGA-AP-A0LQ"	NA	NA	NA	NA	NA
"TCGA-BS-A0UV"	"TCGA-BS-A0UV"	-0.4414	-0.0587	0.626	0.1442	NA
"TCGA-BS-A0U7"	"TCGA-BS-A0U7"	0.323	0.0847	-1.042	0.5088	NA
"TCGA-BS-A0TA"	"TCGA-BS-A0TA"	-0.1597	-0.0697	-0.143	0.0291	NA
"TCGA-BK-A0CB"	"TCGA-BK-A0CB"	1.6511	0.6436	-0.64	0.6998	NA
"TCGA-B5-A0K9"	"TCGA-B5-A0K9"	0.0914	-0.0565	1.168	0.1681	0.84509804
"TCGA-BS-A0UF"	"TCGA-BS-A0UF"	-0.1165	0.0298	-0.018	-0.0191	NA
"TCGA-AP-A0LE"	"TCGA-AP-A0LE"	-0.3266	-0.2165	-2.227	-0.2218	NA
"TCGA-BG-A0M6"	"TCGA-BG-A0M6"	-0.3468	0.2725	-0.905	0.017	NA
"TCGA-B5-A0JN"	"TCGA-B5-A0JN"	-1.2556	-0.1462	-1.082	-0.1867	0.301029996
"TCGA-A5-A0R7"	"TCGA-A5-A0R7"	0.5259	0.3646	-1.01	0.2401	NA
"TCGA-BG-A0M9"	"TCGA-BG-A0M9"	-0.3888	-0.113	0.003	0.1879	NA
"TCGA-BS-A0UT"	"TCGA-BS-A0UT"	0.4599	0.2666	-2.457	0.2992	NA
"TCGA-B5-A0JV"	"TCGA-B5-A0JV"	-0.7729	-0.5503	-1.738	-0.169	NA
"TCGA-BG-A0M0"	"TCGA-BG-A0M0"	-1.3382	-0.4579	-3.086	-0.3885	NA
"TCGA-A5-A0RA"	"TCGA-A5-A0RA"	-0.9018	-0.3693	0.402	0.292	NA
"TCGA-BS-A0TJ"	"TCGA-BS-A0TJ"	0.3031	0.2515	-0.521	0.2901	NA
"TCGA-A5-A0VP"	"TCGA-A5-A0VP"	-0.9928	-0.0943	0.035	0.2038	NA
"TCGA-B5-A0K2"	"TCGA-B5-A0K2"	-0.2556	0.0106	-0.143	0.3879	NA
"TCGA-A5-A0VQ"	"TCGA-A5-A0VQ"	-0.0999	0.1601	-0.042	0.4632	NA
"TCGA-BG-A0MU"	"TCGA-BG-A0MU"	-0.1892	-0.2625	0.535	0.2237	NA
"TCGA-BS-A0TC"	"TCGA-BS-A0TC"	-0.8995	-0.1333	0.399	0.2819	NA
"TCGA-AX-A0IU"	"TCGA-AX-A0IU"	-0.9839	-0.2693	-1.138	-0.2825	NA
"TCGA-A5-A0R6"	"TCGA-A5-A0R6"	-0.0374	0.2284	-1.279	0.0586	NA
"TCGA-BG-A0MG"	"TCGA-BG-A0MG"	-0.6514	-0.2003	0.246	0.0856	NA
"TCGA-BS-A0TI"	"TCGA-BS-A0TI"	-0.2958	-0.0298	-0.857	0.2445	NA
"TCGA-BG-A0RY"	"TCGA-BG-A0RY"	-0.228	0.0425	0.227	0.1603	NA
"TCGA-BS-A0U8"	"TCGA-BS-A0U8"	0.0142	0.0587	-0.668	0.0752	NA
"TCGA-GM-A2DC"	"TCGA-GM-A2DC"	-0.0289	-0.2132	-0.754	-0.2972	0.477121255
"TCGA-GM-A2DL"	"TCGA-GM-A2DL"	1.4733	0.7503	2.768	0.3478	NA
"TCGA-GM-A2DO"	"TCGA-GM-A2DO"	0.3308	-0.15	-2.637	0.0674	1.602059991
"TCGA-AR-A2LH"	"TCGA-AR-A2LH"	0.6541	0.2354	-1.779	0.7687	1.579783597
"TCGA-AR-A2LN"	"TCGA-AR-A2LN"	1.2097	0.6669	-0.658	0.9996	1.230448921
"TCGA-GM-A2DB"	"TCGA-GM-A2DB"	0.2961	-0.0418	1.042	0.2711	1.176091259
"TCGA-C5-A2LT"	"TCGA-C5-A2LT"	0.9928	0.5601	1.006	0.791	1.51851394
"TCGA-EK-A2PL"	"TCGA-EK-A2PL"	-1.1996	-0.2922	-0.378	0.3565	NA
"TCGA-C5-A2LY"	"TCGA-C5-A2LY"	-0.7998	-0.472	1.068	0.0941	NA
"TCGA-EK-A2RK"	"TCGA-EK-A2RK"	-0.8954	-0.5839	-1.457	0.1956	NA
"TCGA-C5-A2M1"	"TCGA-C5-A2M1"	-1.142	-0.5182	-1.592	0.15	1.079181246
"TCGA-C5-A2M2"	"TCGA-C5-A2M2"	-1.3102	-0.5431	-1.524	-0.3687	0.477121255
"TCGA-EK-A2PI"	"TCGA-EK-A2PI"	0.089	0.0707	0.47	0.622	NA
"TCGA-EK-A2RB"	"TCGA-EK-A2RB"	-1.3808	-0.61	-1.229	-0.2207	NA
"TCGA-EK-A2PG"	"TCGA-EK-A2PG"	-2.1311	-0.9835	2.254	0.0636	NA
"TCGA-C5-A2LX"	"TCGA-C5-A2LX"	0.1224	-0.1178	0.346	0.5539	1.556302501
"TCGA-EK-A2R8"	"TCGA-EK-A2R8"	0.3606	0.2861	1.901	0.2588	0.477121255
"TCGA-DG-A2KJ"	"TCGA-DG-A2KJ"	-0.5692	-0.5019	0.088	-0.0575	NA
"TCGA-GM-A2DI"	"TCGA-GM-A2DI"	1.327	0.52	0.234	0.6819	1.740362689
"TCGA-B6-A2IU"	"TCGA-B6-A2IU"	0.0313	0.0124	-1.525	-0.0335	NA
"TCGA-HN-A2NL"	"TCGA-HN-A2NL"	-0.1448	-0.2696	-2.007	-0.0058	1.77815125
"TCGA-E9-A2JT"	"TCGA-E9-A2JT"	0.2203	-0.0336	-1.537	0.2303	1.954242509
"TCGA-AR-A2LO"	"TCGA-AR-A2LO"	1.0546	0.4052	-1.284	0.7292	1.204119983
"TCGA-GM-A2D9"	"TCGA-GM-A2D9"	1.0737	0.3387	-0.232	0.4357	NA
"TCGA-GM-A2DA"	"TCGA-GM-A2DA"	1.0545	0.4498	-0.065	0.6998	NA
"TCGA-EK-A2RJ"	"TCGA-EK-A2RJ"	-0.343	-0.3128	4.177	0.3443	1.991226076
"TCGA-C5-A2LV"	"TCGA-C5-A2LV"	0.9099	0.0624	0.317	0.5323	0.903089987
"TCGA-EK-A2RC"	"TCGA-EK-A2RC"	-0.0457	0.0461	0.046	0.8577	1.579783597
"TCGA-EK-A2RE"	"TCGA-EK-A2RE"	0.2473	0.1803	0.186	0.7425	0.301029996
"TCGA-EK-A2RA"	"TCGA-EK-A2RA"	-1.2375	-0.482	-1.7	0.1149	NA
"TCGA-EK-A2PM"	"TCGA-EK-A2PM"	-0.7285	-0.3045	-0.498	0.0067	NA
"TCGA-FU-A2QG"	"TCGA-FU-A2QG"	-0.9554	-0.2524	-0.791	0.3163	NA
"TCGA-EK-A2RL"	"TCGA-EK-A2RL"	-1.0119	-0.5446	0.121	0.0578	0.301029996
"TCGA-AR-A2LQ"	"TCGA-AR-A2LQ"	1.9093	0.8207	-0.709	0.9932	1.643452676
"TCGA-EK-A2R7"	"TCGA-EK-A2R7"	-0.5096	-0.1854	-0.354	0.7343	1.977723605
"TCGA-EK-A2RO"	"TCGA-EK-A2RO"	0.9681	0.4548	0.294	0.8185	NA
"TCGA-AC-A2QH"	"TCGA-AC-A2QH"	1.6007	0.6556	1.819	0.2166	NA
"TCGA-BH-A2L8"	"TCGA-BH-A2L8"	1.1044	0.3638	-0.207	0.4381	1.672097858
"TCGA-EK-A2R9"	"TCGA-EK-A2R9"	0.5424	0.465	-1.933	0.6757	0.301029996
"TCGA-EK-A2PK"	"TCGA-EK-A2PK"	-0.4766	-0.1762	0.264	0.3003	1.973127854
"TCGA-E9-A3Q9"	"TCGA-E9-A3Q9"	-0.3452	-0.1332	-0.299	0.1381	1.591064607
"TCGA-FU-A3NI"	"TCGA-FU-A3NI"	-0.0575	-0.0497	-1.538	0.3258	0.954242509
"TCGA-DS-A3LQ"	"TCGA-DS-A3LQ"	0.3517	0.138	-0.03	0.5225	1.505149978
"TCGA-JX-A3Q0"	"TCGA-JX-A3Q0"	-0.5855	-0.4389	0.486	0.1597	1.204119983
"TCGA-EW-A2FR"	"TCGA-EW-A2FR"	2.0668	0.9436	1.077	0.6297	1.041392685
"TCGA-EX-A3L1"	"TCGA-EX-A3L1"	1.3669	0.7273	2.873	1.1841	1.748188027
"TCGA-GM-A3NY"	"TCGA-GM-A3NY"	0.5141	0.0977	-0.358	0.4464	0.602059991
"TCGA-HM-A3JJ"	"TCGA-HM-A3JJ"	0.7047	0.5503	-0.264	0.7894	1.146128036
"TCGA-EW-A1PC"	"TCGA-EW-A1PC"	0.3839	0.2135	0.045	0.1342	0.301029996
"TCGA-HM-A3JK"	"TCGA-HM-A3JK"	1.439	0.6743	-0.521	0.7897	1.72427587
"TCGA-JX-A3Q8"	"TCGA-JX-A3Q8"	-1.246	-0.5287	-0.633	0.0143	0.301029996
"TCGA-AC-A2BK"	"TCGA-AC-A2BK"	-0.8484	-0.2691	-2.251	-0.5237	1.278753601
"TCGA-GI-A2C9"	"TCGA-GI-A2C9"	0.8744	0.3464	0.774	0.6327	0.698970004
"TCGA-EA-A3QE"	"TCGA-EA-A3QE"	-0.6402	-0.0843	0.104	0.5916	1.785329835
"TCGA-B6-A0I1"	"TCGA-B6-A0I1"	-0.2912	-0.2988	0.822	-0.3296	1.079181246
"TCGA-AC-A3OD"	"TCGA-AC-A3OD"	0.46	0.3311	-0.454	0.5912	1.491361694
"TCGA-A7-A3IY"	"TCGA-A7-A3IY"	1.401	0.4138	1.791	0.6762	NA
"TCGA-JX-A3PZ"	"TCGA-JX-A3PZ"	1.1682	0.3326	0.668	0.6612	0.477121255
"TCGA-AC-A2BM"	"TCGA-AC-A2BM"	0.512	-0.0549	0.4	0.0337	1.579783597
"TCGA-C8-A3M7"	"TCGA-C8-A3M7"	0.276	0.1791	-2.484	0.59	1.204119983
"TCGA-FU-A3HY"	"TCGA-FU-A3HY"	-0.2087	-0.0441	0.249	0.4025	NA
"TCGA-A7-A2KD"	"TCGA-A7-A2KD"	0.9755	0.3749	-0.02	0.4205	1.397940009
"TCGA-B5-A11P"	"TCGA-B5-A11P"	-1.0444	-0.1207	-0.014	0.3137	NA
"TCGA-A5-A1OF"	"TCGA-A5-A1OF"	-0.3005	-0.3292	0.607	-0.0549	NA
"TCGA-D8-A1XG"	"TCGA-D8-A1XG"	0.7157	0.2462	-0.919	0.2305	NA
"TCGA-EW-A1P1"	"TCGA-EW-A1P1"	1.6596	0.7652	0.553	1.1289	NA
"TCGA-E2-A1LK"	"TCGA-E2-A1LK"	0.0846	-0.0738	0.608	-0.0673	0.301029996
"TCGA-E9-A1NI"	"TCGA-E9-A1NI"	1.2726	0.4925	1.544	0.1436	NA
"TCGA-E2-A1IU"	"TCGA-E2-A1IU"	0.2301	0.0676	-1.194	0.3009	1.51851394
"TCGA-D8-A1X5"	"TCGA-D8-A1X5"	0.8816	0.2093	2.103	0.0862	1.77815125
"TCGA-E9-A1R2"	"TCGA-E9-A1R2"	0.5283	0.308	-0.956	0.2265	NA
"TCGA-E2-A1LH"	"TCGA-E2-A1LH"	0.6331	0.2365	0.976	0.6	1.963787827
"TCGA-D8-A1XB"	"TCGA-D8-A1XB"	1.2551	0.6464	0.651	0.4771	0.84509804
"TCGA-E9-A1R4"	"TCGA-E9-A1R4"	0.7532	0.2019	-0.032	0.2242	0.301029996
"TCGA-D1-A1NZ"	"TCGA-D1-A1NZ"	-0.7287	-0.3784	-1.816	0.1374	NA
"TCGA-D1-A1O5"	"TCGA-D1-A1O5"	-0.6426	-0.1999	-0.796	0.3392	NA
"TCGA-B5-A1MV"	"TCGA-B5-A1MV"	-0.1876	0.1012	1.118	0.4198	NA
"TCGA-D8-A1XC"	"TCGA-D8-A1XC"	-0.5063	-0.3878	0.13	-0.5371	NA
"TCGA-E9-A1RA"	"TCGA-E9-A1RA"	1.1119	0.3808	-0.606	0.2953	0.77815125
"TCGA-E9-A1RG"	"TCGA-E9-A1RG"	0.9751	0.2676	1.855	0.0533	0.698970004
"TCGA-A5-A1OG"	"TCGA-A5-A1OG"	-0.9249	-0.2945	-0.067	-0.2154	NA
"TCGA-D1-A1O7"	"TCGA-D1-A1O7"	-1.0184	-0.3166	-1.102	0.2726	NA
"TCGA-B5-A1MR"	"TCGA-B5-A1MR"	0.2338	0.0899	1.962	-0.0742	NA
"TCGA-E9-A1NF"	"TCGA-E9-A1NF"	2.2204	0.8737	0.55	0.3516	NA
"TCGA-BH-A1FU"	"TCGA-BH-A1FU"	1.4311	0.6821	0.005	0.6459	1.301029996
"TCGA-E2-A1IL"	"TCGA-E2-A1IL"	0.8477	0.3962	-0.541	0.3532	NA
"TCGA-D8-A1XA"	"TCGA-D8-A1XA"	0.7053	0.2142	1.139	0.0863	0.903089987
"TCGA-D8-A1XF"	"TCGA-D8-A1XF"	0.1388	-0.3934	-2.311	-0.2248	1.892094603
"TCGA-E9-A1N9"	"TCGA-E9-A1N9"	0.5594	0.2236	-1.155	0.3141	0.602059991
"TCGA-D1-A1NS"	"TCGA-D1-A1NS"	-0.4019	-0.0449	-0.111	0.2208	NA
"TCGA-A5-A1OJ"	"TCGA-A5-A1OJ"	1.0556	0.7144	1.17	0.9867	NA
"TCGA-D1-A1NU"	"TCGA-D1-A1NU"	-0.7028	-0.2571	-1.16	-0.1464	NA
"TCGA-BS-A0V4"	"TCGA-BS-A0V4"	-0.0993	-0.3241	1.611	-0.134	NA
"TCGA-B5-A0JU"	"TCGA-B5-A0JU"	-0.2496	-0.1448	-1.54	0.1765	NA
"TCGA-BS-A0VI"	"TCGA-BS-A0VI"	0.8618	0.3223	1.129	0.5125	NA
"TCGA-D1-A1O8"	"TCGA-D1-A1O8"	0.2813	-0.1668	-0.165	0.2459	NA
"TCGA-A2-A1FZ"	"TCGA-A2-A1FZ"	1.009	0.5159	1.076	0.5589	NA
"TCGA-E9-A1R6"	"TCGA-E9-A1R6"	0.7873	0.1786	0.786	-0.2139	NA
"TCGA-E9-A1N5"	"TCGA-E9-A1N5"	1.2704	0.5889	-0.983	0.2813	NA
"TCGA-XF-A8HD"	"TCGA-XF-A8HD"	0.9296	0.2286	2.637	0.0684	1.230448921
"TCGA-E7-A8O8"	"TCGA-E7-A8O8"	-0.7614	-0.3777	-3.322	-0.4016	NA
"TCGA-XF-A8HF"	"TCGA-XF-A8HF"	0.2926	-0.0207	-0.496	-0.0907	1.079181246
"TCGA-E7-A8O7"	"TCGA-E7-A8O7"	-0.8206	-0.1786	-0.303	-0.0987	1.380211242
"TCGA-XF-A8HC"	"TCGA-XF-A8HC"	-1.6243	-0.9852	-3.322	-0.8158	NA
"TCGA-LT-A8JT"	"TCGA-LT-A8JT"	-0.6423	-0.3657	-1.48	-0.433	1
"TCGA-XF-A8HG"	"TCGA-XF-A8HG"	-1.3927	-0.8274	-1.92	-1.0403	NA
"TCGA-UY-A8OC"	"TCGA-UY-A8OC"	2.0875	0.823	2.317	0.5913	0.77815125
"TCGA-UY-A8OD"	"TCGA-UY-A8OD"	1.2457	0.3732	1.155	0.2473	0.698970004
"TCGA-CF-A8HX"	"TCGA-CF-A8HX"	-0.7962	-0.4128	-1.659	-0.3191	NA
"TCGA-CF-A8HY"	"TCGA-CF-A8HY"	-0.9338	-0.2002	3.428	-0.2253	NA
"TCGA-XF-A8HB"	"TCGA-XF-A8HB"	-1.364	-0.7111	-2.799	-0.1979	NA
"TCGA-VM-A8CB"	"TCGA-VM-A8CB"	-2.4225	-1.5527	-2.655	-0.8696	NA
"TCGA-VW-A8FI"	"TCGA-VW-A8FI"	-1.5652	-0.5372	-0.159	-0.2543	NA
"TCGA-TM-A84H"	"TCGA-TM-A84H"	-2.6837	-1.1583	-3.322	-0.4589	NA
"TCGA-W9-A837"	"TCGA-W9-A837"	-2.581	-1.1637	-2.58	-0.2917	NA
"TCGA-VM-A8CD"	"TCGA-VM-A8CD"	-1.2599	-0.4033	-0.462	-0.0171	NA
"TCGA-TM-A84R"	"TCGA-TM-A84R"	-2.4701	-1.2091	-2.733	-0.1496	NA
"TCGA-WY-A85C"	"TCGA-WY-A85C"	-1.6566	-0.9468	-0.423	-0.2591	NA
"TCGA-S9-A89V"	"TCGA-S9-A89V"	-2.0475	-0.6426	-1.989	-0.2611	NA
"TCGA-TM-A84T"	"TCGA-TM-A84T"	-2.2855	-1.1019	-2.666	-0.6331	NA
"TCGA-RY-A83X"	"TCGA-RY-A83X"	-2.1446	-1.0661	-3.322	-0.5056	NA
