"FID"	"IID"	"Sigs160.Wolf_TGFB.PCA.17349583"	"Sigs160.Wolf_TGFB.score.21050467"	"Sigs160.Wolf_TREM1.data"	"Sigs160.Wolf_Troester.WoundSig.19887484"	"Core56.Adaptive.Receptor_BCR.Richness.Log10"
"TCGA-CM-6172"	"TCGA-CM-6172"	-0.076	0.0715	-0.655	0.3667	1.278753601
"TCGA-B0-5712"	"TCGA-B0-5712"	-0.023	-0.2721	-1.631	-0.3667	1.146128036
"TCGA-B0-5812"	"TCGA-B0-5812"	0.6043	0.3864	-0.588	0.1222	NA
"TCGA-D5-5540"	"TCGA-D5-5540"	-0.0145	-0.4165	0.926	-0.1969	NA
"TCGA-CM-6171"	"TCGA-CM-6171"	-0.2273	0.0171	1.497	0.2078	1.041392685
"TCGA-B4-5832"	"TCGA-B4-5832"	-0.234	-0.5914	-1.317	-0.25	0.698970004
"TCGA-B8-4153"	"TCGA-B8-4153"	-0.503	-0.0399	-0.502	-0.2128	NA
"TCGA-B4-5834"	"TCGA-B4-5834"	0.5157	0.2272	-1.838	-0.2078	NA
"TCGA-B4-5836"	"TCGA-B4-5836"	0.4727	0.1268	-0.49	-0.0806	0.602059991
"TCGA-B0-5711"	"TCGA-B0-5711"	0.534	0.2161	-0.474	-0.1124	1.857332496
"TCGA-CJ-5686"	"TCGA-CJ-5686"	0.6379	0.1182	0.496	-0.038	1.681241237
"TCGA-CJ-6027"	"TCGA-CJ-6027"	0.2331	0.0283	0.13	-0.095	0.77815125
"TCGA-B0-5713"	"TCGA-B0-5713"	-0.2983	-0.1825	-0.973	-0.3486	NA
"TCGA-B8-4146"	"TCGA-B8-4146"	-0.843	-0.7883	-0.359	-0.5575	NA
"TCGA-D5-5539"	"TCGA-D5-5539"	0.7636	0.3113	1.506	0.5925	1.146128036
"TCGA-D5-5541"	"TCGA-D5-5541"	0.5237	0.1512	1.579	0.129	1.491361694
"TCGA-D5-5538"	"TCGA-D5-5538"	0.8332	0.2491	2.796	0.3799	1.77815125
"TCGA-CJ-6031"	"TCGA-CJ-6031"	1.3191	0.5816	-0.225	0.2859	1.176091259
"TCGA-B8-5545"	"TCGA-B8-5545"	1.1986	0.6177	-0.126	0.1568	0.77815125
"TCGA-B0-5698"	"TCGA-B0-5698"	-0.377	-0.1037	1.777	-0.3025	NA
"TCGA-B4-5835"	"TCGA-B4-5835"	-1.1059	-0.4708	-0.771	-0.2263	0.477121255
"TCGA-B8-5552"	"TCGA-B8-5552"	0.6707	0.3608	-0.064	0.2318	0.301029996
"TCGA-B4-5843"	"TCGA-B4-5843"	0.5631	0.1853	-0.25	-0.2545	NA
"TCGA-B4-5844"	"TCGA-B4-5844"	0.4385	0.1175	-0.521	-0.2405	NA
"TCGA-CJ-6028"	"TCGA-CJ-6028"	0.427	0.174	1.399	0.1901	1.838849091
"TCGA-B0-5710"	"TCGA-B0-5710"	1.3459	0.4017	-1.239	-0.0635	0.477121255
"TCGA-B4-5838"	"TCGA-B4-5838"	0.6186	0.2319	-1.103	-0.0914	NA
"TCGA-CJ-6030"	"TCGA-CJ-6030"	0.5354	0.2611	0.471	0.0888	1.544068044
"TCGA-CV-A465"	"TCGA-CV-A465"	-0.1057	0.0986	-0.654	0.8084	0.954242509
"TCGA-BA-A4II"	"TCGA-BA-A4II"	0.3824	0.3871	2.224	0.7876	1.579783597
"TCGA-CV-A464"	"TCGA-CV-A464"	1.524	0.8423	-1.136	0.9909	0.301029996
"TCGA-BA-A4IG"	"TCGA-BA-A4IG"	-0.7454	-0.1752	-0.541	0.6794	0.301029996
"TCGA-CV-A463"	"TCGA-CV-A463"	-0.3619	-0.1309	1.122	0.3675	1.301029996
"TCGA-BA-A4IH"	"TCGA-BA-A4IH"	0.3047	0.3418	-0.222	1.1164	1.707570176
"TCGA-MT-A51X"	"TCGA-MT-A51X"	0.9327	0.4192	0.651	0.7445	NA
"TCGA-CQ-A4CI"	"TCGA-CQ-A4CI"	0.7215	0.4009	-0.402	0.5151	0.301029996
"TCGA-CQ-A4CH"	"TCGA-CQ-A4CH"	1.0861	0.3995	1.481	0.7489	0.77815125
"TCGA-MT-A51W"	"TCGA-MT-A51W"	0.4179	0.3357	1.158	0.9151	NA
"TCGA-CV-A461"	"TCGA-CV-A461"	0.1614	0.1996	0.171	0.5248	1.505149978
"TCGA-BA-A4IF"	"TCGA-BA-A4IF"	0.3243	0.3093	-1.365	0.8252	0.301029996
"TCGA-CQ-A4CG"	"TCGA-CQ-A4CG"	1.0482	0.7603	2.588	1.0005	0.301029996
"TCGA-F7-A50G"	"TCGA-F7-A50G"	0.3743	0.3064	-0.048	0.8431	1.491361694
"TCGA-CQ-A4CE"	"TCGA-CQ-A4CE"	-0.5341	-0.0011	0.814	0.6201	1.361727836
"TCGA-CV-A468"	"TCGA-CV-A468"	0.9492	0.6207	-0.062	1.0713	1.86923172
"TCGA-L5-A4OG"	"TCGA-L5-A4OG"	0.1785	0.2322	0.265	0.8103	2.64246452
"TCGA-L5-A4OQ"	"TCGA-L5-A4OQ"	0.3896	0.2972	0.894	0.6958	2.540329475
"TCGA-LN-A49U"	"TCGA-LN-A49U"	1.0217	0.6551	-0.268	0.7087	0.301029996
"TCGA-L5-A4OR"	"TCGA-L5-A4OR"	-0.267	0.0514	-1.042	0.3328	2.568201724
"TCGA-L5-A4OH"	"TCGA-L5-A4OH"	-0.8833	-0.2044	-1.913	0.1016	1
"TCGA-LN-A49M"	"TCGA-LN-A49M"	0.676	0.5152	0.472	0.6072	0.301029996
"TCGA-L5-A4OJ"	"TCGA-L5-A4OJ"	-0.6343	-0.255	-0.888	0.1039	2.64246452
"TCGA-IG-A4QS"	"TCGA-IG-A4QS"	-0.8415	-0.4017	-1.813	0.4431	0.77815125
"TCGA-LN-A49X"	"TCGA-LN-A49X"	1.6605	0.8415	0.098	0.9968	1.579783597
"TCGA-LN-A49W"	"TCGA-LN-A49W"	1.3302	0.7682	1.162	1.1498	2.718501689
"TCGA-IG-A4P3"	"TCGA-IG-A4P3"	-0.185	0.2833	-1.357	1.13	2.477121255
"TCGA-L5-A4OI"	"TCGA-L5-A4OI"	-0.6529	-0.2242	-0.507	-0.0327	1.447158031
"TCGA-LN-A4A8"	"TCGA-LN-A4A8"	0.8648	0.5702	0.228	0.8214	2.436162647
"TCGA-LN-A49Y"	"TCGA-LN-A49Y"	0.0036	0.1487	-0.305	0.4277	1.301029996
"TCGA-LN-A4A4"	"TCGA-LN-A4A4"	1.0243	0.6463	-0.039	0.5865	0.903089987
"TCGA-LN-A4A1"	"TCGA-LN-A4A1"	1.173	0.7036	1.666	0.5622	NA
"TCGA-IG-A50L"	"TCGA-IG-A50L"	1.3399	0.7344	1.756	0.9283	1.73239376
"TCGA-LN-A4A5"	"TCGA-LN-A4A5"	1.565	0.7425	-0.502	0.7598	1.959041392
"TCGA-L5-A4ON"	"TCGA-L5-A4ON"	-0.3555	-0.0011	-0.299	0.6913	0.698970004
"TCGA-LN-A4A6"	"TCGA-LN-A4A6"	0.4873	0.4151	0.239	0.6212	1.51851394
"TCGA-IG-A4QT"	"TCGA-IG-A4QT"	NA	NA	NA	NA	2.63447727
"TCGA-L5-A4OM"	"TCGA-L5-A4OM"	-0.6248	0.2349	-0.282	0.9856	1.544068044
"TCGA-LN-A4A3"	"TCGA-LN-A4A3"	0.1998	0.2351	2.747	0.9565	1.531478917
"TCGA-IG-A51D"	"TCGA-IG-A51D"	0.8401	0.4146	0.95	0.7226	2.328379603
"TCGA-L5-A4OO"	"TCGA-L5-A4OO"	0.8295	0.5432	0.465	0.7037	2.605305046
"TCGA-L5-A4OE"	"TCGA-L5-A4OE"	-0.0781	0.1872	0.455	0.648	2.113943352
"TCGA-L5-A4OF"	"TCGA-L5-A4OF"	-0.1352	0.0795	-1.259	0.6651	2.419955748
"TCGA-L5-A4OP"	"TCGA-L5-A4OP"	-0.2644	-0.1346	-1.687	0.263	1.838849091
"TCGA-L7-A56G"	"TCGA-L7-A56G"	-0.3538	0.309	-1.781	0.7002	1.544068044
"TCGA-LN-A4A2"	"TCGA-LN-A4A2"	1.0374	0.7521	1.368	0.7573	1.079181246
"TCGA-AQ-A0Y5"	"TCGA-AQ-A0Y5"	1.6216	0.5852	2.824	0.4347	NA
"TCGA-E2-A1LG"	"TCGA-E2-A1LG"	-0.9896	-0.5969	-0.94	0.0085	1.892094603
"TCGA-B6-A1KI"	"TCGA-B6-A1KI"	0.708	0.3108	-3.322	-8e-04	NA
"TCGA-D8-A1XU"	"TCGA-D8-A1XU"	0.9029	0.4276	-0.261	0.4131	NA
"TCGA-BH-A201"	"TCGA-BH-A201"	1.4655	0.6899	0.419	0.7648	NA
"TCGA-D8-A1XV"	"TCGA-D8-A1XV"	-0.636	-0.4351	-1.35	-0.3225	0.301029996
"TCGA-E9-A1NG"	"TCGA-E9-A1NG"	2.1451	0.9328	2.023	0.7186	NA
"TCGA-D8-A1JJ"	"TCGA-D8-A1JJ"	1.3946	0.4798	2.064	0.189	0.477121255
"TCGA-D8-A1XY"	"TCGA-D8-A1XY"	1.2917	0.5085	0.955	0.4671	NA
"TCGA-D8-A1XJ"	"TCGA-D8-A1XJ"	0.9522	0.2615	0.946	-0.0266	0.602059991
"TCGA-EW-A1PH"	"TCGA-EW-A1PH"	0.2424	0.1081	1.145	0.4178	1.414973348
"TCGA-D8-A1XL"	"TCGA-D8-A1XL"	0.3388	-0.0607	0.816	-0.1409	1.892094603
"TCGA-BH-A202"	"TCGA-BH-A202"	0.817	0.3198	0.463	0.2825	1.079181246
"TCGA-D8-A1XW"	"TCGA-D8-A1XW"	0.6426	0.0838	-0.39	0.208	1.431363764
"TCGA-E9-A1R3"	"TCGA-E9-A1R3"	1.4123	0.6757	1.38	0.5742	0.77815125
"TCGA-D8-A1X6"	"TCGA-D8-A1X6"	0.0762	-0.1688	0.355	-0.2248	0.301029996
"TCGA-D8-A1XR"	"TCGA-D8-A1XR"	0.8091	0.1219	-0.924	0.0016	NA
"TCGA-E9-A1R7"	"TCGA-E9-A1R7"	-0.1993	-0.1842	-3.322	-0.0936	NA
"TCGA-D8-A1X8"	"TCGA-D8-A1X8"	0.3539	0.198	-0.997	0.3971	0.301029996
"TCGA-D8-A1XS"	"TCGA-D8-A1XS"	0.7876	0.3065	0.665	0.2081	1.079181246
"TCGA-D8-A1XT"	"TCGA-D8-A1XT"	1.4918	0.6232	1.028	-0.0148	0.602059991
"TCGA-D8-A1XK"	"TCGA-D8-A1XK"	0.1503	0.0066	2.537	0.0821	1.602059991
"TCGA-E9-A1NE"	"TCGA-E9-A1NE"	0.652	0.2662	-1.039	0.6739	1.62324929
"TCGA-D8-A1XO"	"TCGA-D8-A1XO"	0.6858	0.403	-0.138	0.1245	0.301029996
"TCGA-D8-A1XQ"	"TCGA-D8-A1XQ"	0.9146	0.3085	1.736	0.2176	2.334453751
"TCGA-E9-A1R5"	"TCGA-E9-A1R5"	0.9248	0.3455	1.077	0.0199	NA
"TCGA-D8-A1X7"	"TCGA-D8-A1X7"	0.9137	0.2465	0.151	0.0312	0.903089987
"TCGA-D8-A1Y0"	"TCGA-D8-A1Y0"	0.5764	0.343	-0.248	0.4119	1.531478917
"TCGA-E9-A1N4"	"TCGA-E9-A1N4"	1.6596	0.3264	-1.109	0.311	0.698970004
"TCGA-D8-A1XM"	"TCGA-D8-A1XM"	1.048	0.5233	1.465	0.5646	1.146128036
"TCGA-D8-A1XZ"	"TCGA-D8-A1XZ"	0.9928	0.1286	1.801	-0.0235	1.875061263
"TCGA-37-4132"	"TCGA-37-4132"	0.4547	-0.2323	2.276	0.1841	2.227886705
"TCGA-51-4081"	"TCGA-51-4081"	1.0307	0.6061	-0.043	0.7002	0.698970004
"TCGA-37-4135"	"TCGA-37-4135"	0.0058	-0.3507	2.614	0.0887	1.838849091
"TCGA-37-4129"	"TCGA-37-4129"	-0.9547	-0.901	-1.797	-0.2596	NA
"TCGA-37-4141"	"TCGA-37-4141"	0.3244	-0.1387	0.987	0.3994	1.838849091
"TCGA-37-4130"	"TCGA-37-4130"	-0.0078	-0.5598	1.067	0.1495	1.991226076
"TCGA-51-4079"	"TCGA-51-4079"	0.7021	0.4848	1.909	1.0253	2.045322979
"TCGA-37-4133"	"TCGA-37-4133"	-0.0332	-0.2324	0.959	0.4131	1.755874856
"TCGA-51-4080"	"TCGA-51-4080"	-0.478	-0.3028	0.777	0.3976	0.77815125
"TCGA-HU-A4G3"	"TCGA-HU-A4G3"	-0.2976	0.0531	-0.205	0.4108	1.477121255
"TCGA-CD-A486"	"TCGA-CD-A486"	0.9564	0.2505	2.78	0.6714	2.499687083
"TCGA-CD-A487"	"TCGA-CD-A487"	0.53	0.2831	1.054	0.4307	0.301029996
"TCGA-HU-A4G6"	"TCGA-HU-A4G6"	-1.3832	-0.7018	-1.885	-0.3414	0.698970004
"TCGA-44-A479"	"TCGA-44-A479"	0.7795	0.1992	1.986	0.602	2.451786436
"TCGA-55-A490"	"TCGA-55-A490"	0.8565	0.4663	4.294	0.2195	1.662757832
"TCGA-62-A46P"	"TCGA-62-A46P"	-0.3922	-0.3351	1.875	-0.0224	0.698970004
"TCGA-62-A471"	"TCGA-62-A471"	-0.0551	-0.0211	1.228	0.5218	0.301029996
"TCGA-J2-A4AE"	"TCGA-J2-A4AE"	-0.0737	-0.2204	3.158	0.6249	1.531478917
"TCGA-44-A47A"	"TCGA-44-A47A"	0.2452	-0.095	1.595	0.4135	0.77815125
"TCGA-55-A491"	"TCGA-55-A491"	0.6482	0.3172	1.61	0.4714	2.214843848
"TCGA-62-A46R"	"TCGA-62-A46R"	-0.0501	-0.1073	2.292	0.3118	1.230448921
"TCGA-62-A472"	"TCGA-62-A472"	-0.1165	-0.1577	2.967	0.3088	1.041392685
"TCGA-J2-A4AG"	"TCGA-J2-A4AG"	0.6138	0.4007	3.836	0.7344	1.69019608
"TCGA-44-A47B"	"TCGA-44-A47B"	0.6287	0.1727	1.854	0.2428	1.322219295
"TCGA-55-A492"	"TCGA-55-A492"	-0.6808	-0.5979	3.857	0.1066	1.113943352
"TCGA-62-A46S"	"TCGA-62-A46S"	-0.1066	-0.1239	1.383	0.4001	1.785329835
"TCGA-86-A456"	"TCGA-86-A456"	0.4282	0.024	3.636	0.7719	1
"TCGA-L4-A4E6"	"TCGA-L4-A4E6"	0.2557	0.1083	4.143	0.6831	1.176091259
"TCGA-44-A47F"	"TCGA-44-A47F"	NA	NA	NA	NA	NA
"TCGA-55-A493"	"TCGA-55-A493"	0.989	0.5967	2.585	0.4985	1.806179974
"TCGA-62-A46U"	"TCGA-62-A46U"	0.1309	-0.041	4.064	0.3615	0.602059991
"TCGA-86-A4D0"	"TCGA-86-A4D0"	-0.3654	-0.5037	4.29	-0.0335	1.785329835
"TCGA-L9-A443"	"TCGA-L9-A443"	0.8013	0.3835	2.587	0.6846	0.77815125
"TCGA-44-A47G"	"TCGA-44-A47G"	1.1005	0.5737	4.425	0.8429	2.247973266
"TCGA-55-A4DF"	"TCGA-55-A4DF"	0.3441	-0.0651	2.222	0.4334	1.851258349
"TCGA-62-A46V"	"TCGA-62-A46V"	0.719	-0.0052	3.544	0.2983	NA
"TCGA-91-A4BC"	"TCGA-91-A4BC"	0.8065	0.4409	3.042	0.5645	2.176091259
"TCGA-L9-A444"	"TCGA-L9-A444"	0.6094	0.2004	4.724	0.2343	2.103803721
"TCGA-55-A48X"	"TCGA-55-A48X"	0.3935	0.3852	2.033	0.8629	2.064457989
"TCGA-55-A4DG"	"TCGA-55-A4DG"	0.1361	-0.0953	3.403	0.4983	2
"TCGA-62-A46Y"	"TCGA-62-A46Y"	-0.2527	-0.1107	4.291	0.6757	1.230448921
"TCGA-38-A44F"	"TCGA-38-A44F"	0.6265	0.345	2.514	1.1459	2.041392685
"TCGA-55-A48Y"	"TCGA-55-A48Y"	1.0633	0.4251	3.046	0.3585	2.214843848
"TCGA-62-A46O"	"TCGA-62-A46O"	-0.8093	-0.5136	1.979	0.1142	1.342422681
"TCGA-AX-A05Y"	"TCGA-AX-A05Y"	-0.6538	-0.1744	-0.941	-0.1948	NA
"TCGA-NI-A4U2"	"TCGA-NI-A4U2"	-0.091	-0.8328	-1.841	-0.6404	NA
"TCGA-K7-A5RG"	"TCGA-K7-A5RG"	0.078	-0.4809	0.023	0.1344	2.301029996
"TCGA-E2-A573"	"TCGA-E2-A573"	0.4838	0.1365	0.046	0.4572	1.591064607
"TCGA-DX-A23V"	"TCGA-DX-A23V"	1.0662	0.4507	0.595	0.0318	NA
"TCGA-MB-A5Y8"	"TCGA-MB-A5Y8"	1.9936	0.5957	1.154	-0.1132	NA
"TCGA-A7-A5ZX"	"TCGA-A7-A5ZX"	0.9417	0.4688	-1.545	0.6942	0.301029996
"TCGA-E2-A574"	"TCGA-E2-A574"	0.2106	-0.1829	-0.322	0.0606	NA
"TCGA-DX-A3U6"	"TCGA-DX-A3U6"	1.5869	0.6131	0.312	0.4295	1.278753601
"TCGA-MB-A5Y9"	"TCGA-MB-A5Y9"	0.6001	0.2128	2.428	0.1005	0.301029996
"TCGA-MB-A5YA"	"TCGA-MB-A5YA"	0.4406	-0.2042	-0.599	-0.1687	NA
"TCGA-AC-A5XS"	"TCGA-AC-A5XS"	0.8244	0.1692	0.088	0.3879	1.176091259
"TCGA-LL-A5YL"	"TCGA-LL-A5YL"	0.5289	0.225	0.696	0.36	0.301029996
"TCGA-DX-A3U7"	"TCGA-DX-A3U7"	1.2501	-0.0455	-1.047	-0.2358	NA
"TCGA-E2-A570"	"TCGA-E2-A570"	1.1814	0.5154	0.573	0.3355	NA
"TCGA-JV-A5VF"	"TCGA-JV-A5VF"	NA	NA	NA	NA	NA
"TCGA-JV-A5VE"	"TCGA-JV-A5VE"	0.6087	0.1845	-2.244	-0.069	0.477121255
"TCGA-OL-A66I"	"TCGA-OL-A66I"	1.0442	0.2721	0.179	0.5224	1.380211242
"TCGA-E2-A56Z"	"TCGA-E2-A56Z"	0.4904	-0.1144	-1.112	0.0195	0.301029996
"TCGA-AC-A62X"	"TCGA-AC-A62X"	-0.6376	-0.1327	-0.524	-0.0966	NA
"TCGA-OL-A66H"	"TCGA-OL-A66H"	0.6636	-0.0109	0.19	0.2147	1.230448921
"TCGA-DX-A3U8"	"TCGA-DX-A3U8"	1.5227	0.3566	-0.559	-0.4181	NA
"TCGA-OL-A66J"	"TCGA-OL-A66J"	0.9903	0.5239	-0.891	0.4635	0.477121255
"TCGA-OL-A66K"	"TCGA-OL-A66K"	0.9093	0.3708	-0.788	0.3787	0.77815125
"TCGA-HB-A5W3"	"TCGA-HB-A5W3"	0.6292	0.1392	-1.651	0.1736	NA
"TCGA-AC-A62Y"	"TCGA-AC-A62Y"	1.0068	0.1418	0.863	0.2052	NA
"TCGA-49-4488"	"TCGA-49-4488"	0.4979	-0.0332	6.692	0.0418	1.322219295
"TCGA-75-6203"	"TCGA-75-6203"	0.1047	0.0538	3.82	0.7038	0.77815125
"TCGA-50-5935"	"TCGA-50-5935"	0.4977	0.0999	3.64	0.4548	1.146128036
"TCGA-50-6591"	"TCGA-50-6591"	NA	NA	NA	NA	NA
"TCGA-50-6592"	"TCGA-50-6592"	NA	NA	NA	NA	2.025305865
"TCGA-38-6178"	"TCGA-38-6178"	1.0102	0.5333	4.197	0.7559	1.361727836
"TCGA-86-6562"	"TCGA-86-6562"	1.1402	0.5408	4.506	0.654	1
"TCGA-50-6593"	"TCGA-50-6593"	1.1171	0.64	4.014	0.7875	1.230448921
"TCGA-50-5931"	"TCGA-50-5931"	0.6663	0.4122	1.082	0.6855	0.477121255
"TCGA-44-6145"	"TCGA-44-6145"	0.9193	0.4708	3.648	0.862	2.281033367
"TCGA-50-5933"	"TCGA-50-5933"	1.6511	0.6071	4.363	0.5683	1.278753601
"TCGA-05-4384"	"TCGA-05-4384"	0.0387	0.0162	2.896	0.5913	0.602059991
"TCGA-75-6211"	"TCGA-75-6211"	0.1983	0.0628	3.825	0.1689	2.103803721
"TCGA-44-6144"	"TCGA-44-6144"	NA	NA	NA	NA	NA
"TCGA-38-4631"	"TCGA-38-4631"	0.1805	-0.1696	2.894	0.22	1.982271233
"TCGA-50-6594"	"TCGA-50-6594"	NA	NA	NA	NA	0.301029996
"TCGA-55-6543"	"TCGA-55-6543"	0.6141	0.3165	4.279	0.5644	1.255272505
"TCGA-44-6146"	"TCGA-44-6146"	-0.4304	7e-04	-0.329	0.3032	0.77815125
"TCGA-67-4679"	"TCGA-67-4679"	0.2287	-0.0079	1.974	0.6101	0.903089987
"TCGA-75-6205"	"TCGA-75-6205"	1.5416	0.5938	1.412	0.7517	1.755874856
"TCGA-50-5932"	"TCGA-50-5932"	-0.4828	-0.1919	3.172	0.0068	1.361727836
"TCGA-67-6215"	"TCGA-67-6215"	-0.5446	-0.1715	3.358	0.1631	0.301029996
"TCGA-75-6206"	"TCGA-75-6206"	0.5911	0.0636	3.847	0.136	0.84509804
"TCGA-44-6148"	"TCGA-44-6148"	-0.141	0.1702	3.092	1.0784	1.591064607
"TCGA-05-4390"	"TCGA-05-4390"	0.7857	0.1018	4.735	0.2793	1.832508913
"TCGA-67-6217"	"TCGA-67-6217"	0.2037	-0.023	3.088	0.5414	1.748188027
"TCGA-50-5942"	"TCGA-50-5942"	-0.0314	0.187	1.297	0.6493	1.908485019
"TCGA-75-5122"	"TCGA-75-5122"	0.4151	0.1389	3.288	0.3811	1.544068044
"TCGA-75-6212"	"TCGA-75-6212"	0.4408	0.1697	3.313	0.4341	1.792391689
"TCGA-50-5944"	"TCGA-50-5944"	0.6214	0.3992	2.825	0.6409	0.602059991
"TCGA-75-5126"	"TCGA-75-5126"	0.7233	0.3769	3.801	0.9913	0.477121255
"TCGA-38-4632"	"TCGA-38-4632"	0.489	0.0138	4.626	0.4648	0.602059991
"TCGA-73-4676"	"TCGA-73-4676"	0.544	0.0533	3.091	0.6419	NA
"TCGA-50-5941"	"TCGA-50-5941"	0.6155	0.3276	3.573	0.6485	1.875061263
"TCGA-05-4425"	"TCGA-05-4425"	1.0175	0.2405	1.695	0.5171	1.255272505
"TCGA-75-5125"	"TCGA-75-5125"	NA	NA	NA	NA	1.643452676
"TCGA-67-6216"	"TCGA-67-6216"	-0.1576	0.1659	4.255	0.4984	1.414973348
"TCGA-75-6207"	"TCGA-75-6207"	-0.0365	-0.1266	4.187	0.1333	0.301029996
"TCGA-DU-6397"	"TCGA-DU-6397"	-1.8153	-0.8847	-1.843	-0.2231	NA
"TCGA-FG-5963"	"TCGA-FG-5963"	-0.8743	-0.2009	0.535	0.0038	NA
"TCGA-DU-5870"	"TCGA-DU-5870"	-1.4507	-0.8647	-1.458	-0.2136	NA
"TCGA-DU-6396"	"TCGA-DU-6396"	-1.1561	-0.7001	0.586	-0.2127	NA
"TCGA-CS-6290"	"TCGA-CS-6290"	-2.122	-0.9031	-0.82	-0.2696	NA
"TCGA-DU-5872"	"TCGA-DU-5872"	-1.3186	-0.7459	-0.773	-0.2019	0.301029996
"TCGA-DU-6399"	"TCGA-DU-6399"	-1.6005	-0.8168	-2.472	-0.3534	NA
"TCGA-DU-6407"	"TCGA-DU-6407"	-1.799	-0.9084	-1.58	-0.5372	NA
"TCGA-DU-5847"	"TCGA-DU-5847"	-1.285	-0.4381	0.899	0.1896	NA
"TCGA-DU-5849"	"TCGA-DU-5849"	-2.2125	-0.9792	-1.785	-0.2175	NA
"TCGA-DU-5852"	"TCGA-DU-5852"	-0.9509	-0.1577	-1.487	0.0191	NA
"TCGA-DU-6393"	"TCGA-DU-6393"	-2.1064	-1.0803	-2.905	-0.6	NA
"TCGA-DU-5854"	"TCGA-DU-5854"	-1.0124	-0.236	-1.365	-0.0362	NA
"TCGA-DU-6394"	"TCGA-DU-6394"	-1.3551	-0.7942	-0.579	-0.4942	NA
"TCGA-DU-6403"	"TCGA-DU-6403"	-1.9147	-0.5856	-0.348	-0.2675	NA
"TCGA-DU-6395"	"TCGA-DU-6395"	-1.7336	-0.8506	-0.526	-0.2953	NA
"TCGA-DU-6405"	"TCGA-DU-6405"	-1.4937	-0.4244	-0.899	-0.3437	NA
"TCGA-DU-5871"	"TCGA-DU-5871"	-2.1599	-0.9797	-1.236	-0.3418	NA
"TCGA-DU-6408"	"TCGA-DU-6408"	-1.7269	-0.8126	-1.897	-0.2919	NA
"TCGA-DU-6392"	"TCGA-DU-6392"	-0.1776	-0.2265	-0.751	-0.01	NA
"TCGA-DU-6402"	"TCGA-DU-6402"	0.1898	0.1838	0.993	0.1184	NA
"TCGA-EY-A212"	"TCGA-EY-A212"	-0.6664	-0.1015	-1.016	-0.0281	NA
"TCGA-DU-5874"	"TCGA-DU-5874"	-2.1197	-1.0733	-2.55	-0.5477	NA
"TCGA-DU-6400"	"TCGA-DU-6400"	-1.7137	-1.0805	-2.582	-0.317	NA
"TCGA-FG-5964"	"TCGA-FG-5964"	-1.6615	-0.8598	-1.06	-0.2867	NA
"TCGA-B5-A0JX"	"TCGA-B5-A0JX"	-0.023	0.0556	-0.494	0.2772	NA
"TCGA-DU-5855"	"TCGA-DU-5855"	-1.8785	-0.8316	-0.453	-0.1834	NA
"TCGA-DU-6401"	"TCGA-DU-6401"	-1.226	-0.5904	-0.089	-0.2169	NA
"TCGA-EY-A215"	"TCGA-EY-A215"	-1.2261	-0.4371	-1.566	-0.1551	NA
"TCGA-A5-A1OK"	"TCGA-A5-A1OK"	-0.0455	0.0542	-1.442	0.3289	NA
"TCGA-D1-A1NW"	"TCGA-D1-A1NW"	-0.9388	-0.2872	-1.74	0.111	NA
"TCGA-B5-A0K8"	"TCGA-B5-A0K8"	-0.883	-0.1969	-2.43	-0.013	NA
"TCGA-2L-AAQA"	"TCGA-2L-AAQA"	1.1753	0.6265	1.977	0.7855	NA
"TCGA-IB-AAUS"	"TCGA-IB-AAUS"	1.946	0.982	3.639	1.298	1.041392685
"TCGA-2L-AAQL"	"TCGA-2L-AAQL"	0.9374	0.5462	1.438	0.8697	NA
"TCGA-IB-AAUN"	"TCGA-IB-AAUN"	1.1166	0.7249	1.353	1.0347	1.491361694
"TCGA-3A-A9I9"	"TCGA-3A-A9I9"	0.8548	0.4872	1.893	0.9741	0.301029996
"TCGA-F2-A7TX"	"TCGA-F2-A7TX"	0.6558	0.5374	0.756	0.9433	1.301029996
"TCGA-3A-A9IC"	"TCGA-3A-A9IC"	1.8548	1.0873	2.152	0.8896	0.84509804
"TCGA-IB-AAUO"	"TCGA-IB-AAUO"	0.871	0.5928	1.156	0.9095	0.301029996
"TCGA-3E-AAAZ"	"TCGA-3E-AAAZ"	1.077	0.6805	0.544	0.9009	1.342422681
"TCGA-3A-A9I7"	"TCGA-3A-A9I7"	1.3472	0.8572	1.638	1.0908	0.477121255
"TCGA-3E-AAAY"	"TCGA-3E-AAAY"	1.0158	0.6229	1.905	1.1812	0.77815125
"TCGA-3N-A9WC"	"TCGA-3N-A9WC"	NA	NA	NA	NA	1.995635195
"TCGA-W3-AA21"	"TCGA-W3-AA21"	NA	NA	NA	NA	NA
"TCGA-YG-AA3O"	"TCGA-YG-AA3O"	NA	NA	NA	NA	1.204119983
"TCGA-WE-AA9Y"	"TCGA-WE-AA9Y"	NA	NA	NA	NA	1.84509804
"TCGA-3N-A9WD"	"TCGA-3N-A9WD"	NA	NA	NA	NA	1.278753601
"TCGA-YG-AA3N"	"TCGA-YG-AA3N"	-0.1336	-0.0032	-1.155	0.0851	1.322219295
"TCGA-LH-A9QB"	"TCGA-LH-A9QB"	NA	NA	NA	NA	NA
"TCGA-WE-AAA3"	"TCGA-WE-AAA3"	NA	NA	NA	NA	0.77815125
"TCGA-WE-AAA0"	"TCGA-WE-AAA0"	NA	NA	NA	NA	NA
