"FID"	"IID"	"Sigs160.Wolf_MHC1.21978456"	"Sigs160.Wolf_MHC2.21978456"	"Sigs160.Wolf_Minterferon.Cluster.21214954"	"Sigs160.Wolf_Module11.Prolif.score"	"Sigs160.Wolf_Module3.IFN.score"
"TCGA-28-1755"	"TCGA-28-1755"	NA	NA	NA	NA	NA
"TCGA-14-1795"	"TCGA-14-1795"	NA	NA	NA	NA	NA
"TCGA-19-1387"	"TCGA-19-1387"	NA	NA	NA	NA	NA
"TCGA-14-1823"	"TCGA-14-1823"	-0.5764	0.7247	-0.1563	-0.3665	0.1961
"TCGA-27-1834"	"TCGA-27-1834"	-0.4067	0.7481	0.8058	-0.6609	1.5542
"TCGA-12-1602"	"TCGA-12-1602"	NA	NA	NA	NA	NA
"TCGA-19-1786"	"TCGA-19-1786"	NA	NA	NA	NA	NA
"TCGA-19-1388"	"TCGA-19-1388"	NA	NA	NA	NA	NA
"TCGA-14-1825"	"TCGA-14-1825"	-1.5264	-0.6358	-1.03	0.6973	-0.9444
"TCGA-16-1460"	"TCGA-16-1460"	NA	NA	NA	NA	NA
"TCGA-28-1745"	"TCGA-28-1745"	NA	NA	NA	NA	NA
"TCGA-28-1760"	"TCGA-28-1760"	NA	NA	NA	NA	NA
"TCGA-19-1788"	"TCGA-19-1788"	NA	NA	NA	NA	NA
"TCGA-19-1389"	"TCGA-19-1389"	NA	NA	NA	NA	NA
"TCGA-14-1827"	"TCGA-14-1827"	NA	NA	NA	NA	NA
"TCGA-J8-A3NZ"	"TCGA-J8-A3NZ"	0.7013	0.9569	0.0447	-1.4816	0.0227
"TCGA-EE-A180"	"TCGA-EE-A180"	NA	NA	NA	NA	NA
"TCGA-EL-A3H7"	"TCGA-EL-A3H7"	0.6163	1.3538	0.2168	-1.2734	-0.1912
"TCGA-EM-A3FN"	"TCGA-EM-A3FN"	-0.7763	-1.9998	-0.9593	-2.1606	-1.1418
"TCGA-FR-A2OS"	"TCGA-FR-A2OS"	-0.9137	0.1868	-1.3154	0.7272	-1.9395
"TCGA-FY-A3NP"	"TCGA-FY-A3NP"	-0.8769	-0.7285	-0.7893	-2.3355	-0.9866
"TCGA-EM-A3FJ"	"TCGA-EM-A3FJ"	-0.0531	0.5234	-0.3811	-1.6616	-0.5343
"TCGA-EM-A3FO"	"TCGA-EM-A3FO"	-0.1633	-1.193	-0.7552	-1.5736	-0.8285
"TCGA-EL-A3GV"	"TCGA-EL-A3GV"	0.0426	0.3573	-0.2561	-1.5057	-0.4718
"TCGA-EL-A3H1"	"TCGA-EL-A3H1"	-0.8847	-1.3015	-0.7154	-1.3954	-0.9161
"TCGA-EM-A3FM"	"TCGA-EM-A3FM"	1.3529	1.5782	-0.0982	-1.8232	-0.201
"TCGA-FY-A3NM"	"TCGA-FY-A3NM"	-1.0176	-1.5575	-0.7731	-2.285	-0.9465
"TCGA-EL-A3MX"	"TCGA-EL-A3MX"	-0.6084	-1.1613	-0.5356	-1.3251	-0.3941
"TCGA-D3-A3MR"	"TCGA-D3-A3MR"	NA	NA	NA	NA	NA
"TCGA-EL-A3GU"	"TCGA-EL-A3GU"	-0.312	0.5108	-0.3912	-1.1248	-0.5144
"TCGA-D3-A3ML"	"TCGA-D3-A3ML"	NA	NA	NA	NA	NA
"TCGA-EL-A3MY"	"TCGA-EL-A3MY"	-0.022	0.2526	-0.2483	-1.0273	-0.5269
"TCGA-EM-A3FP"	"TCGA-EM-A3FP"	0.0491	0.6346	-0.0897	-1.9547	-0.3881
"TCGA-EM-A3FL"	"TCGA-EM-A3FL"	-0.6849	-0.9315	-0.6263	-2.134	-0.7736
"TCGA-FY-A3NN"	"TCGA-FY-A3NN"	-0.1339	0.5767	-0.5413	-1.8525	-0.7311
"TCGA-EE-A3JH"	"TCGA-EE-A3JH"	NA	NA	NA	NA	NA
"TCGA-EE-A2MF"	"TCGA-EE-A2MF"	NA	NA	NA	NA	NA
"TCGA-D3-A3MU"	"TCGA-D3-A3MU"	NA	NA	NA	NA	NA
"TCGA-EE-A3JB"	"TCGA-EE-A3JB"	NA	NA	NA	NA	NA
"TCGA-ET-A3DP"	"TCGA-ET-A3DP"	0.1361	0.3294	-0.4318	-1.9311	-0.753
"TCGA-D3-A3MO"	"TCGA-D3-A3MO"	NA	NA	NA	NA	NA
"TCGA-69-7973"	"TCGA-69-7973"	NA	NA	NA	NA	NA
"TCGA-69-7974"	"TCGA-69-7974"	NA	NA	NA	NA	NA
"TCGA-69-7978"	"TCGA-69-7978"	NA	NA	NA	NA	NA
"TCGA-FW-A3I3"	"TCGA-FW-A3I3"	NA	NA	NA	NA	NA
"TCGA-EE-A3JI"	"TCGA-EE-A3JI"	NA	NA	NA	NA	NA
"TCGA-55-7994"	"TCGA-55-7994"	NA	NA	NA	NA	NA
"TCGA-55-7995"	"TCGA-55-7995"	NA	NA	NA	NA	NA
"TCGA-DK-A2I4"	"TCGA-DK-A2I4"	0.9606	1.7765	1.4996	0.6478	1.454
"TCGA-69-7980"	"TCGA-69-7980"	0.7526	0.753	0.8905	-0.1389	1.0556
"TCGA-93-7348"	"TCGA-93-7348"	0.1937	1.0734	0.005	-0.7736	-0.5661
"TCGA-97-7546"	"TCGA-97-7546"	0.1876	1.502	0.2465	-0.6709	-0.0435
"TCGA-38-7271"	"TCGA-38-7271"	0.3851	1.7557	0.4511	-0.6907	-0.0452
"TCGA-55-7283"	"TCGA-55-7283"	0.5199	1.4975	0.3853	-0.3523	0.3754
"TCGA-78-7149"	"TCGA-78-7149"	-0.2294	0.1745	-0.3971	-1.048	-0.7704
"TCGA-97-7553"	"TCGA-97-7553"	0.6759	1.6009	0.79	-0.0444	0.8657
"TCGA-78-7150"	"TCGA-78-7150"	-0.3106	-0.8086	0.3856	0.6944	0.7656
"TCGA-97-7554"	"TCGA-97-7554"	0.7383	1.032	0.6848	-0.2511	1.094
"TCGA-78-7161"	"TCGA-78-7161"	0.0194	-1.2084	-0.0265	-0.7705	0.1576
"TCGA-44-5644"	"TCGA-44-5644"	NA	NA	NA	NA	NA
"TCGA-78-7146"	"TCGA-78-7146"	NA	NA	NA	NA	NA
"TCGA-55-7227"	"TCGA-55-7227"	0.6681	1.3195	0.6475	-0.3521	0.5611
"TCGA-55-7570"	"TCGA-55-7570"	NA	NA	NA	NA	NA
"TCGA-78-7155"	"TCGA-78-7155"	-1.6317	-0.7805	-1.378	1.2328	-2.0788
"TCGA-50-7109"	"TCGA-50-7109"	-0.1311	0.1994	0.2855	0.1171	0.0938
"TCGA-78-7147"	"TCGA-78-7147"	1.2417	1.5574	0.7512	0.1755	0.7192
"TCGA-78-7156"	"TCGA-78-7156"	-0.4329	-0.3819	-0.2078	-1.4348	-0.7125
"TCGA-78-7158"	"TCGA-78-7158"	0.0583	0.8648	-0.1711	-0.327	-0.2455
"TCGA-78-7159"	"TCGA-78-7159"	-0.565	-0.8039	0.1269	0.3171	0.1099
"TCGA-55-7573"	"TCGA-55-7573"	0.5079	2.1665	0.5684	-1.1932	0.6975
"TCGA-78-7152"	"TCGA-78-7152"	-0.0239	1.1774	0.1814	-0.6095	-0.005
"TCGA-99-7458"	"TCGA-99-7458"	0.5249	1.8089	0.7503	-0.5917	0.5703
"TCGA-78-7153"	"TCGA-78-7153"	-0.4747	1.063	-0.5019	-0.3654	-1.0513
"TCGA-78-7220"	"TCGA-78-7220"	NA	NA	NA	NA	NA
"TCGA-78-7154"	"TCGA-78-7154"	-0.2211	-0.3015	-0.0889	0.7112	-0.3504
"TCGA-55-7281"	"TCGA-55-7281"	0.3993	1.5086	0.3311	-0.5937	0.1568
"TCGA-78-7148"	"TCGA-78-7148"	0.252	0.5718	0.2724	0.1351	0.2271
"TCGA-97-7552"	"TCGA-97-7552"	1.4461	1.4468	1.0166	-0.8459	0.909
"TCGA-78-7160"	"TCGA-78-7160"	0.264	1.0726	0.4172	-0.0266	0.1361
"TCGA-E2-A1IG"	"TCGA-E2-A1IG"	-0.371	-0.7635	0.1406	-0.249	0.5609
"TCGA-EW-A1PA"	"TCGA-EW-A1PA"	-1.1001	-0.6005	0.0769	0.3048	0.1266
"TCGA-A1-A0SG"	"TCGA-A1-A0SG"	-1.0369	0.1514	-0.1606	-0.4762	0.0601
"TCGA-E9-A1ND"	"TCGA-E9-A1ND"	1.1659	1.3351	1.541	0.5402	2.1641
"TCGA-EW-A1P4"	"TCGA-EW-A1P4"	1.3144	2.194	0.6599	1.1462	0.298
"TCGA-EW-A1PE"	"TCGA-EW-A1PE"	0.8726	0.7696	1.6978	-0.2639	2.7171
"TCGA-E2-A1L7"	"TCGA-E2-A1L7"	0.4359	1.0336	0.751	1.1093	0.7501
"TCGA-EW-A1PG"	"TCGA-EW-A1PG"	-1.0979	-0.479	-0.4995	-1.326	-0.7568
"TCGA-E2-A1LA"	"TCGA-E2-A1LA"	0.2351	1.0836	0.3526	0.4241	0.0896
"TCGA-EW-A1OX"	"TCGA-EW-A1OX"	-0.686	-3.0337	-0.2103	-0.3106	0.9073
"TCGA-EW-A1P8"	"TCGA-EW-A1P8"	-0.2604	0.599	-0.0012	1.0645	0.2838
"TCGA-E2-A1LL"	"TCGA-E2-A1LL"	-1.047	-1.3036	-0.3687	0.853	-0.0888
"TCGA-B5-A1MZ"	"TCGA-B5-A1MZ"	0.8533	1.0285	-0.1905	-0.3685	-0.6539
"TCGA-E6-A1M0"	"TCGA-E6-A1M0"	-0.7227	-0.9665	-0.3564	1.0936	-0.6042
"TCGA-E9-A1N8"	"TCGA-E9-A1N8"	-0.8904	-1.1865	-0.2541	0.5267	-0.2133
"TCGA-E9-A1NA"	"TCGA-E9-A1NA"	-0.4777	0.4155	0.3354	0.1893	0.97
"TCGA-A1-A0SI"	"TCGA-A1-A0SI"	0.0639	0.4068	0.8501	0.4131	1.0931
"TCGA-E2-A1IO"	"TCGA-E2-A1IO"	-0.366	-0.022	0.122	-0.4942	-0.0706
"TCGA-EW-A1P5"	"TCGA-EW-A1P5"	1.1446	0.2353	1.4019	-0.087	2.4484
"TCGA-A1-A0SB"	"TCGA-A1-A0SB"	-1.353	-1.0142	-1.4658	-0.3677	-1.6856
"TCGA-EW-A1OY"	"TCGA-EW-A1OY"	-0.2371	-0.3861	0.1155	0.6158	0.6368
"TCGA-B5-A1MY"	"TCGA-B5-A1MY"	0.0719	-0.2167	0.4576	0.5328	1.1848
"TCGA-EY-A1GJ"	"TCGA-EY-A1GJ"	NA	NA	NA	NA	NA
"TCGA-E2-A1LB"	"TCGA-E2-A1LB"	-0.8914	-0.1195	-0.6566	-0.1588	-0.7227
"TCGA-A1-A0SF"	"TCGA-A1-A0SF"	-0.2714	0.2386	-0.1114	-0.2108	-0.4756
"TCGA-EW-A1PB"	"TCGA-EW-A1PB"	0.3263	1.8338	1.9314	0.6876	2.0952
"TCGA-E2-A1IJ"	"TCGA-E2-A1IJ"	0.0493	0.5571	0.2369	-0.6757	0.1302
"TCGA-EW-A1IX"	"TCGA-EW-A1IX"	-0.3493	0.4891	-0.2616	-1.0609	-0.3744
"TCGA-AO-A1KR"	"TCGA-AO-A1KR"	0.1361	-0.2669	0.3708	0.8848	0.5213
"TCGA-E2-A1IF"	"TCGA-E2-A1IF"	0.0194	-0.1138	-0.3579	-0.1333	-0.7891
"TCGA-E2-A1II"	"TCGA-E2-A1II"	0.1704	1.4339	1.1564	0.8056	1.3226
"TCGA-EW-A1P0"	"TCGA-EW-A1P0"	-0.2157	-0.252	-0.0931	-0.0475	0.2537
"TCGA-EW-A1P3"	"TCGA-EW-A1P3"	-0.273	-0.1041	0.2078	0.1451	0.4275
"TCGA-EW-A1PD"	"TCGA-EW-A1PD"	-1.2134	-0.2553	-0.5851	0.4676	-0.7138
"TCGA-E2-A1IK"	"TCGA-E2-A1IK"	0.5664	0.252	0.5988	-0.5239	1.2097
"TCGA-A1-A0SN"	"TCGA-A1-A0SN"	-0.4416	0.578	0.0527	0.4545	-0.0538
"TCGA-EW-A1OV"	"TCGA-EW-A1OV"	0.2584	1.4932	0.6819	0.2351	0.6485
"TCGA-EW-A1P7"	"TCGA-EW-A1P7"	0.6136	1.6904	0.8422	-0.3882	0.6717
"TCGA-B5-A1MX"	"TCGA-B5-A1MX"	-0.9347	-0.4415	-0.0085	0.774	0.1454
"TCGA-B5-A1N2"	"TCGA-B5-A1N2"	-0.7333	-0.5583	0.3017	0.9117	0.6602
"TCGA-E6-A1LZ"	"TCGA-E6-A1LZ"	-0.2294	-0.0639	0.0377	0.8524	-0.2203
"TCGA-BR-A4J9"	"TCGA-BR-A4J9"	-0.6657	-0.0731	0.0215	-1.0652	-0.0991
"TCGA-CD-A4MG"	"TCGA-CD-A4MG"	-1.0189	-0.1554	-0.0637	0.8691	-0.0714
"TCGA-D7-A4YX"	"TCGA-D7-A4YX"	-0.0146	0.6705	0.949	0.8143	0.6014
"TCGA-HU-A4GX"	"TCGA-HU-A4GX"	0.9461	0.9745	1.0967	0.5324	1.2904
"TCGA-HU-A4H8"	"TCGA-HU-A4H8"	1.0249	1.4942	0.6348	0.9075	0.8219
"TCGA-BR-A452"	"TCGA-BR-A452"	-1.3023	-1.2965	-0.4151	1.1445	-0.6946
"TCGA-BR-A4J2"	"TCGA-BR-A4J2"	-0.2523	-0.0333	0.0424	0.2002	-0.1525
"TCGA-BR-A4PD"	"TCGA-BR-A4PD"	0.2246	0.38	0.7787	0.6343	1.4041
"TCGA-CD-A4MH"	"TCGA-CD-A4MH"	0.717	-0.8642	0.1184	0.9162	-0.0838
"TCGA-D7-A4YY"	"TCGA-D7-A4YY"	-0.9153	0.8206	0.794	0.4052	1.0048
"TCGA-HU-A4GJ"	"TCGA-HU-A4GJ"	NA	NA	NA	NA	NA
"TCGA-HU-A4H0"	"TCGA-HU-A4H0"	0.438	1.5902	1.1131	1.0743	0.9556
"TCGA-HU-A4HB"	"TCGA-HU-A4HB"	NA	NA	NA	NA	NA
"TCGA-BR-A4CQ"	"TCGA-BR-A4CQ"	NA	NA	NA	NA	NA
"TCGA-BR-A4J4"	"TCGA-BR-A4J4"	-0.1941	0.0747	0.4563	0.1528	0.0592
"TCGA-BR-A4PE"	"TCGA-BR-A4PE"	0.9179	0.8602	0.8054	1.0773	0.8582
"TCGA-HU-A4H2"	"TCGA-HU-A4H2"	-0.3764	0.2917	0.0709	0.9724	-0.2811
"TCGA-HU-A4HD"	"TCGA-HU-A4HD"	-0.1001	-1.0185	-0.2687	0.85	-0.3623
"TCGA-BR-A4IU"	"TCGA-BR-A4IU"	-0.5036	0.2305	0.2641	-0.1056	0.3966
"TCGA-BR-A4J5"	"TCGA-BR-A4J5"	0.0216	-0.2873	-0.0188	0.0617	-0.1455
"TCGA-BR-A4PF"	"TCGA-BR-A4PF"	0.4836	0.1161	0.7986	0.8821	0.6728
"TCGA-CD-A4MJ"	"TCGA-CD-A4MJ"	-0.1769	-0.5479	0.7972	0.9706	1.1746
"TCGA-EQ-A4SO"	"TCGA-EQ-A4SO"	-1.0356	-1.1075	-0.8263	0.4085	-1.1149
"TCGA-HU-A4GP"	"TCGA-HU-A4GP"	-0.6946	-0.6171	-0.3227	0.8063	-0.4692
"TCGA-AZ-5407"	"TCGA-AZ-5407"	-0.4997	-0.8459	-0.5899	0.6285	-0.9818
"TCGA-D5-6540"	"TCGA-D5-6540"	0.8513	0.0223	0.1074	0.9957	-0.322
"TCGA-A6-5667"	"TCGA-A6-5667"	-0.3589	-1.0938	-0.3782	0.775	-0.6081
"TCGA-AU-3779"	"TCGA-AU-3779"	0.6586	-0.4649	0.5342	0.464	0.8375
"TCGA-CM-4743"	"TCGA-CM-4743"	1.4519	1.3942	0.9931	0.6281	0.9329
"TCGA-G4-6293"	"TCGA-G4-6293"	0.8189	-0.2679	0.0354	0.1318	-0.4606
"TCGA-D5-6536"	"TCGA-D5-6536"	0.5304	-0.6646	-0.6483	0.4603	-1.0085
"TCGA-AY-6196"	"TCGA-AY-6196"	0.793	1.5515	0.5954	-0.2406	0.3476
"TCGA-CM-5348"	"TCGA-CM-5348"	0.968	-0.1472	-0.133	0.0997	-0.2739
"TCGA-CM-5349"	"TCGA-CM-5349"	-0.2503	-0.3925	-0.0164	0.7306	0.1885
"TCGA-D5-6538"	"TCGA-D5-6538"	-0.832	-2.4755	-1.6536	0.5976	-2.2523
"TCGA-AY-6386"	"TCGA-AY-6386"	0.4064	-0.7869	-0.3283	0.7118	-0.5215
"TCGA-AA-3713"	"TCGA-AA-3713"	-0.165	-0.2244	0.263	0.812	-0.0988
"TCGA-A6-2675"	"TCGA-A6-2675"	0.7533	-0.0061	0.456	-0.0337	0.7485
"TCGA-D5-6541"	"TCGA-D5-6541"	0.3654	0.5912	0.6547	0.0797	0.6223
"TCGA-D5-6533"	"TCGA-D5-6533"	0.5299	-0.8981	-0.0469	0.7056	-0.1141
"TCGA-F4-6463"	"TCGA-F4-6463"	-0.4256	-0.8901	-0.3712	0.5106	-0.6659
"TCGA-D5-6535"	"TCGA-D5-6535"	0.7173	0.8262	0.1032	0.5792	-0.1543
"TCGA-CM-5344"	"TCGA-CM-5344"	0.2176	-1.2326	-0.3578	0.4724	-0.398
"TCGA-D5-6537"	"TCGA-D5-6537"	-0.2023	-2.0292	-0.0381	1.0618	0.0818
"TCGA-AY-6197"	"TCGA-AY-6197"	0.3977	-0.5311	-0.3786	0.7015	-1.1086
"TCGA-AA-3712"	"TCGA-AA-3712"	0.4819	-0.1739	-0.2181	0.8618	-0.8403
"TCGA-D5-6539"	"TCGA-D5-6539"	-6e-04	-0.7823	-0.055	0.7743	-0.027
"TCGA-D5-6532"	"TCGA-D5-6532"	0.5077	-1.5667	-0.4484	0.8262	-0.587
"TCGA-AA-3655"	"TCGA-AA-3655"	-0.197	-0.6112	0.5105	0.7936	0.8671
"TCGA-AA-3660"	"TCGA-AA-3660"	0.0689	-0.4999	-0.2417	0.9469	-0.1892
"TCGA-AU-6004"	"TCGA-AU-6004"	0.8411	1.2585	0.6998	0.7411	0.6201
"TCGA-AA-3663"	"TCGA-AA-3663"	-1.0204	-0.5303	-0.4296	0.7227	-0.66
"TCGA-D5-6530"	"TCGA-D5-6530"	-0.2371	0.0012	0.8553	0.5156	0.9139
"TCGA-D5-6531"	"TCGA-D5-6531"	0.6143	-0.6065	0.6484	0.7712	0.8278
"TCGA-33-4566"	"TCGA-33-4566"	0.2557	1.2332	0.9314	0.8984	1.0587
"TCGA-22-4601"	"TCGA-22-4601"	0.0149	-5e-04	0.1529	0.3775	-0.1732
"TCGA-AG-4005"	"TCGA-AG-4005"	0.181	-1.4478	-0.501	0.6697	-0.4582
"TCGA-18-4721"	"TCGA-18-4721"	-0.268	1.0141	0.5657	0.6844	0.4921
"TCGA-22-4599"	"TCGA-22-4599"	-0.1416	1.2072	0.5756	0.9866	0.0257
"TCGA-33-4589"	"TCGA-33-4589"	1.625	1.6165	1.374	0.7118	1.975
"TCGA-39-5030"	"TCGA-39-5030"	0.6817	1.3589	1.1733	0.5047	1.1885
"TCGA-AG-3896"	"TCGA-AG-3896"	0.2484	-0.5135	-0.6346	0.7562	-1.037
"TCGA-39-5035"	"TCGA-39-5035"	0.4817	1.2771	0.7245	0.5664	0.2028
"TCGA-39-5016"	"TCGA-39-5016"	0.405	0.7201	0.734	0.6334	0.7148
"TCGA-39-5036"	"TCGA-39-5036"	0.3237	-0.0056	0.1489	0.7645	0.0551
"TCGA-33-4582"	"TCGA-33-4582"	-0.8329	-1.0445	-0.1769	0.8719	0.0127
"TCGA-39-5021"	"TCGA-39-5021"	-0.0371	0.5265	0.2279	1.001	-0.0793
"TCGA-39-5037"	"TCGA-39-5037"	-0.432	-1.0273	-1.0755	1.1682	-1.5898
"TCGA-18-3417"	"TCGA-18-3417"	-0.4359	0.1368	-0.31	0.5174	-1.1003
"TCGA-33-4583"	"TCGA-33-4583"	-0.026	-0.9841	0.6927	1.0135	0.8758
"TCGA-39-5028"	"TCGA-39-5028"	0.192	0.195	0.8378	-0.0067	1.3976
"TCGA-33-4586"	"TCGA-33-4586"	-1.1436	-0.6815	-0.7993	0.7254	-1.6709
"TCGA-39-5029"	"TCGA-39-5029"	0.356	0.2396	0.5956	0.4962	0.7324
"TCGA-34-5240"	"TCGA-34-5240"	-1.1523	0.2727	0.0615	0.7145	0.3753
"TCGA-39-5031"	"TCGA-39-5031"	0.0451	0.3898	0.2316	0.694	-6e-04
"TCGA-22-4613"	"TCGA-22-4613"	-0.1266	1.2393	0.2236	0.9264	-0.1143
"TCGA-AG-3898"	"TCGA-AG-3898"	0.4394	-0.6135	0.1554	1.0628	0.1193
"TCGA-AG-4015"	"TCGA-AG-4015"	0.3549	-0.7355	-0.3053	0.7624	-0.3724
"TCGA-AG-3999"	"TCGA-AG-3999"	-0.6546	-1.2784	-1.1018	0.5798	-1.4936
"TCGA-39-5011"	"TCGA-39-5011"	1.5577	1.359	0.7123	0.4672	0.2696
"TCGA-39-5034"	"TCGA-39-5034"	-0.1193	0.0968	-0.1279	0.7248	-0.6984
"TCGA-AG-3901"	"TCGA-AG-3901"	0.4237	0.2026	0.1939	0.472	-0.1118
"TCGA-AG-3902"	"TCGA-AG-3902"	0.9781	0.2621	0.7259	0.6799	0.7188
"TCGA-AG-3892"	"TCGA-AG-3892"	0.9741	1.296	0.5212	0.7882	0.3399
"TCGA-AG-4001"	"TCGA-AG-4001"	0.1334	-0.2067	-0.0691	0.4129	-0.154
"TCGA-AG-3894"	"TCGA-AG-3894"	-0.8237	-0.9035	-0.8503	0.6211	-1.3179
"TCGA-AG-4007"	"TCGA-AG-4007"	0.5743	-0.0537	-0.1549	0.2916	-0.4136
"TCGA-39-5039"	"TCGA-39-5039"	0.1184	0.5962	0.172	0.1171	0.2731
"TCGA-63-5128"	"TCGA-63-5128"	-0.7726	-0.9656	-1.0353	0.5498	-1.7694
"TCGA-AG-4008"	"TCGA-AG-4008"	0.2983	-0.7762	-0.0416	0.623	-0.003
"TCGA-AG-3887"	"TCGA-AG-3887"	0.2701	-0.265	-0.3805	0.986	-0.8756
"TCGA-AG-3890"	"TCGA-AG-3890"	0.2987	-0.0413	-0.301	0.3755	-0.5787
"TCGA-CQ-5326"	"TCGA-CQ-5326"	0.8453	-0.1644	0.8042	0.9645	1.2384
"TCGA-CR-6482"	"TCGA-CR-6482"	1.1483	1.4525	0.8615	0.7709	0.7434
"TCGA-BA-6873"	"TCGA-BA-6873"	1.1747	0.0925	1.3353	0.9592	1.7672
"TCGA-CR-6484"	"TCGA-CR-6484"	1.2564	1.2842	1.2543	0.582	1.4522
"TCGA-CR-6487"	"TCGA-CR-6487"	0.9516	1.5049	1.4717	1.0227	1.4262
"TCGA-BA-5152"	"TCGA-BA-5152"	0.4289	0.6898	1.2263	0.6366	2.005
"TCGA-CR-6493"	"TCGA-CR-6493"	0.9761	-1.1635	0.8839	0.9898	1.4571
"TCGA-CV-5432"	"TCGA-CV-5432"	-0.5923	-0.608	-0.2124	0.9075	-0.3163
"TCGA-BA-6869"	"TCGA-BA-6869"	0.5989	-0.3287	0.0375	0.2455	0.0787
"TCGA-D6-6515"	"TCGA-D6-6515"	1.3251	1.5158	1.8916	0.618	2.37
"TCGA-CR-6480"	"TCGA-CR-6480"	0.7197	0.4441	0.6229	0.9941	0.8142
"TCGA-CR-6470"	"TCGA-CR-6470"	0.3847	0.7931	0.9624	0.8522	0.6515
"TCGA-CR-6481"	"TCGA-CR-6481"	0.5504	1.7435	1.0357	0.8187	0.848
"TCGA-CV-5966"	"TCGA-CV-5966"	1.6407	0.4255	1.5818	1.2874	2.3885
"TCGA-CR-6491"	"TCGA-CR-6491"	0.5643	-1.4755	0.443	0.6572	0.6705
"TCGA-DQ-5630"	"TCGA-DQ-5630"	1.5279	1.3639	1.6024	0.1557	1.9749
"TCGA-CV-5430"	"TCGA-CV-5430"	-0.0014	0.6893	0.815	0.7723	0.942
"TCGA-DQ-5631"	"TCGA-DQ-5631"	0.0873	-0.7855	-0.2307	0.787	-0.434
"TCGA-CQ-5331"	"TCGA-CQ-5331"	1.4441	1.5225	2.0417	0.5682	2.7118
"TCGA-CV-5434"	"TCGA-CV-5434"	0.2741	0.0033	0.6518	0.5982	1.15
"TCGA-BA-6870"	"TCGA-BA-6870"	1.5531	-0.4812	0.4452	0.6104	0.7133
"TCGA-D6-6516"	"TCGA-D6-6516"	0.3323	-0.0888	1.4321	0.4562	1.8958
"TCGA-CV-5435"	"TCGA-CV-5435"	0.1576	-0.8125	-0.3434	0.6204	-0.2878
"TCGA-BA-6871"	"TCGA-BA-6871"	0.6577	-0.307	0.6588	1.2278	0.6343
"TCGA-D6-6517"	"TCGA-D6-6517"	0.5139	0.0465	0.2424	0.6853	0.3793
"TCGA-CV-5436"	"TCGA-CV-5436"	0.637	-0.736	0.8249	1.0673	1.4706
"TCGA-DQ-5624"	"TCGA-DQ-5624"	0.0727	-0.2015	0.5132	0.0133	0.8845
"TCGA-CV-5970"	"TCGA-CV-5970"	0.2574	0.3033	0.5949	0.1667	0.9174
"TCGA-CR-6473"	"TCGA-CR-6473"	-0.4833	-1.1302	0.2722	1.3018	0.1321
"TCGA-DQ-5629"	"TCGA-DQ-5629"	-0.4167	-1.8665	-0.1213	0.8954	0.141
"TCGA-EP-A26S"	"TCGA-EP-A26S"	-0.7291	-1.2336	-0.3222	-1.3016	-0.374
"TCGA-G3-A25Z"	"TCGA-G3-A25Z"	0.8784	-0.3067	-0.0355	-0.9174	-0.1323
"TCGA-CN-4733"	"TCGA-CN-4733"	1.5497	1.6568	1.628	0.4222	1.8776
"TCGA-CR-6474"	"TCGA-CR-6474"	0.4193	-0.1371	0.3661	0.3581	0.3506
"TCGA-CR-6477"	"TCGA-CR-6477"	0.2421	0.3319	0.6503	0.608	1.1245
"TCGA-CR-6478"	"TCGA-CR-6478"	1.0309	1.2005	1.7018	0.9736	1.9939
"TCGA-CR-6471"	"TCGA-CR-6471"	0.3009	0.3921	0.8736	0.9121	1.0476
"TCGA-DQ-5625"	"TCGA-DQ-5625"	1.1373	0.6898	1.8317	0.26	2.1622
"TCGA-BB-4227"	"TCGA-BB-4227"	-0.7264	-1.2324	-0.5532	0.9887	-0.6003
"TCGA-G3-A25S"	"TCGA-G3-A25S"	-0.3567	-0.3075	-0.4206	-0.353	-0.8149
"TCGA-G3-A25U"	"TCGA-G3-A25U"	-1.151	-1.3996	-0.3467	-0.1277	-0.7441
"TCGA-G3-A25V"	"TCGA-G3-A25V"	0.5261	0.4311	0.403	-1.3398	0.2005
"TCGA-G3-A25W"	"TCGA-G3-A25W"	NA	NA	NA	NA	NA
"TCGA-G3-A25Y"	"TCGA-G3-A25Y"	0.0121	0.302	0.4081	0.0962	0.6837
"TCGA-BR-6456"	"TCGA-BR-6456"	-0.3763	0.0323	0.5008	0.5509	0.8378
"TCGA-CG-4437"	"TCGA-CG-4437"	1.4219	1.5736	0.7515	0.5782	0.7206
"TCGA-BR-6455"	"TCGA-BR-6455"	-0.0729	-0.17	0.318	0.9551	-0.0988
"TCGA-34-5232"	"TCGA-34-5232"	-0.093	0.7745	0.777	0.6637	0.9403
"TCGA-34-5928"	"TCGA-34-5928"	0.4913	-0.1046	0.4493	0.3282	0.2791
"TCGA-D7-6518"	"TCGA-D7-6518"	-0.071	0.2507	0.3424	-0.24	0.3607
"TCGA-BR-6454"	"TCGA-BR-6454"	1.1936	1.055	0.9331	0.5009	0.817
"TCGA-BR-6457"	"TCGA-BR-6457"	0.2836	0.5846	0.184	-0.3455	-0.1518
"TCGA-BR-6452"	"TCGA-BR-6452"	-0.855	0.1194	0.2252	0.8142	-0.0851
"TCGA-CG-4441"	"TCGA-CG-4441"	0.3001	-0.0937	0.1177	0.7077	0.0917
"TCGA-34-5929"	"TCGA-34-5929"	0.1537	-0.6537	1.0087	0.6024	1.7364
