"FID"	"IID"	"Sigs160.Wolf_Buck14.score"	"Sigs160.Wolf_CD103neg.mean.25446897"	"Sigs160.Wolf_CD103pos.CD103neg.ratio.25446897"	"Sigs160.Wolf_CD103pos.mean.25446897"	"Sigs160.Wolf_CD68"
"TCGA-B0-5116"	"TCGA-B0-5116"	0.1363	0.2499	-0.9545	-0.472	2.199
"TCGA-B0-5119"	"TCGA-B0-5119"	0.6255	0.7079	-1.2031	-0.3048	1.122
"TCGA-B0-5108"	"TCGA-B0-5108"	0.0444	1.5682	-0.6009	0.8274	1.636
"TCGA-B0-5109"	"TCGA-B0-5109"	0.3731	0.4555	0.1185	0.5041	0.829
"TCGA-B0-4945"	"TCGA-B0-4945"	0.0826	0.517	-0.3057	0.212	-0.343
"TCGA-B0-5083"	"TCGA-B0-5083"	-0.4628	1.0478	-0.0501	0.8887	1.388
"TCGA-B0-5100"	"TCGA-B0-5100"	-0.3904	0.1978	-0.3833	-0.1149	-0.861
"TCGA-B8-5159"	"TCGA-B8-5159"	0.1482	0.7861	-0.3325	0.4173	0.853
"TCGA-B0-5102"	"TCGA-B0-5102"	-0.3132	0.6362	-0.8102	-0.0767	0.564
"TCGA-B8-5162"	"TCGA-B8-5162"	0.1731	2.055	-0.1772	1.6457	2.231
"TCGA-B8-5163"	"TCGA-B8-5163"	0.3832	1.8249	-0.6954	0.9451	1.433
"TCGA-B0-5106"	"TCGA-B0-5106"	-0.52	1.0421	-0.1168	0.8232	1.326
"TCGA-B8-5164"	"TCGA-B8-5164"	-0.0312	1.2892	0.1896	1.3356	1.549
"TCGA-B0-5120"	"TCGA-B0-5120"	0.0914	1.3506	-0.6181	0.6381	0.837
"TCGA-A3-3357"	"TCGA-A3-3357"	-0.042	1.2073	-0.933	0.2646	1.898
"TCGA-B0-5121"	"TCGA-B0-5121"	-0.0123	0.5707	0.0278	0.5318	0.61
"TCGA-A3-3367"	"TCGA-A3-3367"	-0.2185	1.0847	-0.3102	0.688	1.194
"TCGA-B0-5099"	"TCGA-B0-5099"	-0.051	-0.0172	-1.0536	-0.7345	0.083
"TCGA-BP-4782"	"TCGA-BP-4782"	-0.0312	1.2639	-0.7622	0.4473	1.352
"TCGA-BP-4795"	"TCGA-BP-4795"	-0.4632	0.7608	0.5216	1.1565	0.236
"TCGA-B0-5092"	"TCGA-B0-5092"	0.1053	1.0255	0.4968	1.3916	0.573
"TCGA-A3-3376"	"TCGA-A3-3376"	-0.0162	1.3582	-0.3383	0.8933	0.824
"TCGA-B0-5094"	"TCGA-B0-5094"	0.0902	0.7975	-1.0572	-0.1358	1.17
"TCGA-B0-5104"	"TCGA-B0-5104"	0.2653	0.3248	0.1716	0.4286	0.531
"TCGA-BP-4993"	"TCGA-BP-4993"	-0.0524	0.6748	-0.4534	0.2268	0.479
"TCGA-A3-3385"	"TCGA-A3-3385"	-0.1096	0.5576	-1.2994	-0.4773	0.95
"TCGA-B0-5095"	"TCGA-B0-5095"	-0.3713	1.156	-0.6948	0.4187	1.155
"TCGA-BP-5010"	"TCGA-BP-5010"	0.0899	0.7864	-0.4661	0.3084	0.392
"TCGA-B0-4823"	"TCGA-B0-4823"	0.2489	1.3395	-0.9743	0.3307	1.362
"TCGA-B0-5096"	"TCGA-B0-5096"	-0.6065	1.4941	-1.4844	0.041	1.508
"TCGA-B8-5165"	"TCGA-B8-5165"	0.3776	1.1558	-0.276	0.7785	0.416
"TCGA-B0-4827"	"TCGA-B0-4827"	0.3588	1.3596	-0.4279	0.8133	1.519
"TCGA-B0-5097"	"TCGA-B0-5097"	-0.3018	1.617	-0.8891	0.6114	1.627
"TCGA-BP-4177"	"TCGA-BP-4177"	-0.0338	0.0019	-0.1261	-0.0937	0.053
"TCGA-B0-5098"	"TCGA-B0-5098"	0.1857	-0.804	-0.3033	-0.9034	0.826
"TCGA-BP-4760"	"TCGA-BP-4760"	-0.4067	0.3037	-0.3517	-0.003	0.365
"TCGA-B8-5158"	"TCGA-B8-5158"	-0.3745	1.4945	-1.0455	0.3879	1.802
"TCGA-A3-3370"	"TCGA-A3-3370"	0.2648	1.3743	-0.0401	1.1875	1.155
"TCGA-BP-5168"	"TCGA-BP-5168"	0.0162	0.6005	-0.3785	0.2246	1.055
"TCGA-B0-4842"	"TCGA-B0-4842"	0.0113	0.7178	-0.0681	0.581	0.846
"TCGA-RZ-AB0B"	"TCGA-RZ-AB0B"	-0.0991	-1.098	0.44	-0.7207	-0.298
"TCGA-V4-A9F8"	"TCGA-V4-A9F8"	-0.3799	-0.8542	-0.0988	-0.8251	1.363
"TCGA-V4-A9F0"	"TCGA-V4-A9F0"	-0.1678	-0.5099	0.2194	-0.3079	0.649
"TCGA-V4-A9ET"	"TCGA-V4-A9ET"	-0.8999	-1.5508	0.3919	-1.1849	0.447
"TCGA-V4-A9EJ"	"TCGA-V4-A9EJ"	-0.1683	-1.0371	-0.2296	-1.0596	-0.051
"TCGA-VD-A8K7"	"TCGA-VD-A8K7"	0.0205	-1.558	-0.0929	-1.44	-0.821
"TCGA-VD-A8KF"	"TCGA-VD-A8KF"	-0.1354	-1.0193	0.9734	-0.2893	-0.287
"TCGA-VD-A8KM"	"TCGA-VD-A8KM"	-0.0668	0.3694	1.1111	1.3266	1.065
"TCGA-VD-AA8Q"	"TCGA-VD-AA8Q"	0.1306	-0.3105	-0.8762	-0.8467	0.65
"TCGA-V3-A9ZX"	"TCGA-V3-A9ZX"	0.1385	-0.0432	0.3195	0.2043	0.492
"TCGA-V4-A9EC"	"TCGA-V4-A9EC"	-0.4526	-1.1614	-0.1396	-1.1172	-0.205
"TCGA-V4-A9EK"	"TCGA-V4-A9EK"	-0.0873	-0.2084	-0.2121	-0.3372	0.703
"TCGA-V4-A9EU"	"TCGA-V4-A9EU"	-0.0667	-0.3755	0.2835	-0.1366	-0.325
"TCGA-V4-A9F1"	"TCGA-V4-A9F1"	-0.1339	-0.2232	-0.418	-0.4889	0.526
"TCGA-WC-A885"	"TCGA-WC-A885"	-0.4155	-1.891	0.0228	-1.6816	-0.615
"TCGA-WC-A87W"	"TCGA-WC-A87W"	-0.6468	-1.1396	0.4427	-0.7593	0.243
"TCGA-YZ-A983"	"TCGA-YZ-A983"	-0.4472	-0.9348	-0.3975	-1.067	-0.914
"TCGA-ZN-A9VP"	"TCGA-ZN-A9VP"	0.6404	0.3791	-0.3273	0.0789	-0.16
"TCGA-UD-AAC4"	"TCGA-UD-AAC4"	-0.5695	0.4192	-1.5347	-0.724	0.021
"TCGA-3H-AB3T"	"TCGA-3H-AB3T"	-0.4796	0.9515	0.2639	1.0933	0.829
"TCGA-UT-A88G"	"TCGA-UT-A88G"	0.3299	0.9274	-0.3233	0.544	0.01
"TCGA-ZN-A9VQ"	"TCGA-ZN-A9VQ"	0.5753	0.1583	-0.2946	-0.0831	-0.337
"TCGA-UT-A97Y"	"TCGA-UT-A97Y"	-0.2872	0.6481	-0.3626	0.277	-0.747
"TCGA-UD-AAC5"	"TCGA-UD-AAC5"	-0.1705	0.3617	-0.231	0.1383	-0.101
"TCGA-TS-A8AS"	"TCGA-TS-A8AS"	0.4172	0.3756	0.1944	0.4945	0.027
"TCGA-YS-A95B"	"TCGA-YS-A95B"	0.3677	-0.1486	-0.8351	-0.6977	-0.54
"TCGA-SH-A9CU"	"TCGA-SH-A9CU"	0.6488	0.4219	-1.1771	-0.4931	-0.671
"TCGA-ZN-A9VU"	"TCGA-ZN-A9VU"	0.0438	0.6581	-0.27	0.3604	0.624
"TCGA-3H-AB3O"	"TCGA-3H-AB3O"	NA	NA	NA	NA	NA
"TCGA-3U-A98H"	"TCGA-3U-A98H"	0.2177	1.1792	-0.7788	0.3678	0.569
"TCGA-SH-A9CT"	"TCGA-SH-A9CT"	0.304	0.8271	-1.0658	-0.1203	0.26
"TCGA-TS-A7OZ"	"TCGA-TS-A7OZ"	0.6047	0.506	0.3216	0.7263	-0.326
"TCGA-TS-A8AI"	"TCGA-TS-A8AI"	0.7042	0.5288	-0.8645	-0.1986	-0.136
"TCGA-TS-A8AY"	"TCGA-TS-A8AY"	0.5939	0.2396	-0.0462	0.176	-0.103
"TCGA-3H-AB3M"	"TCGA-3H-AB3M"	0.8857	0.9837	-1.5047	-0.3215	0.115
"TCGA-UD-AAC7"	"TCGA-UD-AAC7"	-0.6204	0.3259	-0.7891	-0.3014	0.504
"TCGA-3U-A98E"	"TCGA-3U-A98E"	1.0502	0.5841	-0.5407	0.0847	0.642
"TCGA-ZN-A9VW"	"TCGA-ZN-A9VW"	-0.4348	0.8727	-0.3919	0.4405	0.801
"TCGA-YS-AA4M"	"TCGA-YS-AA4M"	0.1579	1.6412	-0.1231	1.3411	1.484
"TCGA-3U-A98G"	"TCGA-3U-A98G"	-0.213	1.2571	-0.6033	0.576	0.923
"TCGA-3H-AB3S"	"TCGA-3H-AB3S"	0.4504	0.3574	-0.3758	0.0238	-0.561
"TCGA-XT-AASU"	"TCGA-XT-AASU"	-0.299	0.0154	0.7767	0.6404	0.1
"TCGA-3H-AB3X"	"TCGA-3H-AB3X"	0.5379	0.9619	-0.9305	0.0814	0.491
"TCGA-UD-AAC6"	"TCGA-UD-AAC6"	0.4116	0.8788	-1.3828	-0.309	0.908
"TCGA-3H-AB3K"	"TCGA-3H-AB3K"	0.3955	1.0095	-0.9607	0.094	1.628
"TCGA-TS-A8AV"	"TCGA-TS-A8AV"	-0.1248	1.5412	0.0267	1.4024	1.696
"TCGA-99-AA5R"	"TCGA-99-AA5R"	0.711	1.1058	0.36	1.3326	0.952
"TCGA-L9-A8F4"	"TCGA-L9-A8F4"	0.8642	0.6771	0.4121	0.9717	0.869
"TCGA-4B-A93V"	"TCGA-4B-A93V"	-0.001	-0.4715	0.8847	0.2241	0.06
"TCGA-49-AAR2"	"TCGA-49-AAR2"	0.4875	0.5731	0.2193	0.6992	1.285
"TCGA-L9-A7SV"	"TCGA-L9-A7SV"	0.8125	0.0429	0.2132	0.2013	-0.829
"TCGA-NJ-A7XG"	"TCGA-NJ-A7XG"	0.4534	-0.8321	0.9799	-0.0849	-0.814
"TCGA-55-A57B"	"TCGA-55-A57B"	0.2152	0.7339	0.1778	0.8113	0.08
"TCGA-L9-A50W"	"TCGA-L9-A50W"	0.5989	0.2396	0.1465	0.3296	-0.208
"TCGA-L9-A5IP"	"TCGA-L9-A5IP"	-0.0218	0.4537	-1.0684	-0.397	0.306
"TCGA-49-AAQV"	"TCGA-49-AAQV"	0.6459	0.1958	0.783	0.8317	0.004
"TCGA-L9-A743"	"TCGA-L9-A743"	0.8327	1.1015	0.3527	1.3212	0.923
"TCGA-QB-AA9O"	"TCGA-QB-AA9O"	NA	NA	NA	NA	NA
"TCGA-BF-AAP1"	"TCGA-BF-AAP1"	0.0148	-0.8727	0.6506	-0.3609	-1.191
"TCGA-XV-A9W2"	"TCGA-XV-A9W2"	-0.3383	-1.0935	0.8149	-0.4754	-0.089
"TCGA-W3-AA1R"	"TCGA-W3-AA1R"	NA	NA	NA	NA	NA
"TCGA-BF-AAOU"	"TCGA-BF-AAOU"	0.0312	-0.1391	-0.3289	-0.3586	0.005
"TCGA-YD-A9TA"	"TCGA-YD-A9TA"	NA	NA	NA	NA	NA
"TCGA-Z2-AA3S"	"TCGA-Z2-AA3S"	NA	NA	NA	NA	NA
"TCGA-BF-AAOX"	"TCGA-BF-AAOX"	-0.1118	-1.9757	1.6982	-0.9115	0.455
"TCGA-BF-AAP0"	"TCGA-BF-AAP0"	NA	NA	NA	NA	NA
"TCGA-Z2-AA3V"	"TCGA-Z2-AA3V"	NA	NA	NA	NA	NA
"TCGA-3P-A9WA"	"TCGA-3P-A9WA"	0.2828	-0.9738	0.9614	-0.2493	-1.312
"TCGA-59-A5PD"	"TCGA-59-A5PD"	0.1654	-1.1312	0.6667	-0.6106	-0.47
"TCGA-OY-A56P"	"TCGA-OY-A56P"	0.2702	-1.5123	1.172	-0.6931	-1.783
"TCGA-VG-A8LO"	"TCGA-VG-A8LO"	0.2648	-0.8841	-0.0855	-0.8434	-1.773
"TCGA-13-A5FU"	"TCGA-13-A5FU"	NA	NA	NA	NA	NA
"TCGA-5X-AA5U"	"TCGA-5X-AA5U"	0.2831	-1.2982	1.1248	-0.4878	-1.816
"TCGA-29-A5NZ"	"TCGA-29-A5NZ"	0.0773	-0.6538	0.6402	-0.1483	-0.928
"TCGA-WR-A838"	"TCGA-WR-A838"	0.2421	-1.254	0.3036	-0.9516	-1.994
"TCGA-13-A5FT"	"TCGA-13-A5FT"	0.5785	-1.2602	1.3993	-0.2575	-1.877
"TCGA-OY-A56Q"	"TCGA-OY-A56Q"	0.1925	-1.4164	1.1731	-0.5864	-2.578
"TCGA-XD-AAUL"	"TCGA-XD-AAUL"	-0.1924	1.1109	-0.5153	0.533	0.821
"TCGA-2L-AAQI"	"TCGA-2L-AAQI"	-0.0683	0.5762	-0.6067	0.0281	0.27
"TCGA-2L-AAQE"	"TCGA-2L-AAQE"	0.5762	-0.1073	0.5841	0.3543	-0.282
"TCGA-FB-AAPS"	"TCGA-FB-AAPS"	-0.1403	1.2882	-0.0723	1.0805	0.855
"TCGA-3A-A9IU"	"TCGA-3A-A9IU"	0.4445	0.2304	-0.127	0.1052	0.18
"TCGA-YC-A89H"	"TCGA-YC-A89H"	-0.3753	-0.1371	-0.2849	-0.3266	-0.433
"TCGA-44-7669"	"TCGA-44-7669"	NA	NA	NA	NA	NA
"TCGA-78-7537"	"TCGA-78-7537"	-0.2032	0.2833	0.2286	0.4374	0.031
"TCGA-78-7539"	"TCGA-78-7539"	0.5444	0.7219	0.2058	0.8254	0.712
"TCGA-78-7167"	"TCGA-78-7167"	0.0924	-0.2469	0.0134	-0.2129	-0.51
"TCGA-44-7667"	"TCGA-44-7667"	NA	NA	NA	NA	NA
"TCGA-44-7670"	"TCGA-44-7670"	0.5636	0.2215	0.337	0.4696	-0.113
"TCGA-78-7542"	"TCGA-78-7542"	0.0338	-0.4815	-0.2607	-0.6034	0.298
"TCGA-86-7713"	"TCGA-86-7713"	0.2404	-0.4914	1.1958	0.4554	0.196
"TCGA-78-7535"	"TCGA-78-7535"	-0.0452	0.8599	-1.1144	-0.1316	0.026
"TCGA-44-7671"	"TCGA-44-7671"	0.4315	0.4189	-0.4501	0.0187	0.484
"TCGA-78-7536"	"TCGA-78-7536"	0.1482	0.2542	0.2264	0.4085	0.573
"TCGA-44-7659"	"TCGA-44-7659"	0.6211	0.5168	0.0363	0.4905	0.193
"TCGA-53-7624"	"TCGA-53-7624"	NA	NA	NA	NA	NA
"TCGA-AC-A2FM"	"TCGA-AC-A2FM"	-0.0692	-0.4514	0.5744	0.0051	-0.99
"TCGA-AC-A2FE"	"TCGA-AC-A2FE"	-0.0988	0.8355	0.4574	1.1677	0.488
"TCGA-EY-A2OO"	"TCGA-EY-A2OO"	-0.2002	-0.5197	-0.0731	-0.5146	-2.291
"TCGA-44-7661"	"TCGA-44-7661"	NA	NA	NA	NA	NA
"TCGA-53-7626"	"TCGA-53-7626"	0.8932	1.1566	0.1966	1.2197	0.939
"TCGA-78-7633"	"TCGA-78-7633"	0.1463	0.1232	-0.2261	-0.0624	-0.063
"TCGA-55-7576"	"TCGA-55-7576"	0.7288	0.8287	-0.1767	0.5849	0.689
"TCGA-86-7711"	"TCGA-86-7711"	NA	NA	NA	NA	NA
"TCGA-78-7540"	"TCGA-78-7540"	0.5314	0.5125	-0.7953	-0.1614	1.015
"TCGA-95-7567"	"TCGA-95-7567"	0.6685	0.521	-0.0251	0.4429	0.466
"TCGA-44-7672"	"TCGA-44-7672"	0.7647	1.1462	0.4412	1.4529	1.243
"TCGA-78-7166"	"TCGA-78-7166"	0.3774	-0.3959	0.8808	0.3003	-0.241
"TCGA-AR-A2LJ"	"TCGA-AR-A2LJ"	-0.0612	1.2719	-0.2672	0.8852	1.811
"TCGA-AC-A2QJ"	"TCGA-AC-A2QJ"	-0.1655	1.806	-1.703	0.083	2.197
"TCGA-E6-A2P8"	"TCGA-E6-A2P8"	-0.2053	0.3404	-0.2268	0.1233	0.332
"TCGA-E6-A2P9"	"TCGA-E6-A2P9"	0.4402	-0.7726	0.592	-0.3013	-1.227
"TCGA-EY-A2OQ"	"TCGA-EY-A2OQ"	-0.3422	-0.7745	0.1907	-0.5726	-1.03
"TCGA-44-7662"	"TCGA-44-7662"	0.1465	0.8121	-0.9112	-0.0173	0.692
"TCGA-44-7660"	"TCGA-44-7660"	NA	NA	NA	NA	NA
"TCGA-AC-A2QI"	"TCGA-AC-A2QI"	0.0544	0.3414	0.5687	0.7864	0.078
"TCGA-E2-A2P6"	"TCGA-E2-A2P6"	-0.2082	-0.0221	0.0159	-0.0096	-0.238
"TCGA-AC-A3BB"	"TCGA-AC-A3BB"	0.2916	0.8775	0.5017	1.2516	0.411
"TCGA-BG-A0MK"	"TCGA-BG-A0MK"	-0.3136	-0.1721	-0.1356	-0.2524	-1.057
"TCGA-E2-A1LE"	"TCGA-E2-A1LE"	-0.1319	0.5224	-0.2936	0.2262	0.295
"TCGA-EY-A2OP"	"TCGA-EY-A2OP"	0.1996	-1.1801	0.0859	-1.008	-1.887
"TCGA-55-6980"	"TCGA-55-6980"	0.1191	0.5389	0.4278	0.8528	0.537
"TCGA-49-6761"	"TCGA-49-6761"	0.18	0.1261	0.5543	0.5607	0.32
"TCGA-55-6978"	"TCGA-55-6978"	-0.1124	0.9556	0.265	1.0982	1.178
"TCGA-55-6982"	"TCGA-55-6982"	0.3288	1.2555	-1.1404	0.1369	1.108
"TCGA-75-7025"	"TCGA-75-7025"	0.9012	0.6341	0.4977	1.0096	0.511
"TCGA-79-5596"	"TCGA-79-5596"	0.4974	-0.0822	-0.5885	-0.4869	0.241
"TCGA-55-6983"	"TCGA-55-6983"	0.5261	0.4069	1.1035	1.36	0.309
"TCGA-55-6985"	"TCGA-55-6985"	0.6734	0.7588	0.1973	0.8519	0.47
"TCGA-55-6981"	"TCGA-55-6981"	-0.0528	0.1385	0.112	0.2095	-0.029
"TCGA-55-6972"	"TCGA-55-6972"	0.4873	-0.973	1.0205	-0.2065	-2.05
"TCGA-55-6986"	"TCGA-55-6986"	0.725	0.682	0.0799	0.6771	0.447
"TCGA-55-6979"	"TCGA-55-6979"	0.3565	1.2344	0.112	1.209	1.487
"TCGA-91-6848"	"TCGA-91-6848"	NA	NA	NA	NA	NA
"TCGA-91-6830"	"TCGA-91-6830"	NA	NA	NA	NA	NA
"TCGA-86-6851"	"TCGA-86-6851"	0.9798	1.0967	0.5343	1.4995	0.911
"TCGA-91-6840"	"TCGA-91-6840"	0.4797	0.5902	0.5209	0.9882	0.047
"TCGA-95-7039"	"TCGA-95-7039"	-0.1365	0.2395	0.4136	0.5515	0.374
"TCGA-75-7027"	"TCGA-75-7027"	0.1072	0.3584	-0.426	-0.0131	0.137
"TCGA-95-7043"	"TCGA-95-7043"	0.302	0.0679	-0.6185	-0.3868	-0.718
"TCGA-75-7031"	"TCGA-75-7031"	0.3537	0.6446	0.0903	0.6522	0.515
"TCGA-77-6842"	"TCGA-77-6842"	-0.1347	0.4551	0.0413	0.4391	0.467
"TCGA-77-6845"	"TCGA-77-6845"	0.2958	-0.0196	-0.5328	-0.399	-0.994
"TCGA-77-6844"	"TCGA-77-6844"	0.2132	-0.141	0.8784	0.5655	-0.048
"TCGA-94-7033"	"TCGA-94-7033"	0.1985	-1.0536	0.1261	-0.8694	-0.881
"TCGA-55-6968"	"TCGA-55-6968"	NA	NA	NA	NA	NA
"TCGA-55-6975"	"TCGA-55-6975"	-0.2027	0.3938	-0.4717	-0.0182	0.169
"TCGA-91-6847"	"TCGA-91-6847"	-0.2995	-1.6733	1.2711	-0.8118	-2.11
"TCGA-91-6849"	"TCGA-91-6849"	0.6486	0.8008	0.0013	0.715	1.125
"TCGA-50-6673"	"TCGA-50-6673"	0.5879	0.7246	0.0508	0.6901	0.51
"TCGA-75-6214"	"TCGA-75-6214"	-0.1874	-0.5037	0.2195	-0.3021	0.066
"TCGA-75-7030"	"TCGA-75-7030"	0.4896	0.5372	0.9589	1.3561	0.034
"TCGA-77-6843"	"TCGA-77-6843"	0.2522	0.0434	-0.637	-0.4189	-0.762
"TCGA-85-6798"	"TCGA-85-6798"	-0.2447	-0.3008	-0.4744	-0.5897	0.187
"TCGA-90-6837"	"TCGA-90-6837"	-0.1219	1.05	-0.7398	0.2988	1.408
"TCGA-55-6970"	"TCGA-55-6970"	0.7847	1.0231	0.3107	1.2056	1.125
"TCGA-55-6987"	"TCGA-55-6987"	NA	NA	NA	NA	NA
"TCGA-55-6969"	"TCGA-55-6969"	NA	NA	NA	NA	NA
"TCGA-55-6971"	"TCGA-55-6971"	0.7213	1.1436	0.1701	1.182	1.366
"TCGA-80-5607"	"TCGA-80-5607"	0.5352	0.8596	0.1596	0.9106	0.414
"TCGA-80-5608"	"TCGA-80-5608"	0.0231	0.1324	0.4177	0.4517	0.093
"TCGA-HC-7078"	"TCGA-HC-7078"	0.0555	-0.2965	-0.4023	-0.5394	-0.578
"TCGA-HC-7233"	"TCGA-HC-7233"	-0.2279	-0.0244	0.6018	0.4514	-0.151
"TCGA-HI-7168"	"TCGA-HI-7168"	0.0312	-0.6726	0.3341	-0.3818	-1.561
"TCGA-HC-7210"	"TCGA-HC-7210"	0.0023	0.0824	0.1319	0.1739	-0.655
"TCGA-HI-7169"	"TCGA-HI-7169"	NA	NA	NA	NA	NA
"TCGA-HI-7170"	"TCGA-HI-7170"	0.1201	-0.1504	0.2991	0.0871	-0.735
"TCGA-BR-7703"	"TCGA-BR-7703"	0.113	-0.2885	-0.2008	-0.3984	0.213
"TCGA-G9-6366"	"TCGA-G9-6366"	-0.0806	-1.5715	1.1675	-0.7613	-2.229
"TCGA-HC-7213"	"TCGA-HC-7213"	0.0586	-0.6355	0.8949	0.0597	-0.774
"TCGA-HC-7209"	"TCGA-HC-7209"	0.0578	-0.8731	1.0153	-0.1028	-1.224
"TCGA-IN-7806"	"TCGA-IN-7806"	0.342	-0.2369	-0.1513	-0.3198	0.705
"TCGA-F1-6875"	"TCGA-F1-6875"	0.0838	-0.9844	-0.3777	-1.0973	-1.39
"TCGA-HC-7212"	"TCGA-HC-7212"	-0.1883	-0.8926	0.7443	-0.3165	-1.624
"TCGA-HI-7171"	"TCGA-HI-7171"	0.0388	-1.1558	0.6241	-0.6624	-1.983
"TCGA-EJ-7315"	"TCGA-EJ-7315"	0.2324	-0.4694	1.3756	0.6331	-0.641
"TCGA-EJ-7317"	"TCGA-EJ-7317"	-0.1281	-0.9919	-0.0215	-0.9009	-1.843
"TCGA-HF-7132"	"TCGA-HF-7132"	0.1778	0.7976	0.397	1.0734	0.374
"TCGA-BR-7716"	"TCGA-BR-7716"	0.4436	1.1484	-0.042	0.9853	1.297
"TCGA-BR-6563"	"TCGA-BR-6563"	0.6702	1.2021	0.4955	1.563	0.996
"TCGA-CD-5804"	"TCGA-CD-5804"	0.2063	0.8814	-1.0181	-0.045	1.514
"TCGA-BR-7723"	"TCGA-BR-7723"	0.3818	0.3337	-0.0291	0.2731	0.071
"TCGA-HF-7134"	"TCGA-HF-7134"	NA	NA	NA	NA	NA
"TCGA-BR-7715"	"TCGA-BR-7715"	-0.3095	-0.0324	-0.8584	-0.6234	-0.523
"TCGA-FP-7735"	"TCGA-FP-7735"	-0.0511	0.4415	-0.2926	0.1584	0.74
"TCGA-FP-7829"	"TCGA-FP-7829"	-0.0815	0.3189	-0.831	-0.3359	0.846
"TCGA-HC-7230"	"TCGA-HC-7230"	0.0133	-1.3873	0.5083	-0.9616	-1.675
"TCGA-HC-7231"	"TCGA-HC-7231"	0.3459	-0.9973	1.3247	-0.0109	-1.131
"TCGA-EJ-7327"	"TCGA-EJ-7327"	0.0278	-0.3906	0.5443	0.0425	-0.934
"TCGA-HC-7211"	"TCGA-HC-7211"	-0.197	-0.5669	0.843	0.0918	-1.185
"TCGA-EJ-7314"	"TCGA-EJ-7314"	0.0347	-1.3445	0.8529	-0.7119	-2.186
"TCGA-BR-7707"	"TCGA-BR-7707"	0.0725	-0.3581	0.4225	-0.0176	-0.431
"TCGA-HF-7136"	"TCGA-HF-7136"	0.1106	0.1569	-0.1941	-0.0096	0.103
"TCGA-BR-7196"	"TCGA-BR-7196"	-0.5248	0.9351	0.3272	1.1382	0.268
"TCGA-HF-7133"	"TCGA-HF-7133"	-0.2538	0.791	0.4457	1.1133	0.818
"TCGA-EJ-7115"	"TCGA-EJ-7115"	-0.1248	-0.4984	0.2522	-0.2743	-1.167
"TCGA-BR-7717"	"TCGA-BR-7717"	-0.0581	-0.1661	-0.021	-0.1654	0.272
"TCGA-BR-7704"	"TCGA-BR-7704"	NA	NA	NA	NA	NA
"TCGA-HC-7232"	"TCGA-HC-7232"	-0.1908	-0.5675	-0.0305	-0.529	-1.508
"TCGA-EA-A3HU"	"TCGA-EA-A3HU"	-0.0986	-0.0217	0.2867	0.1988	1.099
"TCGA-C5-A3HD"	"TCGA-C5-A3HD"	0.0332	-2.1525	2.233	-0.8196	-0.919
"TCGA-C5-A3HL"	"TCGA-C5-A3HL"	0.0288	-1.2486	1.0085	-0.5108	-0.195
"TCGA-EK-A3GK"	"TCGA-EK-A3GK"	0.4577	-0.645	-0.074	-0.6257	-0.711
"TCGA-EA-A3HR"	"TCGA-EA-A3HR"	-0.1897	-0.7095	1.1368	0.1669	0.551
"TCGA-GC-A3I6"	"TCGA-GC-A3I6"	0.1348	0.1112	-1.1467	-0.6984	0.141
"TCGA-EE-A3JD"	"TCGA-EE-A3JD"	NA	NA	NA	NA	NA
"TCGA-EE-A3JE"	"TCGA-EE-A3JE"	NA	NA	NA	NA	NA
"TCGA-EK-A3GJ"	"TCGA-EK-A3GJ"	-0.314	-0.2669	-0.5875	-0.6346	0.341
"TCGA-C5-A1BQ"	"TCGA-C5-A1BQ"	0.1081	-0.1662	-1.4966	-1.099	0.509
"TCGA-C5-A3HF"	"TCGA-C5-A3HF"	-0.1729	-0.4233	1.1403	0.4842	-0.354
"TCGA-EA-A3HQ"	"TCGA-EA-A3HQ"	0.3533	0.4357	-0.5544	-0.0457	0.581
"TCGA-EK-A3GN"	"TCGA-EK-A3GN"	-0.3767	-1.5274	0.9942	-0.8187	-1.294
"TCGA-DK-A3IQ"	"TCGA-DK-A3IQ"	0.0467	0.2256	-0.4133	-0.1137	-0.085
"TCGA-DK-A3IL"	"TCGA-DK-A3IL"	0.3376	-1.4544	2.0312	-0.0368	-2.051
"TCGA-GV-A3JX"	"TCGA-GV-A3JX"	-0.226	0.1596	-0.9951	-0.5663	0.012
"TCGA-FU-A3EO"	"TCGA-FU-A3EO"	-0.2755	0.3096	-1.3718	-0.6979	0.36
"TCGA-C5-A2LZ"	"TCGA-C5-A2LZ"	-0.0685	-0.5836	0.6495	-0.071	-0.231
"TCGA-IR-A3L7"	"TCGA-IR-A3L7"	0.0968	-0.9918	0.0601	-0.8525	-0.949
"TCGA-IR-A3LC"	"TCGA-IR-A3LC"	-0.533	-0.2649	-0.3419	-0.4732	0.293
"TCGA-EK-A3GM"	"TCGA-EK-A3GM"	-0.0437	-1.3575	-0.3699	-1.4048	0.821
"TCGA-BT-A2LD"	"TCGA-BT-A2LD"	0.1064	-0.8095	1.0942	0.0247	-1.426
"TCGA-G2-A3IB"	"TCGA-G2-A3IB"	-0.5999	-0.8402	-1.1187	-1.3748	1.031
"TCGA-CF-A3MG"	"TCGA-CF-A3MG"	-0.3622	-2.27	2.8616	-0.595	-0.292
"TCGA-CF-A3MH"	"TCGA-CF-A3MH"	-0.076	-1.4064	1.1864	-0.5667	0.085
"TCGA-CF-A3MI"	"TCGA-CF-A3MI"	-0.2446	-0.7089	0.9378	0.0148	-1.594
