"FID"	"IID"	"Sigs160.Wolf_Buck14.score"	"Sigs160.Wolf_CD103neg.mean.25446897"	"Sigs160.Wolf_CD103pos.CD103neg.ratio.25446897"	"Sigs160.Wolf_CD103pos.mean.25446897"	"Sigs160.Wolf_CD68"
"TCGA-V4-A9EM"	"TCGA-V4-A9EM"	-0.0148	-0.9785	-0.2531	-1.0227	1.603
"TCGA-VD-A8KJ"	"TCGA-VD-A8KJ"	-0.3829	-0.9442	-0.6496	-1.2118	0.401
"TCGA-V4-A9EE"	"TCGA-V4-A9EE"	-0.7587	-0.7154	0.8184	-0.081	-0.104
"TCGA-OR-A5KT"	"TCGA-OR-A5KT"	0.9779	1.3679	-1.5458	-0.0905	0.391
"TCGA-OR-A5L3"	"TCGA-OR-A5L3"	0.2745	0.0648	-4.6375	-2.3306	-2.058
"TCGA-OR-A5LB"	"TCGA-OR-A5LB"	-0.3922	-0.5904	-1.3541	-1.3158	-2.266
"TCGA-OR-A5LK"	"TCGA-OR-A5LK"	0.5703	0.9467	-0.4911	0.4193	0.466
"TCGA-OR-A5LS"	"TCGA-OR-A5LS"	-0.0432	-0.8056	-0.787	-1.1765	-1.922
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	0.1423	0.4436	-1.4605	-0.661	-0.816
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-0.3782	-0.7651	-0.4967	-0.9832	-2.207
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	0.1089	-0.3329	-1.6491	-1.2924	-1.463
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-0.1311	0.0163	-2.766	-1.6257	-1.357
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	0.0859	-0.3085	-2.248	-1.571	-2.463
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-0.6992	-0.5699	-1.6835	-1.4661	0.67
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	-0.0548	1.1388	-1.8443	-0.4505	0.893
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	0.5355	-1.0106	-1.976	-1.8794	-1.764
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	0.3959	0.711	-1.1154	-0.241	0.178
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-0.2245	-1.0891	-2.2314	-2.0285	-2.982
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	0.2471	-0.0916	-1.2749	-0.9213	-1.252
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-0.7239	-0.2377	-1.0214	-0.8783	-2.066
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-0.0268	-0.8255	-1.8291	-1.6997	0.025
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-0.5018	-0.2001	-1.7257	-1.2449	-2.154
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-0.1781	0.1381	-2.0946	-1.2257	0.27
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-0.7582	-1.5439	-0.8438	-1.773	-2.853
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	0.3663	0.3625	-0.3534	0.045	-0.228
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	0.0981	0.3806	-2.2117	-1.1419	-1.407
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-0.2008	0.0694	-1.9582	-1.1957	-0.765
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-0.1242	-0.3256	-1.7443	-1.3364	-1.466
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-0.0388	-0.8944	-1.5111	-1.6016	-2.649
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	-0.2718	0.6617	-1.9801	-0.8379	-0.916
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	0.1745	0.0454	-1.5314	-0.9749	0.708
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-0.2225	-0.3414	-1.6423	-1.2945	-1.878
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	0.0067	0.6965	-2.5374	-1.1358	-0.728
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	0.1711	0.6749	-1.3309	-0.4159	-0.779
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	0.1422	0.6875	-1.5995	-0.5846	0.454
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	0.0256	0.879	-0.5953	0.2796	0.069
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	0.1825	-0.0346	-1.3	-0.8957	-1.817
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	0.1043	-0.8067	-1.4494	-1.5128	-1.708
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	-0.3488	-0.3454	-0.3863	-0.5697	-1.456
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	-0.0719	0.9674	-1.0068	0.0274	-0.093
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-0.9402	0.0516	-0.6122	-0.3956	-0.376
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-0.5668	-0.1279	-0.1536	-0.2267	-1.323
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.9798	0.7559	-0.4765	0.275	0.408
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-0.5169	-0.8089	0.8771	-0.1355	-1.58
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-0.5414	-0.4462	0.4983	-0.0467	-1.007
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-0.6788	-0.3383	-0.3175	-0.5188	-0.816
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-0.8924	-0.6242	0.3591	-0.3186	-1.458
"TCGA-HT-A61B"	"TCGA-HT-A61B"	-0.0419	0.7988	-0.0502	0.6681	0.632
"TCGA-HT-A614"	"TCGA-HT-A614"	-0.6554	-0.2707	0.3159	-0.0138	-0.49
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-0.741	-0.4518	0.6469	0.0596	-1.012
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-0.4878	0.4232	-0.0036	0.3735	-0.019
"TCGA-HT-A615"	"TCGA-HT-A615"	-1.0419	0.5064	0.0724	0.5115	0.149
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-0.6624	0.5591	-0.1347	0.3859	0.518
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-0.4687	-0.1182	0.0354	-0.0814	-1.043
"TCGA-HT-A61C"	"TCGA-HT-A61C"	-0.7201	0.2711	-0.755	-0.3203	0.122
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-0.6345	0.1215	-0.4384	-0.2179	-0.395
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-0.421	-1.8235	2.0716	-0.4871	-2.469
"TCGA-HT-A616"	"TCGA-HT-A616"	-1.0655	-0.3628	0.1422	-0.2263	-1.352
"TCGA-HC-A632"	"TCGA-HC-A632"	-0.1472	-0.329	1.1689	0.6125	-0.8
"TCGA-HC-8213"	"TCGA-HC-8213"	-0.0611	-1.9091	0.98	-1.2348	-2.068
"TCGA-HC-8216"	"TCGA-HC-8216"	-0.201	-0.1525	-0.0719	-0.1899	-0.548
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-0.1101	-1.2066	0.0557	-1.049	-2.237
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-0.9151	-0.7315	-0.3553	-0.873	-0.866
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	0.0486	-0.9462	0.0995	-0.7874	-1.617
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-0.3807	-1.6074	0.7538	-1.0424	-2.183
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	-0.061	-0.2268	-0.1697	-0.3238	-0.639
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-0.3247	-1.4621	0.1863	-1.2111	-2.204
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-0.5778	-0.0791	-0.9248	-0.7008	-0.104
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.1922	-0.5966	0.432	-0.241	-0.168
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.5703	0.2418	-0.0982	0.1374	0.269
"TCGA-77-7138"	"TCGA-77-7138"	0.1104	-0.5747	-0.6187	-0.9002	0.167
"TCGA-77-7139"	"TCGA-77-7139"	0.0388	0.1522	0.2196	0.308	-0.504
"TCGA-77-7141"	"TCGA-77-7141"	0.0223	0.4963	-0.3303	0.1752	-0.265
"TCGA-60-2704"	"TCGA-60-2704"	0.0819	1.4811	-0.2184	1.1096	1.391
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	-0.4211	0.2638	0.0866	0.3033	1.155
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	0.0884	-0.4923	0.4049	-0.1598	-0.946
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	0.1973	0.3608	-0.2765	0.1024	-0.556
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	0.5366	-0.1643	0.2602	0.0444	-1.297
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	0.5086	0.6489	1.0266	1.5444	0.439
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	0.1012	-0.183	0.0752	-0.1107	-0.419
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	0.0896	-0.33	0.0061	-0.2924	-1.265
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.5338	-0.9228	0.5385	-0.4864	-0.423
"TCGA-GV-A40E"	"TCGA-GV-A40E"	-0.3131	-0.3609	-0.6306	-0.7368	-0.532
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	-0.197	0.006	-1.0549	-0.7182	1.526
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-0.6292	-0.855	-0.3516	-0.9744	-0.411
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	0.0469	-1.4191	-0.3995	-1.4706	-1.971
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-0.3562	-1.4429	1.818	-0.1782	-3.438
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	-0.5266	0.3236	-1.2675	-0.6222	0.156
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	-0.0164	0.3886	0.2622	0.5641	1.048
"TCGA-BR-8678"	"TCGA-BR-8678"	0.4601	-0.6869	0.6066	-0.2056	-0.899
"TCGA-FP-8631"	"TCGA-FP-8631"	-0.195	-0.2764	-0.2786	-0.4406	0.567
"TCGA-BR-8588"	"TCGA-BR-8588"	0.4998	0.6484	0.15	0.7079	0.389
"TCGA-BR-8589"	"TCGA-BR-8589"	0.3872	0.8291	-0.0734	0.6746	0.943
"TCGA-BR-8680"	"TCGA-BR-8680"	0.2875	-1.3818	0.9559	-0.6869	-1.171
"TCGA-HU-8604"	"TCGA-HU-8604"	0.2295	0.6279	-0.0254	0.5378	1.002
"TCGA-BR-8590"	"TCGA-BR-8590"	0.2589	1.134	-0.1131	0.907	1.069
"TCGA-BR-8682"	"TCGA-BR-8682"	0.6326	0.9334	-0.204	0.6517	0.555
"TCGA-HU-8608"	"TCGA-HU-8608"	-0.5395	1.0497	0.1961	1.1202	1.32
"TCGA-HU-8602"	"TCGA-HU-8602"	-0.1675	0.2566	-0.7159	-0.3045	0.586
"TCGA-BR-8591"	"TCGA-BR-8591"	0.162	0.1793	-0.0212	0.142	0.016
"TCGA-BR-8683"	"TCGA-BR-8683"	0.4074	0.4177	0.0515	0.4139	0.184
"TCGA-HU-8610"	"TCGA-HU-8610"	0.3191	0.6338	0.2259	0.7615	0.641
"TCGA-BR-8484"	"TCGA-BR-8484"	0.0518	0.8638	0.162	0.9167	0.787
"TCGA-BR-8592"	"TCGA-BR-8592"	0.1009	0.7608	0.5266	1.1613	0.046
"TCGA-BR-8686"	"TCGA-BR-8686"	0.6021	0.9318	0.3828	1.1886	0.34
"TCGA-IN-8663"	"TCGA-IN-8663"	0.3495	-0.6895	-1.2104	-1.3123	-0.935
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	0.3038	0.3785	-0.3835	0.0356	0.661
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	0.5275	0.1049	-0.3698	-0.1827	0.15
"TCGA-AP-A051"	"TCGA-AP-A051"	0.164	-0.1266	-0.6457	-0.5599	-0.182
"TCGA-AP-A05D"	"TCGA-AP-A05D"	0.2409	-0.0322	0.1984	0.1201	0.82
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-0.6151	-1.4686	1.0939	-0.694	-1.887
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.6324	-0.7189	0.5306	-0.291	-0.985
"TCGA-AP-A05N"	"TCGA-AP-A05N"	-0.4081	-0.7959	-0.3982	-0.9519	-1.25
"TCGA-AP-A05J"	"TCGA-AP-A05J"	0.0648	-0.8869	-0.8964	-1.2965	-1.654
"TCGA-AP-A056"	"TCGA-AP-A056"	-0.2555	0.1176	-1.3468	-0.8166	0.252
"TCGA-AP-A052"	"TCGA-AP-A052"	-0.195	-0.0506	-0.8104	-0.6067	-0.326
"TCGA-AP-A05H"	"TCGA-AP-A05H"	-0.3152	-1.4769	-0.541	-1.5851	-1.248
"TCGA-CM-6677"	"TCGA-CM-6677"	0.1917	-0.4256	0.6578	0.0943	-0.055
"TCGA-CM-6674"	"TCGA-CM-6674"	0.3558	-0.2655	0.0811	-0.1812	-0.012
"TCGA-CM-6675"	"TCGA-CM-6675"	0.2152	-0.4225	-0.477	-0.6911	0.402
"TCGA-CM-6676"	"TCGA-CM-6676"	0.1072	-0.5575	0.5024	-0.1526	-0.625
"TCGA-CM-6678"	"TCGA-CM-6678"	0.3067	-1.3039	1.163	-0.4687	-0.025
"TCGA-AZ-6605"	"TCGA-AZ-6605"	0.4963	0.3698	0.1879	0.4837	0.327
"TCGA-A6-6654"	"TCGA-A6-6654"	0.4162	0.9374	-0.1286	0.7212	1.262
"TCGA-CM-6679"	"TCGA-CM-6679"	0.0798	0.0094	0.1666	0.1339	-0.25
"TCGA-CA-6716"	"TCGA-CA-6716"	0.2162	-1.2806	1.0329	-0.5292	-0.265
"TCGA-CM-6680"	"TCGA-CM-6680"	0.3974	0.0261	0.6104	0.509	-0.02
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.1008	0.3695	-0.548	-0.0945	0.428
"TCGA-F4-6805"	"TCGA-F4-6805"	0.2128	0.5021	-0.0399	0.4139	0.354
"TCGA-AA-3489"	"TCGA-AA-3489"	0.2572	1.0362	0.2334	1.1434	0.57
"TCGA-AA-3496"	"TCGA-AA-3496"	0.1683	0.6276	-0.2629	0.3402	0.586
"TCGA-A6-5656"	"TCGA-A6-5656"	0.1825	-0.9182	-0.0226	-0.8359	-0.571
"TCGA-AZ-4616"	"TCGA-AZ-4616"	0.432	-0.5354	-0.1812	-0.5986	-0.163
"TCGA-F4-6807"	"TCGA-F4-6807"	0.1213	0.4363	0.2049	0.5597	0.147
"TCGA-AA-3511"	"TCGA-AA-3511"	0.3048	-0.0721	-0.5465	-0.4508	0.034
"TCGA-A6-5664"	"TCGA-A6-5664"	0.3555	0.6665	0.4853	1.0297	0.335
"TCGA-CA-5254"	"TCGA-CA-5254"	0.0402	-0.5407	-0.3542	-0.7125	0.242
"TCGA-F4-6808"	"TCGA-F4-6808"	0.1167	-1.5502	0.9925	-0.8441	0.619
"TCGA-AZ-6603"	"TCGA-AZ-6603"	0.1815	0.3702	-0.403	0.0139	-0.063
"TCGA-A6-6651"	"TCGA-A6-6651"	0.0338	1.0456	0.029	0.9594	1.274
"TCGA-F4-6809"	"TCGA-F4-6809"	0.5419	0.4558	0.0198	0.4219	-0.099
"TCGA-CA-6715"	"TCGA-CA-6715"	0.1218	-1.3024	0.6529	-0.7917	-0.512
"TCGA-G4-6309"	"TCGA-G4-6309"	-0.0125	-0.6978	0.566	-0.2453	-0.471
"TCGA-AZ-6606"	"TCGA-AZ-6606"	0.2947	-1.1914	0.8228	-0.5717	-0.103
"TCGA-G4-6628"	"TCGA-G4-6628"	0.3647	0.5648	-2e-04	0.5028	0.522
"TCGA-CM-5863"	"TCGA-CM-5863"	0.3235	0.3882	-0.2654	0.1343	0.856
"TCGA-F4-6703"	"TCGA-F4-6703"	0.1329	1.3529	-0.5517	0.6979	1.383
"TCGA-AD-6548"	"TCGA-AD-6548"	0.4499	0.3518	-0.4064	-0.0039	0.354
"TCGA-F4-6704"	"TCGA-F4-6704"	0.3012	0.39	-0.0131	0.3361	0.435
"TCGA-AZ-4323"	"TCGA-AZ-4323"	0.3728	0.1732	1.7771	1.7868	-0.343
"TCGA-F4-6806"	"TCGA-F4-6806"	0.5859	-0.7728	0.9832	-0.0191	-0.503
"TCGA-CK-6747"	"TCGA-CK-6747"	6e-04	-0.596	0.7047	-0.0426	-0.206
"TCGA-CA-5255"	"TCGA-CA-5255"	0.4377	-1.452	1.015	-0.7251	0.195
"TCGA-CK-6748"	"TCGA-CK-6748"	0.0442	0.2369	-1.0793	-0.5637	0.785
"TCGA-CK-6751"	"TCGA-CK-6751"	0.4456	-0.6184	0.9483	0.1188	-0.662
"TCGA-CA-6718"	"TCGA-CA-6718"	0.1898	0.3881	0.093	0.4214	0.424
"TCGA-A6-6780"	"TCGA-A6-6780"	0.2778	0.8229	-0.9709	-0.0536	1.327
"TCGA-CM-4751"	"TCGA-CM-4751"	0.4245	-0.1275	0.9102	0.607	-0.021
"TCGA-A6-6782"	"TCGA-A6-6782"	0.2605	0.8389	-1.1437	-0.1681	0.334
"TCGA-CA-6717"	"TCGA-CA-6717"	0.5005	0.5521	0.4764	0.9099	0.548
"TCGA-CA-6719"	"TCGA-CA-6719"	0.4338	0.4119	-0.5641	-0.0721	0.417
"TCGA-CK-6746"	"TCGA-CK-6746"	0.4321	0.2211	-0.7616	-0.3638	0.62
"TCGA-CN-5361"	"TCGA-CN-5361"	-0.5302	0.0491	-0.3268	-0.1987	0.256
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.2832	-0.6245	-0.0359	-0.5831	-0.742
"TCGA-CN-4740"	"TCGA-CN-4740"	-0.3112	1.2715	-0.3632	0.7981	1.301
"TCGA-CN-4729"	"TCGA-CN-4729"	-0.113	-0.3484	0.8069	0.2903	0.113
"TCGA-BA-4076"	"TCGA-BA-4076"	-0.5318	-1.145	0.8421	-0.5109	0.935
"TCGA-BB-4228"	"TCGA-BB-4228"	0.6877	-0.3144	0.4393	0.0373	-0.32
"TCGA-CN-5355"	"TCGA-CN-5355"	-0.5232	-0.6256	1.3635	0.4438	-0.32
"TCGA-BA-4078"	"TCGA-BA-4078"	0.288	0.2708	0.3056	0.49	-0.404
"TCGA-CN-4723"	"TCGA-CN-4723"	0.0541	0.4583	-0.2527	0.204	0.565
"TCGA-CN-4725"	"TCGA-CN-4725"	-0.0656	-1.021	0.8537	-0.3738	0.514
"TCGA-CN-5360"	"TCGA-CN-5360"	0.5671	1.1916	0.2773	1.3317	0.676
"TCGA-BA-5153"	"TCGA-BA-5153"	-0.0185	-0.1339	1.296	0.944	-0.513
"TCGA-CN-4736"	"TCGA-CN-4736"	0.1249	0.7811	-0.2514	0.4806	1.243
"TCGA-CN-5374"	"TCGA-CN-5374"	0.5424	-0.3376	1.5996	0.9886	-0.255
"TCGA-CN-5363"	"TCGA-CN-5363"	-0.5307	-0.1429	0.3103	0.1028	0.067
"TCGA-BA-4074"	"TCGA-BA-4074"	-0.8808	-0.2871	-0.2792	-0.4501	-0.18
"TCGA-CN-4728"	"TCGA-CN-4728"	0.0215	1.1559	-0.3805	0.6862	1.823
"TCGA-CN-4741"	"TCGA-CN-4741"	0.1266	-0.3135	0.0888	-0.2193	0.241
"TCGA-CN-5365"	"TCGA-CN-5365"	-0.3689	-0.0276	-0.8077	-0.5872	1.042
"TCGA-CN-5366"	"TCGA-CN-5366"	-0.4617	0.1936	-0.3243	-0.0751	1.078
"TCGA-CN-4731"	"TCGA-CN-4731"	-0.1009	-0.9201	0.1994	-0.7019	0.403
"TCGA-CN-5367"	"TCGA-CN-5367"	-0.2555	0.0291	-0.1776	-0.1078	-0.11
"TCGA-CN-4734"	"TCGA-CN-4734"	-0.4126	0.0595	0.7892	0.6968	0.111
"TCGA-CN-5359"	"TCGA-CN-5359"	0.1266	1.1778	-0.0035	1.0475	0.96
"TCGA-CN-5373"	"TCGA-CN-5373"	-0.5263	0.4119	0.7966	1.0672	0.791
"TCGA-CN-4726"	"TCGA-CN-4726"	-0.9292	-0.0437	-0.093	-0.1094	0.239
"TCGA-BB-4223"	"TCGA-BB-4223"	0.4672	-0.0096	1.5842	1.3651	-0.428
"TCGA-CN-4727"	"TCGA-CN-4727"	-0.4159	-1.1612	0.1337	-0.9634	-0.079
"TCGA-AG-A020"	"TCGA-AG-A020"	0.5717	-1.368	0.7845	-0.7784	-0.201
"TCGA-CN-4730"	"TCGA-CN-4730"	-0.5125	-0.9198	0.0498	-0.7937	-0.864
"TCGA-CN-5356"	"TCGA-CN-5356"	-0.061	-0.2409	0.9042	0.4824	-0.456
"TCGA-CN-5369"	"TCGA-CN-5369"	-0.096	0.4048	0.4074	0.7053	0.423
"TCGA-CN-4735"	"TCGA-CN-4735"	0.2662	0.1804	0.4209	0.5007	0.393
"TCGA-CN-4737"	"TCGA-CN-4737"	-0.321	0.0234	0.6755	0.5615	0.084
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	0.673	0.0321	0.2062	0.1858	-0.266
"TCGA-AG-A026"	"TCGA-AG-A026"	0.2431	-0.6496	-0.5091	-0.8962	0.036
"TCGA-AG-A02N"	"TCGA-AG-A02N"	0.518	-0.5125	0.7696	0.0917	-0.295
"TCGA-AG-A036"	"TCGA-AG-A036"	0.5632	-0.6266	0.3881	-0.3007	-0.589
"TCGA-AG-A01W"	"TCGA-AG-A01W"	0.6354	-0.6398	0.3125	-0.3655	-0.619
"TCGA-G9-7510"	"TCGA-G9-7510"	0.0821	-0.3723	0.1462	-0.2322	-0.643
"TCGA-HC-8258"	"TCGA-HC-8258"	-0.0908	-0.5975	0.5117	-0.1851	-1.64
"TCGA-G9-7522"	"TCGA-G9-7522"	0.1178	-0.9056	1.0039	-0.146	-1.358
"TCGA-G9-7523"	"TCGA-G9-7523"	0.1203	0.0228	0.6548	0.5433	-0.487
"TCGA-HT-7854"	"TCGA-HT-7854"	-0.6412	0.7249	-0.5456	0.1949	0.331
"TCGA-HC-8262"	"TCGA-HC-8262"	-0.0025	-1.1551	1.0234	-0.4004	-1.882
"TCGA-HC-8260"	"TCGA-HC-8260"	-0.1003	-0.7796	0.9759	-0.0318	-1.868
"TCGA-IK-8125"	"TCGA-IK-8125"	-0.4763	-0.3162	0.3534	-0.029	-1.257
"TCGA-J4-8198"	"TCGA-J4-8198"	-0.4028	-0.8478	0.6903	-0.3084	-1.712
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-0.1297	-0.8311	-0.0832	-0.7954	-1.055
"TCGA-86-8278"	"TCGA-86-8278"	0.2875	0.6381	-0.4869	0.1703	0.456
"TCGA-97-8174"	"TCGA-97-8174"	0.5753	0.9776	0.7806	1.6347	0.44
"TCGA-97-8172"	"TCGA-97-8172"	0.8415	1.0315	0.5462	1.4473	0.82
"TCGA-G9-7521"	"TCGA-G9-7521"	0.0047	-0.3057	1.0936	0.5734	-0.533
"TCGA-EJ-7321"	"TCGA-EJ-7321"	-0.1364	-1.1717	1.9415	0.2564	-1.671
"TCGA-HC-8261"	"TCGA-HC-8261"	0.2603	-0.4269	0.4513	-0.0627	-0.649
"TCGA-HC-8266"	"TCGA-HC-8266"	0.0605	0.1685	0.6689	0.7023	-0.069
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	-0.6771	-0.4911	-0.3176	-0.6478	0.242
"TCGA-97-8175"	"TCGA-97-8175"	0.4525	0.5971	0.212	0.7151	0.435
"TCGA-97-8177"	"TCGA-97-8177"	0.4862	1.2748	-0.5347	0.6495	1.585
"TCGA-97-8179"	"TCGA-97-8179"	0.0202	0.6548	-1.0275	-0.22	0.408
"TCGA-69-8253"	"TCGA-69-8253"	0.5502	0.3375	0.2972	0.5459	0.339
"TCGA-69-8254"	"TCGA-69-8254"	0.8325	0.8264	0.3425	1.0495	0.435
"TCGA-97-8171"	"TCGA-97-8171"	0.5195	-0.5171	-0.9173	-1.0275	-0.059
"TCGA-69-8255"	"TCGA-69-8255"	0.4024	0.8506	-0.3015	0.4976	1.327
"TCGA-G9-7525"	"TCGA-G9-7525"	NA	NA	NA	NA	NA
