"FID"	"IID"	"Sigs160.Wolf_CSF1.response"	"Sigs160.Wolf_CSR.Activated.15701700"	"Sigs160.Wolf_CTLA4.data"	"Sigs160.Wolf_DAP12.data"	"Sigs160.Wolf_GP11.Immune.IFN"
"TCGA-QT-A5XL"	"TCGA-QT-A5XL"	-0.1815	-0.1872	-1.975	0.548	-0.3519
"TCGA-RM-A68W"	"TCGA-RM-A68W"	-0.6306	-0.092	-3.179	0.154	-0.4609
"TCGA-P7-A5NY"	"TCGA-P7-A5NY"	-1.316	-0.3008	-3.179	-1.32	-0.2189
"TCGA-QR-A6GO"	"TCGA-QR-A6GO"	-0.4196	-0.1642	-0.406	0.024	-0.1364
"TCGA-QR-A6GZ"	"TCGA-QR-A6GZ"	-0.4731	-0.1253	-3.179	0.727	-0.1384
"TCGA-QR-A6ZZ"	"TCGA-QR-A6ZZ"	-0.6741	-0.0358	-3.179	0.374	-0.2964
"TCGA-QR-A70A"	"TCGA-QR-A70A"	-1.2728	-0.2165	-1.979	-0.1	-0.7294
"TCGA-RW-A68A"	"TCGA-RW-A68A"	-1.5745	-0.1815	-2.827	-1.143	-0.4509
"TCGA-RW-A67Y"	"TCGA-RW-A67Y"	-2.3593	-0.237	-3.179	-2.662	-0.8629
"TCGA-RW-A8AZ"	"TCGA-RW-A8AZ"	-0.6685	-0.1453	-1.063	-0.14	-0.5969
"TCGA-W2-A7HH"	"TCGA-W2-A7HH"	-1.4348	-0.238	-2.828	-1.563	-0.7644
"TCGA-WB-A80Q"	"TCGA-WB-A80Q"	-1.2338	-0.1755	-2.099	0.321	-0.4714
"TCGA-QR-A70M"	"TCGA-QR-A70M"	-0.8896	-0.1512	-1.317	-0.044	-0.1309
"TCGA-SR-A6MY"	"TCGA-SR-A6MY"	-0.2907	-0.2036	0.335	0.041	-0.0474
"TCGA-DK-A1A5"	"TCGA-DK-A1A5"	-0.3939	0.1325	0.412	-0.607	0.0816
"TCGA-DK-A1A3"	"TCGA-DK-A1A3"	0.0764	-0.0091	0.435	0.042	-0.0174
"TCGA-EY-A1GF"	"TCGA-EY-A1GF"	-0.4623	0.0957	1.066	-1.318	-0.4617
"TCGA-EY-A1GS"	"TCGA-EY-A1GS"	-0.4527	-0.0023	-2.548	-0.002	0.1841
"TCGA-EY-A1GU"	"TCGA-EY-A1GU"	-0.3548	-0.0958	-0.995	-0.438	-0.1284
"TCGA-EY-A1GV"	"TCGA-EY-A1GV"	-0.3486	0.0175	-2.341	-0.186	0.2556
"TCGA-CF-A1HR"	"TCGA-CF-A1HR"	-0.5339	0.0665	-0.433	-0.76	0.0971
"TCGA-BL-A13I"	"TCGA-BL-A13I"	1.192	0.2673	1.049	2.061	0.1161
"TCGA-EY-A1GC"	"TCGA-EY-A1GC"	0.4512	0.1386	0.439	0.818	0.2498
"TCGA-EY-A1GP"	"TCGA-EY-A1GP"	-0.3177	0.0977	0.541	-0.717	0.3806
"TCGA-EY-A1GD"	"TCGA-EY-A1GD"	-0.8806	-0.0495	-0.964	-1.405	-0.1932
"TCGA-EY-A1GR"	"TCGA-EY-A1GR"	0.3059	0.2537	-0.811	1.262	0.5026
"TCGA-EY-A1GI"	"TCGA-EY-A1GI"	-0.2837	0.1192	0.124	-0.877	-0.3602
"TCGA-EY-A1GT"	"TCGA-EY-A1GT"	-0.9013	-0.0744	-2.35	-1.409	-0.0939
"TCGA-EY-A1GK"	"TCGA-EY-A1GK"	-0.0824	0.1614	1.246	0.051	-0.2507
"TCGA-CF-A1HS"	"TCGA-CF-A1HS"	-0.037	0.3516	0.361	-0.051	0.3186
"TCGA-DK-A1A6"	"TCGA-DK-A1A6"	-0.2122	0.3944	0.783	0.083	0.4466
"TCGA-EY-A1H0"	"TCGA-EY-A1H0"	-1.3852	0.2574	-1.157	-1.812	-0.1659
"TCGA-EY-A1GH"	"TCGA-EY-A1GH"	-0.4297	0.2257	-0.948	-0.748	-0.0074
"TCGA-EY-A1GE"	"TCGA-EY-A1GE"	0.0353	-0.2016	0.457	-0.271	-0.1484
"TCGA-B5-A11L"	"TCGA-B5-A11L"	0.1117	0.0105	-0.447	-0.107	-0.0679
"TCGA-DK-A1AB"	"TCGA-DK-A1AB"	0.3041	-0.0159	0.548	0.037	0.4821
"TCGA-EY-A1GW"	"TCGA-EY-A1GW"	-0.755	0.0666	-0.845	-0.755	0.0991
"TCGA-B5-A1MU"	"TCGA-B5-A1MU"	0.4872	0.1375	-0.057	0.655	0.4851
"TCGA-EY-A1GX"	"TCGA-EY-A1GX"	-2.0021	0.1715	-2.853	-1.995	-0.9034
"TCGA-EY-A1GL"	"TCGA-EY-A1GL"	-1.0687	0.0417	-0.15	-1.49	-0.4974
"TCGA-49-6742"	"TCGA-49-6742"	-0.1611	-0.0356	-1.351	0.4	0.3316
"TCGA-49-6743"	"TCGA-49-6743"	NA	NA	NA	NA	NA
"TCGA-91-6835"	"TCGA-91-6835"	1.534	-0.2472	1.951	1.076	0.3041
"TCGA-49-6767"	"TCGA-49-6767"	0.3779	0.1994	1.056	0.561	0.1771
"TCGA-91-6836"	"TCGA-91-6836"	NA	NA	NA	NA	NA
"TCGA-05-4433"	"TCGA-05-4433"	1.0706	-0.2227	0.526	1.219	0.2831
"TCGA-05-4410"	"TCGA-05-4410"	0.9173	-0.2333	1.3	0.519	0.2291
"TCGA-55-6712"	"TCGA-55-6712"	1.0001	-0.0323	1.525	0.807	0.1521
"TCGA-05-4415"	"TCGA-05-4415"	-0.0966	0.4069	0.432	-0.541	0.1001
"TCGA-44-6777"	"TCGA-44-6777"	1.6439	-0.1915	1.076	1.847	0.0201
"TCGA-49-6744"	"TCGA-49-6744"	1.176	-0.1702	1.651	1.387	0.4546
"TCGA-91-6831"	"TCGA-91-6831"	NA	NA	NA	NA	NA
"TCGA-49-6745"	"TCGA-49-6745"	0.9866	-0.0051	0.986	0.824	0.2936
"TCGA-05-4424"	"TCGA-05-4424"	0.9873	-0.089	0.725	1.069	0.2501
"TCGA-05-4427"	"TCGA-05-4427"	NA	NA	NA	NA	NA
"TCGA-05-4396"	"TCGA-05-4396"	-0.2088	-0.2205	0.265	-0.891	-0.1854
"TCGA-55-6642"	"TCGA-55-6642"	0.6363	-0.1063	0.859	-0.188	0.0061
"TCGA-05-4405"	"TCGA-05-4405"	0.6655	-0.221	-0.021	0.837	0.2091
"TCGA-50-6597"	"TCGA-50-6597"	0.5097	-0.0862	1.039	1.042	0.5661
"TCGA-71-6725"	"TCGA-71-6725"	-0.1407	-0.0643	-2.239	0.594	0.1616
"TCGA-05-4417"	"TCGA-05-4417"	0.9571	-0.1112	2.07	0.625	0.1386
"TCGA-44-6778"	"TCGA-44-6778"	NA	NA	NA	NA	NA
"TCGA-44-6779"	"TCGA-44-6779"	1.0667	0.0597	1.028	0.83	0.4326
"TCGA-50-5051"	"TCGA-50-5051"	-0.2444	0.022	-0.057	-0.261	-0.0454
"TCGA-49-4512"	"TCGA-49-4512"	0.6702	-0.1291	0.371	1.693	0.2491
"TCGA-50-5072"	"TCGA-50-5072"	0.2637	0.1865	0.604	0.415	0.2791
"TCGA-49-4514"	"TCGA-49-4514"	0.1693	0.2546	0.82	0.185	-0.0304
"TCGA-91-6829"	"TCGA-91-6829"	0.4816	-0.1114	-1.011	0.402	0.1081
"TCGA-91-6828"	"TCGA-91-6828"	1.0955	-0.2329	1.548	0.687	-0.0789
"TCGA-49-4487"	"TCGA-49-4487"	0.9441	0.0554	1.939	0.774	0.1316
"TCGA-49-4490"	"TCGA-49-4490"	0.1147	-0.061	2.098	0.591	0.1046
"TCGA-50-6590"	"TCGA-50-6590"	NA	NA	NA	NA	NA
"TCGA-44-6776"	"TCGA-44-6776"	-0.3545	-0.2937	-0.401	-0.844	-0.5219
"TCGA-50-6595"	"TCGA-50-6595"	0.678	0.2426	0.691	0.823	0.6476
"TCGA-44-6774"	"TCGA-44-6774"	0.7288	-0.0909	0.892	0.61	0.1786
"TCGA-DS-A1OC"	"TCGA-DS-A1OC"	0.2813	0.2183	1.497	0.354	-0.1639
"TCGA-DS-A1OD"	"TCGA-DS-A1OD"	0.8456	0.2131	3.074	1.355	0.5816
"TCGA-D7-A747"	"TCGA-D7-A747"	0.6033	-0.1402	1.351	0.565	0.1661
"TCGA-D7-A74B"	"TCGA-D7-A74B"	NA	NA	NA	NA	NA
"TCGA-F1-A72C"	"TCGA-F1-A72C"	0.2374	0.2157	1.658	0.717	0.3906
"TCGA-IN-A6RJ"	"TCGA-IN-A6RJ"	-0.9911	0.0444	0.014	-0.709	0.3491
"TCGA-IN-A6RO"	"TCGA-IN-A6RO"	-0.8663	0.4419	0.784	-1.228	0.1886
"TCGA-IN-A6RP"	"TCGA-IN-A6RP"	NA	NA	NA	NA	NA
"TCGA-KB-A6F5"	"TCGA-KB-A6F5"	NA	NA	NA	NA	NA
"TCGA-R5-A7O7"	"TCGA-R5-A7O7"	-0.1457	0.3917	1.549	-0.058	0.0516
"TCGA-RD-A7BT"	"TCGA-RD-A7BT"	-0.5017	0.3711	0.616	-0.643	-0.0939
"TCGA-A4-A772"	"TCGA-A4-A772"	0.4845	-0.1028	-0.945	0.951	-0.1719
"TCGA-B3-A6W5"	"TCGA-B3-A6W5"	0.0307	-0.0121	-1.013	0.34	-0.1744
"TCGA-F9-A7VF"	"TCGA-F9-A7VF"	-0.6998	0.0724	-0.865	0.087	-0.1849
"TCGA-KV-A74V"	"TCGA-KV-A74V"	-0.2748	-0.0125	-0.604	0.206	-0.3294
"TCGA-O9-A75Z"	"TCGA-O9-A75Z"	0.164	-0.2215	-0.452	0.44	-0.1874
"TCGA-SX-A71R"	"TCGA-SX-A71R"	-0.581	-0.183	-1.76	-0.136	-0.2169
"TCGA-SX-A71S"	"TCGA-SX-A71S"	-0.1907	-0.2543	-0.871	0.007	-0.2784
"TCGA-SX-A71U"	"TCGA-SX-A71U"	0.2344	-0.122	-1.463	0.45	0.0461
"TCGA-SX-A71V"	"TCGA-SX-A71V"	0.334	-0.1152	-1.469	0.904	-0.2509
"TCGA-V9-A7HT"	"TCGA-V9-A7HT"	1.0916	-0.111	-0.215	1.798	-0.1134
"TCGA-CC-A7IJ"	"TCGA-CC-A7IJ"	1.0021	0.1797	0.872	1.498	0.3536
"TCGA-CC-A7IK"	"TCGA-CC-A7IK"	-1.1899	0.0858	-1.237	-1.399	-0.0174
"TCGA-CC-A7IL"	"TCGA-CC-A7IL"	-1.7196	-0.0642	-2.267	-1.029	-0.1869
"TCGA-ED-A7PY"	"TCGA-ED-A7PY"	-1.2406	-0.1148	-0.8	-0.616	-0.2074
"TCGA-ED-A7PZ"	"TCGA-ED-A7PZ"	-1.2389	0.2156	-2.437	-0.187	-0.3344
"TCGA-G3-A7M5"	"TCGA-G3-A7M5"	-0.8317	-0.0449	-0.341	-0.149	-0.0229
"TCGA-G3-A7M6"	"TCGA-G3-A7M6"	-0.3452	-0.0939	-0.352	-0.486	-0.1904
"TCGA-G3-A7M8"	"TCGA-G3-A7M8"	-0.3746	-0.1099	-1.989	0.219	-0.1239
"TCGA-KR-A7K0"	"TCGA-KR-A7K0"	-0.313	-0.1266	-0.628	0.047	0.0491
"TCGA-KR-A7K2"	"TCGA-KR-A7K2"	NA	NA	NA	NA	NA
"TCGA-RC-A7S9"	"TCGA-RC-A7S9"	-0.532	0.1041	0.216	-0.081	0.1176
"TCGA-RG-A7D4"	"TCGA-RG-A7D4"	0.3808	0.1477	2.135	0.643	0.0401
"TCGA-UB-A7MA"	"TCGA-UB-A7MA"	NA	NA	NA	NA	NA
"TCGA-UB-A7MB"	"TCGA-UB-A7MB"	-1.3992	0.0134	-3.179	-1.419	-0.2894
"TCGA-UB-A7MC"	"TCGA-UB-A7MC"	-1.1227	0.032	-0.806	-1.188	-0.2474
"TCGA-06-A5U0"	"TCGA-06-A5U0"	NA	NA	NA	NA	NA
"TCGA-06-A5U1"	"TCGA-06-A5U1"	NA	NA	NA	NA	NA
"TCGA-06-A6S0"	"TCGA-06-A6S0"	NA	NA	NA	NA	NA
"TCGA-06-A6S1"	"TCGA-06-A6S1"	NA	NA	NA	NA	NA
"TCGA-19-A60I"	"TCGA-19-A60I"	NA	NA	NA	NA	NA
"TCGA-19-A6J4"	"TCGA-19-A6J4"	NA	NA	NA	NA	NA
"TCGA-DU-8162"	"TCGA-DU-8162"	-0.2821	-0.4196	-1.966	-0.534	-0.6089
"TCGA-FG-8181"	"TCGA-FG-8181"	-0.7021	-0.455	-1.584	-0.7	-0.4609
"TCGA-HT-7471"	"TCGA-HT-7471"	0.1518	-0.1544	-1.517	0.555	0.0471
"TCGA-HT-7686"	"TCGA-HT-7686"	0.89	-0.2576	-1.812	1.472	-0.1544
"TCGA-HT-7616"	"TCGA-HT-7616"	0.4195	-0.2752	0.278	0.776	0.1771
"TCGA-HT-7688"	"TCGA-HT-7688"	-0.7462	-0.3169	-2.318	-0.946	-0.7664
"TCGA-DU-8165"	"TCGA-DU-8165"	0.596	-0.0027	-0.585	0.644	-0.2154
"TCGA-DU-8167"	"TCGA-DU-8167"	0.3416	-0.2189	-2.368	1.027	-0.3924
"TCGA-FG-8188"	"TCGA-FG-8188"	-0.1052	-0.3083	-3.179	0.444	-0.5934
"TCGA-DU-8158"	"TCGA-DU-8158"	0.7409	-0.3066	0.064	0.9	-0.1684
"TCGA-DU-8168"	"TCGA-DU-8168"	-1.0514	-0.1692	-2.301	-1.156	-0.9644
"TCGA-HT-7692"	"TCGA-HT-7692"	-0.4542	-0.1954	-3.179	0.142	-0.5034
"TCGA-FG-8185"	"TCGA-FG-8185"	-0.6739	-0.1959	-1.651	-0.235	-0.6559
"TCGA-FG-8186"	"TCGA-FG-8186"	0.2504	-0.316	-1.768	0.356	-0.0174
"TCGA-HT-7691"	"TCGA-HT-7691"	0.496	-0.3322	-1.413	0.996	-0.4779
"TCGA-DU-8164"	"TCGA-DU-8164"	-0.9162	-0.3102	-1.481	-1.392	-0.7649
"TCGA-HL-7533"	"TCGA-HL-7533"	-0.1489	0.3904	0.92	-0.25	0.7751
"TCGA-BB-7872"	"TCGA-BB-7872"	-0.1645	0.1639	1.423	-0.624	1.0921
"TCGA-DQ-7590"	"TCGA-DQ-7590"	1.3201	0.0955	2.828	1.58	0.1411
"TCGA-CQ-7067"	"TCGA-CQ-7067"	-0.0351	0.0803	1.327	-0.232	0.5561
"TCGA-BB-7871"	"TCGA-BB-7871"	0.033	0.1064	1.026	0.429	0.4411
"TCGA-DQ-7594"	"TCGA-DQ-7594"	0.3891	0.0906	1.707	-0.444	0.5806
"TCGA-HT-7689"	"TCGA-HT-7689"	-0.1531	-0.2975	-1.622	0.366	-0.4999
"TCGA-HT-7680"	"TCGA-HT-7680"	0.4591	-0.4417	-1.337	0.642	-0.3739
"TCGA-DU-8163"	"TCGA-DU-8163"	0.4076	-0.2857	-0.663	0.71	-0.4169
"TCGA-HT-7695"	"TCGA-HT-7695"	-0.7138	-0.39	-2.478	-0.935	-0.7224
"TCGA-FG-8191"	"TCGA-FG-8191"	0.143	-0.3081	-1.5	0.394	-0.8149
"TCGA-DQ-7596"	"TCGA-DQ-7596"	0.1629	0.1633	1.118	-0.726	0.1356
"TCGA-DQ-7589"	"TCGA-DQ-7589"	-0.9476	0.2329	-0.353	-1.642	-0.2509
"TCGA-DQ-7595"	"TCGA-DQ-7595"	-0.6589	0.1263	-0.236	-1.577	0.0266
"TCGA-CV-7409"	"TCGA-CV-7409"	0.0189	0.3085	1.292	0.117	0.3966
"TCGA-HT-7684"	"TCGA-HT-7684"	0.0347	-0.1796	-2.729	1.027	-0.3614
"TCGA-HD-7917"	"TCGA-HD-7917"	-0.9164	0.3811	-0.105	-1.853	0.5506
"TCGA-DQ-7593"	"TCGA-DQ-7593"	0.8382	0.0831	2.895	-0.072	0.1391
"TCGA-FG-8182"	"TCGA-FG-8182"	0.1829	-0.3376	-2.316	0.559	-0.6724
"TCGA-HT-7687"	"TCGA-HT-7687"	-0.2683	-0.3106	-1.665	-0.188	-0.7129
"TCGA-FG-8187"	"TCGA-FG-8187"	-0.2561	-0.3902	-1.315	-0.003	-0.5209
"TCGA-HT-7620"	"TCGA-HT-7620"	-0.2158	-0.4139	-2.045	-0.128	-0.5684
"TCGA-DU-8166"	"TCGA-DU-8166"	-0.0692	-0.295	-1.75	0.014	-0.5909
"TCGA-HT-7690"	"TCGA-HT-7690"	0.4185	-0.1946	-1.522	0.955	-0.4614
"TCGA-DU-8161"	"TCGA-DU-8161"	0.7834	-0.2208	0.373	0.796	0.2841
"TCGA-HT-7469"	"TCGA-HT-7469"	-0.4609	-0.09	-2.497	-0.481	-0.4999
"TCGA-HT-7677"	"TCGA-HT-7677"	-0.6122	-0.3361	-2.551	-0.985	-0.7824
"TCGA-HT-7693"	"TCGA-HT-7693"	0.4049	-0.126	-2.433	0.646	-0.6779
"TCGA-HT-7694"	"TCGA-HT-7694"	-0.871	-0.4094	-2.207	-0.777	-0.6574
"TCGA-FG-7641"	"TCGA-FG-7641"	-1.1363	-0.4132	-2.046	-1.545	-0.8004
"TCGA-BH-A0H3"	"TCGA-BH-A0H3"	0.1052	-0.1939	-0.134	-0.244	-0.2319
"TCGA-E2-A15K"	"TCGA-E2-A15K"	0.2361	0.0231	0.702	0.065	-0.0174
"TCGA-AR-A1AO"	"TCGA-AR-A1AO"	1.571	-0.1304	1.622	2.472	0.3986
"TCGA-A7-A13E"	"TCGA-A7-A13E"	-0.503	0.0105	-0.585	-0.609	-0.1329
"TCGA-BH-A0AU"	"TCGA-BH-A0AU"	0.0063	-0.0797	0.47	-0.331	0.0716
"TCGA-BH-A0DG"	"TCGA-BH-A0DG"	0.4779	-0.1731	0.613	0.35	0.3431
"TCGA-A7-A13F"	"TCGA-A7-A13F"	-0.2166	0.1601	-1.489	0.011	-0.4214
"TCGA-AR-A1AK"	"TCGA-AR-A1AK"	0.8055	-0.1724	0.473	0.786	0.6716
"TCGA-BH-A0BF"	"TCGA-BH-A0BF"	1.1115	-0.0901	2.023	0.926	0.6776
"TCGA-BH-A0HA"	"TCGA-BH-A0HA"	0.2611	-0.0119	1.044	0.7	0.7031
"TCGA-AR-A1AP"	"TCGA-AR-A1AP"	0.1879	-0.1098	0.513	0.277	0.3416
"TCGA-BH-A0C3"	"TCGA-BH-A0C3"	0.4201	-0.1593	0.141	0.113	0.1831
"TCGA-AR-A1AQ"	"TCGA-AR-A1AQ"	0.8981	0.191	1.884	0.682	0.5926
"TCGA-AR-A1AI"	"TCGA-AR-A1AI"	0.775	0.2271	1.575	0.216	0.2426
"TCGA-BH-A0DI"	"TCGA-BH-A0DI"	0.491	-0.1586	0.075	0.706	0.0161
"TCGA-AR-A1AU"	"TCGA-AR-A1AU"	-0.203	-0.1377	-0.335	-0.459	-0.1249
"TCGA-AR-A1AV"	"TCGA-AR-A1AV"	-0.3227	-0.0414	-2.072	-0.536	-0.3259
"TCGA-AR-A1AX"	"TCGA-AR-A1AX"	0.8389	-0.1357	1.717	0.219	0.6471
"TCGA-E2-A1BC"	"TCGA-E2-A1BC"	-0.5957	-0.2051	-0.75	-1.032	-0.2614
"TCGA-AR-A1AY"	"TCGA-AR-A1AY"	-0.3369	0.2331	-1.808	-1.142	-0.3914
"TCGA-E2-A1BD"	"TCGA-E2-A1BD"	-0.5761	-0.0532	-2.259	-0.036	0.0856
"TCGA-AR-A1AS"	"TCGA-AR-A1AS"	-0.4378	0.1008	-1.87	0.123	-0.4704
"TCGA-BH-A0AZ"	"TCGA-BH-A0AZ"	0.1763	-0.2016	-1.137	0.148	0.0666
"TCGA-E2-A1B0"	"TCGA-E2-A1B0"	0.2541	0.0964	0.819	-0.083	-0.1044
"TCGA-AR-A1AT"	"TCGA-AR-A1AT"	0.6578	0.0088	1.112	0.628	0.4046
"TCGA-E2-A1B1"	"TCGA-E2-A1B1"	0.7734	-0.123	1.186	0.61	0.5111
"TCGA-AR-A1AL"	"TCGA-AR-A1AL"	0.0644	-0.1411	-0.511	-0.422	-0.2189
"TCGA-E2-A1B5"	"TCGA-E2-A1B5"	0.971	-0.0668	1.9	0.406	0.3551
"TCGA-AR-A1AN"	"TCGA-AR-A1AN"	0.0489	-0.113	-0.876	-0.034	-0.1819
"TCGA-AR-A1AW"	"TCGA-AR-A1AW"	1.5204	-0.1616	2.802	0.748	0.5536
"TCGA-BH-A0BT"	"TCGA-BH-A0BT"	-0.2913	0.0692	0.655	0.053	0.5916
"TCGA-AR-A1AJ"	"TCGA-AR-A1AJ"	1.3598	-0.0344	2.554	0.952	0.7736
"TCGA-E2-A1B4"	"TCGA-E2-A1B4"	-0.9589	-0.1911	-0.323	-0.393	-0.1959
"TCGA-E2-A1B6"	"TCGA-E2-A1B6"	1.0853	0.1525	2.865	1.136	0.9186
"TCGA-KN-8424"	"TCGA-KN-8424"	0.2748	-0.19	-1.101	0.124	-0.3684
"TCGA-KN-8426"	"TCGA-KN-8426"	-0.1081	-0.1086	-0.766	0.02	-0.7389
"TCGA-KO-8414"	"TCGA-KO-8414"	-0.4052	-0.182	-2.838	-0.093	-0.1164
"TCGA-KN-8423"	"TCGA-KN-8423"	-0.1976	-0.2219	-1.731	-0.65	-0.5164
"TCGA-KN-8419"	"TCGA-KN-8419"	-0.0364	-0.2574	-0.091	-0.327	-0.4889
"TCGA-AR-A1AM"	"TCGA-AR-A1AM"	0.0724	-0.2306	0.394	0.448	0.1336
"TCGA-KN-8427"	"TCGA-KN-8427"	-0.1161	0.2395	-0.302	-0.002	-0.6209
"TCGA-KO-8415"	"TCGA-KO-8415"	-0.0204	-0.1596	-2.219	0.457	-0.0784
"TCGA-KN-8425"	"TCGA-KN-8425"	0.3067	-0.3289	-1.759	0.558	-0.3174
"TCGA-KN-8434"	"TCGA-KN-8434"	0.0156	-0.2587	-1.405	0.083	-0.5389
"TCGA-KN-8431"	"TCGA-KN-8431"	-0.9942	-0.2387	-3.179	-1.285	-0.7644
"TCGA-KO-8416"	"TCGA-KO-8416"	-0.2901	-0.2203	-1.345	0.201	-0.5204
"TCGA-KO-8417"	"TCGA-KO-8417"	-1.2796	-0.1481	-2.644	-1.717	-0.7314
"TCGA-KN-8422"	"TCGA-KN-8422"	-0.6992	-0.1965	-2.322	-0.319	-0.6469
"TCGA-KN-8429"	"TCGA-KN-8429"	-0.3926	-0.2355	-1.901	-0.3	-0.5449
"TCGA-KO-8403"	"TCGA-KO-8403"	0.3882	-0.2072	-0.864	0.579	-0.3009
"TCGA-KO-8405"	"TCGA-KO-8405"	1.0812	-0.2056	0.247	2.148	0.1746
"TCGA-KN-8421"	"TCGA-KN-8421"	-2.0333	-0.106	-2.619	-2.703	-0.2784
"TCGA-KN-8433"	"TCGA-KN-8433"	3e-04	-0.305	-1.247	0.628	-0.1749
"TCGA-A2-A0CO"	"TCGA-A2-A0CO"	0.6069	-0.2718	1.563	0.715	0.3826
"TCGA-AC-A3TN"	"TCGA-AC-A3TN"	-0.7378	-0.0475	-1.039	0.039	-0.1929
"TCGA-AC-A3W5"	"TCGA-AC-A3W5"	0.7556	-0.1053	1.337	1.1	0.1331
"TCGA-A7-A13H"	"TCGA-A7-A13H"	0.6993	-0.2455	0.732	1.143	0.1266
"TCGA-A7-A3RF"	"TCGA-A7-A3RF"	-1.0133	-0.0748	-2.476	-0.541	-0.0529
"TCGA-AC-A3W7"	"TCGA-AC-A3W7"	-0.3468	-0.1535	-0.972	-0.22	-0.2094
"TCGA-KO-8406"	"TCGA-KO-8406"	-0.7986	-0.2133	-2.438	-1.098	-0.5239
"TCGA-KN-8432"	"TCGA-KN-8432"	-0.4135	-0.2753	-1.998	-0.827	-0.4194
"TCGA-KO-8409"	"TCGA-KO-8409"	-0.5334	-0.1781	-2.31	0.222	-0.4054
"TCGA-KO-8404"	"TCGA-KO-8404"	0.9122	0.0421	-1.495	2.21	-0.1064
"TCGA-KO-8411"	"TCGA-KO-8411"	-0.7722	-0.2036	-2.859	-0.876	-0.6469
"TCGA-KO-8413"	"TCGA-KO-8413"	0.355	-0.2613	-1.03	0.646	-0.2074
"TCGA-KN-8435"	"TCGA-KN-8435"	-1.1533	-0.1695	-1.947	-2.008	-0.9174
"TCGA-KN-8436"	"TCGA-KN-8436"	-1.2477	-0.1711	-2.863	-1.663	-0.6389
"TCGA-AC-A3TM"	"TCGA-AC-A3TM"	-0.186	0.1532	-0.014	0.937	-0.0624
"TCGA-A2-A0CR"	"TCGA-A2-A0CR"	0.9889	-0.0426	2.028	1.682	0.4936
"TCGA-AC-A3EH"	"TCGA-AC-A3EH"	-0.3749	-0.0917	-1.766	0.222	-0.2294
"TCGA-AC-A3QQ"	"TCGA-AC-A3QQ"	-0.0744	0.1015	-0.879	1.238	0.2091
"TCGA-BH-A28O"	"TCGA-BH-A28O"	-0.0132	-0.2987	0.328	-0.237	-0.1459
"TCGA-KO-8407"	"TCGA-KO-8407"	-0.094	-0.1888	-1.892	-0.087	-0.4134
"TCGA-KN-8428"	"TCGA-KN-8428"	-0.663	0.1211	-0.458	-1.115	-0.6104
"TCGA-KO-8410"	"TCGA-KO-8410"	-0.0602	-0.1553	-1.506	-0.504	-0.3044
"TCGA-KN-8437"	"TCGA-KN-8437"	-0.1647	-0.2255	-1.073	-0.311	-0.5709
"TCGA-A2-A0CK"	"TCGA-A2-A0CK"	-0.0429	-0.1032	-0.668	0.538	-0.1689
"TCGA-KO-8408"	"TCGA-KO-8408"	-0.8496	-0.1526	-2.751	-0.618	-0.4929
"TCGA-AA-3869"	"TCGA-AA-3869"	0.1671	0.171	0.575	-0.521	-0.0732
"TCGA-AA-3979"	"TCGA-AA-3979"	-1.1518	0.4747	-0.804	-1.659	0.6701
"TCGA-AA-3530"	"TCGA-AA-3530"	-0.2149	0.148	0.166	-1.071	-0.2604
"TCGA-AA-3976"	"TCGA-AA-3976"	-0.6247	0.3838	-0.366	-0.905	-0.3722
"TCGA-AA-3851"	"TCGA-AA-3851"	0.031	0.2201	0.589	-0.113	0.0996
"TCGA-AA-3821"	"TCGA-AA-3821"	-0.2051	0.166	0.531	-0.715	-0.0889
"TCGA-AA-3950"	"TCGA-AA-3950"	0.5569	0.4303	1.557	0.553	0.0243
"TCGA-AA-3952"	"TCGA-AA-3952"	-0.3373	0.3238	-0.43	-0.078	-0.2824
"TCGA-AA-3710"	"TCGA-AA-3710"	0.7327	0.2512	1.108	0.508	0.5071
"TCGA-AA-3870"	"TCGA-AA-3870"	0.2397	0.141	0.295	0.526	0.0593
"TCGA-AA-3855"	"TCGA-AA-3855"	-0.2429	0.2377	0.1	-0.451	-0.1639
"TCGA-AA-3846"	"TCGA-AA-3846"	-0.2072	0.2101	0.977	-0.761	-0.0984
"TCGA-AA-3866"	"TCGA-AA-3866"	0.6027	0.2301	1.175	0.298	0.0043
"TCGA-AA-3984"	"TCGA-AA-3984"	-0.3321	0.3391	1.195	-1.265	0.4023
"TCGA-AA-3968"	"TCGA-AA-3968"	-0.0881	0.2014	0.179	-0.648	-0.2102
"TCGA-AA-3850"	"TCGA-AA-3850"	0.0894	0.1404	0.787	-0.436	-0.1347
"TCGA-AA-3941"	"TCGA-AA-3941"	-0.7641	0.2827	0.126	-1.435	-0.2204
"TCGA-AA-3872"	"TCGA-AA-3872"	0.2072	0.1038	0.179	0.312	0.1688
"TCGA-AA-3867"	"TCGA-AA-3867"	-0.21	0.0534	-0.862	-0.381	-0.2387
"TCGA-AA-3986"	"TCGA-AA-3986"	0.3251	0.0273	1.311	-0.254	0.0231
"TCGA-AA-3947"	"TCGA-AA-3947"	-0.0287	0.4333	1.111	-1.169	-0.0119
"TCGA-AA-3864"	"TCGA-AA-3864"	-0.3939	0.415	0.131	-0.945	-0.0542
"TCGA-AA-3815"	"TCGA-AA-3815"	0.3479	0.2519	1.508	0.112	0.3441
