"FID"	"IID"	"Sigs160.Bindea_Th2.cells"	"Sigs160.Bindea_Treg.cells"	"Sigs160.ICR_ICR.SCORE"	"Sigs160.Senbabaoglu_Angiogenesis"	"Sigs160.Senbabaoglu_APM1"
"TCGA-J8-A3YG"	"TCGA-J8-A3YG"	0.00818045	-0.083174972	5.923674973	0.198529685	0.461050926
"TCGA-DJ-A3V0"	"TCGA-DJ-A3V0"	0.030073896	-0.139113931	6.262900623	0.257935758	0.464563549
"TCGA-EM-A3SU"	"TCGA-EM-A3SU"	-0.000477978	-0.138233772	7.078881041	0.142386199	0.476069105
"TCGA-J8-A3YH"	"TCGA-J8-A3YH"	-0.015415233	-0.206837233	4.633564493	0.281252764	0.430231446
"TCGA-DJ-A3V2"	"TCGA-DJ-A3V2"	0.014085255	-0.120141627	8.149390429	0.228996626	0.474718778
"TCGA-EM-A3SX"	"TCGA-EM-A3SX"	-0.003675955	-0.222533392	5.243850265	0.33485036	0.424199388
"TCGA-DJ-A3V3"	"TCGA-DJ-A3V3"	0.010044421	-0.151876228	6.815971836	0.274690322	0.451600463
"TCGA-EM-A3SY"	"TCGA-EM-A3SY"	0.020072773	-0.177694209	4.911768186	0.196843954	0.443319219
"TCGA-DJ-A3V4"	"TCGA-DJ-A3V4"	0.012585966	-0.139602908	6.02703941	0.238708086	0.456198759
"TCGA-EM-A3SZ"	"TCGA-EM-A3SZ"	0.011003683	-0.100142471	6.796824496	0.122848244	0.466952546
"TCGA-DJ-A3V5"	"TCGA-DJ-A3V5"	0.01572108	-0.057552582	5.2330329	0.179283566	0.447810451
"TCGA-FY-A3TY"	"TCGA-FY-A3TY"	0.03525369	-0.099457903	6.193309026	0.282865294	0.442898554
"TCGA-EB-A3XE"	"TCGA-EB-A3XE"	0.02487687	-0.008801584	6.934229595	0.153918849	0.480195749
"TCGA-FR-A3R1"	"TCGA-FR-A3R1"	0.119583886	-0.098577745	7.651991732	0.01713079	0.497240828
"TCGA-EB-A3XF"	"TCGA-EB-A3XF"	0.071915213	-0.113687132	6.831101409	0.106842934	0.499044756
"TCGA-FR-A3YN"	"TCGA-FR-A3YN"	NA	NA	NA	NA	NA
"TCGA-D9-A3Z3"	"TCGA-D9-A3Z3"	NA	NA	NA	NA	NA
"TCGA-EB-A3Y6"	"TCGA-EB-A3Y6"	0.085377545	-0.13573999	6.553713603	0.120433058	0.492550466
"TCGA-FR-A3YO"	"TCGA-FR-A3YO"	NA	NA	NA	NA	NA
"TCGA-D9-A3Z4"	"TCGA-D9-A3Z4"	0.066864641	-0.084690801	7.29085833	0.101535678	0.487658001
"TCGA-EB-A3Y7"	"TCGA-EB-A3Y7"	0.04749502	0.031881295	4.579639174	0.133534701	0.479704189
"TCGA-FW-A3R5"	"TCGA-FW-A3R5"	NA	NA	NA	NA	NA
"TCGA-EB-A3XB"	"TCGA-EB-A3XB"	0.102337666	-0.092025454	6.266848259	0.090182518	0.482684707
"TCGA-ER-A3PL"	"TCGA-ER-A3PL"	NA	NA	NA	NA	NA
"TCGA-FW-A3TU"	"TCGA-FW-A3TU"	NA	NA	NA	NA	NA
"TCGA-EB-A3XC"	"TCGA-EB-A3XC"	0.130970339	-0.09403026	6.161426764	0.101977278	0.478405269
"TCGA-ER-A19M"	"TCGA-ER-A19M"	NA	NA	NA	NA	NA
"TCGA-FW-A3TV"	"TCGA-FW-A3TV"	NA	NA	NA	NA	NA
"TCGA-EB-A3XD"	"TCGA-EB-A3XD"	0.040527635	0.091536478	7.459372978	0.245643698	0.480868765
"TCGA-ER-A19W"	"TCGA-ER-A19W"	NA	NA	NA	NA	NA
"TCGA-GF-A3OT"	"TCGA-GF-A3OT"	NA	NA	NA	NA	NA
"TCGA-BR-8381"	"TCGA-BR-8381"	0.037297809	0.039411539	8.965574642	0.094793286	0.4243726
"TCGA-BR-8382"	"TCGA-BR-8382"	0.023930894	-0.208255266	7.862033604	0.077888952	0.426216333
"TCGA-BR-8384"	"TCGA-BR-8384"	-0.01755397	-0.159797654	7.033237478	0.227815463	0.401180773
"TCGA-BR-8483"	"TCGA-BR-8483"	0.016143429	-0.209575504	5.680059177	-0.013068218	0.396735181
"TCGA-QT-A5XN"	"TCGA-QT-A5XN"	0.048473583	-0.216518976	3.705323332	0.190810269	0.444476039
"TCGA-QR-A70W"	"TCGA-QR-A70W"	0.041240057	-0.170066169	4.11864385	0.113906984	0.443250588
"TCGA-QR-A70N"	"TCGA-QR-A70N"	0.069752154	-0.247911293	5.248691737	0.311104981	0.408421362
"TCGA-RT-A6Y9"	"TCGA-RT-A6Y9"	0.049793551	-0.195933048	4.432621984	0.186776633	0.456052955
"TCGA-QR-A70D"	"TCGA-QR-A70D"	0.068208815	-0.21070015	4.853865042	0.273708204	0.451606731
"TCGA-QR-A702"	"TCGA-QR-A702"	0.028973645	-0.227520956	3.51792089	0.173162647	0.423622246
"TCGA-QR-A70P"	"TCGA-QR-A70P"	0.088093869	-0.190114223	4.148236269	0.237750847	0.411988861
"TCGA-QR-A6H1"	"TCGA-QR-A6H1"	0.056316249	-0.179014447	4.829279911	0.1800998	0.455621047
"TCGA-QR-A7IN"	"TCGA-QR-A7IN"	0.043861882	-0.223315755	4.210382177	0.286551617	0.432792235
"TCGA-QR-A6GS"	"TCGA-QR-A6GS"	0.025429602	-0.175151529	5.611841321	0.303491626	0.439834713
"TCGA-QT-A5XP"	"TCGA-QT-A5XP"	0.015145462	-0.226445207	4.771552182	0.284832726	0.458323255
"TCGA-P8-A5KD"	"TCGA-P8-A5KD"	0.060595071	-0.152854182	5.423605746	0.188388774	0.485078066
"TCGA-RW-A67V"	"TCGA-RW-A67V"	0.049805749	-0.137793693	3.054382813	0.081634387	0.420804293
"TCGA-QR-A6GU"	"TCGA-QR-A6GU"	0.081057027	-0.315292311	4.041698836	0.329639952	0.449134493
"TCGA-QR-A6H0"	"TCGA-QR-A6H0"	0.003685579	-0.2477646	5.343950305	0.392101126	0.463349784
"TCGA-QR-A6H3"	"TCGA-QR-A6H3"	-0.003137508	-0.239549788	4.038457235	0.340161371	0.442457928
"TCGA-QR-A705"	"TCGA-QR-A705"	0.058680078	-0.259793432	4.087924592	0.260338607	0.440012113
"TCGA-P8-A5KC"	"TCGA-P8-A5KC"	0.061866726	-0.252605472	5.244913134	0.386352242	0.441655507
"TCGA-QR-A70G"	"TCGA-QR-A70G"	0.059964018	-0.239745379	5.987386092	0.260543646	0.475488765
"TCGA-QR-A6GR"	"TCGA-QR-A6GR"	0.065281158	-0.253876812	4.085489386	0.27897844	0.413066863
"TCGA-QR-A6GT"	"TCGA-QR-A6GT"	0.059222689	-0.195737457	5.720553971	0.3314492	0.48134322
"TCGA-P8-A6RX"	"TCGA-P8-A6RX"	0.051673011	-0.236518131	4.270427848	0.326157602	0.434130413
"TCGA-RW-A7D0"	"TCGA-RW-A7D0"	0.031485491	-0.173048928	5.438218775	0.204915715	0.460510733
"TCGA-RW-A689"	"TCGA-RW-A689"	0.037335316	-0.222435596	4.623290265	0.225623751	0.455882205
"TCGA-QR-A70E"	"TCGA-QR-A70E"	0.057154147	-0.256126105	3.438309943	0.18143112	0.441164838
"TCGA-QR-A703"	"TCGA-QR-A703"	0.05037141	-0.260526898	4.134759177	0.24682786	0.433495345
"TCGA-QR-A6H2"	"TCGA-QR-A6H2"	0.001740615	-0.163416083	5.284664537	0.190460486	0.459149736
"TCGA-RW-A7CZ"	"TCGA-RW-A7CZ"	0.034390011	-0.296808984	3.112344026	0.300428799	0.447452249
"TCGA-RW-A688"	"TCGA-RW-A688"	0.030181867	-0.228743398	3.014297995	0.074352979	0.409252009
"TCGA-RT-A6YC"	"TCGA-RT-A6YC"	0.044890204	-0.157059383	5.764612834	0.277313991	0.460457643
"TCGA-QT-A5XO"	"TCGA-QT-A5XO"	0.028991591	-0.258179808	3.906814699	0.175354571	0.450590355
"TCGA-QR-A70X"	"TCGA-QR-A70X"	0.034833544	-0.224635992	5.765070411	0.269189	0.464345748
"TCGA-RW-A68G"	"TCGA-RW-A68G"	0.023914904	-0.244195069	3.951629175	0.25797279	0.409654688
"TCGA-RW-A686"	"TCGA-RW-A686"	0.039069201	-0.213585114	3.976921798	0.262782296	0.416719528
"TCGA-RW-A67W"	"TCGA-RW-A67W"	0.015797234	-0.190065325	5.030993033	0.203413167	0.434456601
"TCGA-RW-A68D"	"TCGA-RW-A68D"	0.058351918	-0.228352217	4.235632073	0.259407089	0.450855085
"TCGA-RW-A68C"	"TCGA-RW-A68C"	0.06150928	-0.245955386	4.612358918	0.383617325	0.438698725
"TCGA-RW-A67X"	"TCGA-RW-A67X"	0.036110729	-0.247960191	5.162480114	0.352300206	0.457811636
"TCGA-QT-A7U0"	"TCGA-QT-A7U0"	0.054354655	-0.255832719	5.232106924	0.216104493	0.417962546
"TCGA-RW-A684"	"TCGA-RW-A684"	0.02952082	-0.196128639	4.161607154	0.145084524	0.473682592
"TCGA-QR-A6GW"	"TCGA-QR-A6GW"	0.042751866	-0.242092468	4.262756154	0.170292784	0.444297658
"TCGA-06-2566"	"TCGA-06-2566"	NA	NA	NA	NA	NA
"TCGA-06-2557"	"TCGA-06-2557"	0.03475177	-0.171239714	6.24885202	0.148126155	0.479772199
"TCGA-32-1970"	"TCGA-32-1970"	0.061218898	-0.214709761	4.498206643	0.172655741	0.473881132
"TCGA-27-1831"	"TCGA-27-1831"	0.064382179	-0.317981684	5.56166065	0.192326568	0.451228436
"TCGA-27-1837"	"TCGA-27-1837"	0.047626877	-0.230699306	4.938841093	0.174610879	0.486537266
"TCGA-06-2567"	"TCGA-06-2567"	0.040582534	-0.182437285	5.605398002	0.153959374	0.473593368
"TCGA-27-2518"	"TCGA-27-2518"	NA	NA	NA	NA	NA
"TCGA-14-2554"	"TCGA-14-2554"	0.012378356	-0.263216271	4.738634584	0.170784492	0.42339396
"TCGA-28-1756"	"TCGA-28-1756"	NA	NA	NA	NA	NA
"TCGA-32-1976"	"TCGA-32-1976"	NA	NA	NA	NA	NA
"TCGA-32-1982"	"TCGA-32-1982"	0.005080942	-0.218817167	6.009598123	0.300379955	0.458169721
"TCGA-32-1986"	"TCGA-32-1986"	NA	NA	NA	NA	NA
"TCGA-06-2564"	"TCGA-06-2564"	0.045211694	-0.258179808	4.090683079	0.176882328	0.455281188
"TCGA-06-2562"	"TCGA-06-2562"	0.044069557	-0.25602831	4.175137968	0.20332515	0.456044779
"TCGA-06-2570"	"TCGA-06-2570"	0.044994189	-0.260624693	4.176185038	0.187748877	0.44647618
"TCGA-27-2523"	"TCGA-27-2523"	0.07304935	-0.220919768	4.174486532	0.138852956	0.454388399
"TCGA-06-2559"	"TCGA-06-2559"	0.099213151	-0.29881379	4.207327469	0.163267994	0.434454375
"TCGA-02-2483"	"TCGA-02-2483"	0.097361746	-0.25602831	4.596848842	0.202722366	0.438052033
"TCGA-14-1456"	"TCGA-14-1456"	NA	NA	NA	NA	NA
"TCGA-02-2485"	"TCGA-02-2485"	0.048978194	-0.248791452	5.613397974	0.191012543	0.463771323
"TCGA-27-1836"	"TCGA-27-1836"	NA	NA	NA	NA	NA
"TCGA-28-2506"	"TCGA-28-2506"	NA	NA	NA	NA	NA
"TCGA-27-2527"	"TCGA-27-2527"	NA	NA	NA	NA	NA
"TCGA-02-2466"	"TCGA-02-2466"	NA	NA	NA	NA	NA
"TCGA-06-2563"	"TCGA-06-2563"	0.040725502	-0.267079188	5.235465476	0.217355141	0.477986091
"TCGA-27-2526"	"TCGA-27-2526"	0.03035148	-0.17725413	6.422316152	0.151352555	0.468873508
"TCGA-06-2561"	"TCGA-06-2561"	0.006390379	-0.245564204	4.718837571	0.14153803	0.448198018
"TCGA-06-2569"	"TCGA-06-2569"	0.112008056	-0.235589075	3.065577437	0.196996402	0.281286755
"TCGA-02-2470"	"TCGA-02-2470"	NA	NA	NA	NA	NA
"TCGA-28-2513"	"TCGA-28-2513"	0.005633322	-0.196715411	6.015014817	0.21834192	0.459530885
"TCGA-28-2514"	"TCGA-28-2514"	0.05878969	-0.245710897	4.799136933	0.193158547	0.466455982
"TCGA-27-2521"	"TCGA-27-2521"	0.054520098	-0.275294	2.69591728	0.15552054	0.39573795
"TCGA-02-2486"	"TCGA-02-2486"	-0.012949106	-0.150067014	6.14540374	0.05618497	0.476053672
"TCGA-27-1835"	"TCGA-27-1835"	0.039055141	-0.208206368	4.57056267	0.237761062	0.465123452
"TCGA-27-2524"	"TCGA-27-2524"	0.050429649	-0.291332443	4.666390095	0.175916238	0.459283269
"TCGA-28-2502"	"TCGA-28-2502"	NA	NA	NA	NA	NA
"TCGA-28-2509"	"TCGA-28-2509"	0.060155923	-0.219648428	4.207661974	0.064017688	0.434078318
"TCGA-27-1838"	"TCGA-27-1838"	NA	NA	NA	NA	NA
"TCGA-06-2565"	"TCGA-06-2565"	0.032471028	-0.246835544	4.547314891	0.23669716	0.45901796
"TCGA-14-0790"	"TCGA-14-0790"	0.030715255	-0.288056298	4.281018413	0.195709066	0.467686253
"TCGA-28-1747"	"TCGA-28-1747"	0.026707829	-0.226738593	5.49081602	0.133884553	0.487653063
"TCGA-27-2528"	"TCGA-27-2528"	0.07324993	-0.244488455	3.332015173	0.250934072	0.441589798
"TCGA-D7-6527"	"TCGA-D7-6527"	-0.000610091	-0.139651805	6.071274945	0.124884239	0.396585381
"TCGA-D7-6519"	"TCGA-D7-6519"	0.005010843	-0.254561379	6.190730002	-0.007243746	0.391034387
"TCGA-D7-6528"	"TCGA-D7-6528"	0.024426539	-0.220577484	5.472861135	-0.010685432	0.417876481
"TCGA-D7-6520"	"TCGA-D7-6520"	-0.025080629	-0.129432188	6.066971043	0.052933798	0.417414331
"TCGA-D7-6521"	"TCGA-D7-6521"	-0.031192048	-0.145421733	6.824127396	0.146493786	0.396983527
"TCGA-D7-6522"	"TCGA-D7-6522"	-0.020651311	0.106156887	8.432810967	0.212643984	0.409388615
"TCGA-D7-6524"	"TCGA-D7-6524"	0.011444827	-0.159797654	5.92573198	0.2246571	0.413776241
"TCGA-D7-6526"	"TCGA-D7-6526"	0.016435548	-0.180872559	4.630716008	0.00769198	0.399960389
"TCGA-ET-A25J"	"TCGA-ET-A25J"	0.025847156	-0.125178089	5.702892031	0.188164009	0.457166352
"TCGA-BJ-A28Z"	"TCGA-BJ-A28Z"	0.031409061	-0.052418325	8.775545521	0.258636079	0.486520141
"TCGA-BJ-A291"	"TCGA-BJ-A291"	0.0001867	-0.217839213	5.086789319	0.344257543	0.459161553
"TCGA-ET-A25O"	"TCGA-ET-A25O"	0.032527564	-0.222680085	3.962206604	0.165245631	0.413158182
"TCGA-GE-A2C6"	"TCGA-GE-A2C6"	0.040247689	-0.105130036	7.707255462	0.217289246	0.482881205
"TCGA-H2-A26U"	"TCGA-H2-A26U"	0.017998811	-0.041220754	8.435616446	0.18535846	0.487286299
"TCGA-FU-A23L"	"TCGA-FU-A23L"	0.074535984	-0.054227539	8.943091903	0.003418686	0.498132059
"TCGA-F1-6177"	"TCGA-F1-6177"	0.009179788	-0.156814895	6.127806947	-0.013367324	0.419693733
"TCGA-D7-6525"	"TCGA-D7-6525"	0.007971116	-0.191630051	6.277073246	0.00763631	0.424819094
"TCGA-ET-A25K"	"TCGA-ET-A25K"	0.014991574	-0.249916099	4.840669328	0.317289796	0.437900056
"TCGA-ET-A25N"	"TCGA-ET-A25N"	0.022053164	-0.26111367	4.610404848	0.238783221	0.415707478
"TCGA-FE-A239"	"TCGA-FE-A239"	0.020368463	-0.196030843	3.452555857	0.227531337	0.414476066
"TCGA-ET-A25P"	"TCGA-ET-A25P"	0.014216121	-0.194319424	4.743131337	0.312971538	0.404374856
"TCGA-FE-A23A"	"TCGA-FE-A23A"	0.009164601	-0.054178642	8.014460044	0.113663281	0.48054575
"TCGA-CE-A27D"	"TCGA-CE-A27D"	0.028575701	-0.089531672	8.621529648	0.271523463	0.488831418
"TCGA-ET-A25I"	"TCGA-ET-A25I"	-0.014597551	-0.154565601	6.539788368	0.312789277	0.449845693
"TCGA-FE-A237"	"TCGA-FE-A237"	0.01700885	-0.104836649	5.506111306	0.229394449	0.440544035
"TCGA-BJ-A28W"	"TCGA-BJ-A28W"	0.027937317	-0.019754667	9.181425168	0.202931996	0.489865532
"TCGA-FE-A235"	"TCGA-FE-A235"	0.005652166	-0.20859755	5.673081222	0.245128476	0.428720354
"TCGA-E8-A242"	"TCGA-E8-A242"	0.010524696	-0.007970324	7.724081476	0.17201676	0.469026807
"TCGA-BJ-A28R"	"TCGA-BJ-A28R"	0.005293596	-0.136913535	7.153616826	0.200378542	0.471772797
"TCGA-FE-A236"	"TCGA-FE-A236"	0.011853736	-0.197448876	5.423725937	0.239368109	0.446910314
"TCGA-57-1586"	"TCGA-57-1586"	NA	NA	NA	NA	NA
"TCGA-20-1683"	"TCGA-20-1683"	0.005443515	-0.266150132	5.111614904	-0.033710012	0.35664689
"TCGA-29-1693"	"TCGA-29-1693"	-0.019100027	-0.264585406	6.00345414	0.002093786	0.406214066
"TCGA-29-1702"	"TCGA-29-1702"	-0.035965022	-0.30600175	2.967597773	-0.059572133	0.277119657
"TCGA-29-1761"	"TCGA-29-1761"	-0.021590082	-0.164931912	6.799119014	-0.075082835	0.387659496
"TCGA-29-1781"	"TCGA-29-1781"	-0.012086295	-0.168159159	8.238694352	-0.028446968	0.40397021
"TCGA-04-1655"	"TCGA-04-1655"	NA	NA	NA	NA	NA
"TCGA-20-1684"	"TCGA-20-1684"	-0.034663075	-0.287273935	3.968903605	-0.062634479	0.374340549
"TCGA-29-1694"	"TCGA-29-1694"	-0.052296346	-0.233926554	5.767013549	-0.00493103	0.402413225
"TCGA-29-1703"	"TCGA-29-1703"	-0.014207247	-0.221310949	5.621209536	-0.060358447	0.370893352
"TCGA-29-1762"	"TCGA-29-1762"	0.007276696	-0.322235784	2.984812764	-0.029826273	0.323974249
"TCGA-29-1783"	"TCGA-29-1783"	-0.084390834	-0.190652097	6.250444864	-0.040676556	0.37954225
"TCGA-09-1670"	"TCGA-09-1670"	-0.044288661	-0.236224745	5.324039934	-0.101765655	0.384524554
"TCGA-20-1685"	"TCGA-20-1685"	-0.023288549	-0.210162276	5.474170921	-0.064387768	0.395526909
"TCGA-29-1695"	"TCGA-29-1695"	0.012996802	-0.240625537	5.949301001	0.042865408	0.413594022
"TCGA-29-1705"	"TCGA-29-1705"	-0.018398464	-0.226787491	4.747142446	0.007751205	0.362739079
"TCGA-29-1763"	"TCGA-29-1763"	-0.043269033	-0.279010225	5.867648502	0.004859183	0.397983748
"TCGA-29-1784"	"TCGA-29-1784"	-0.020727714	-0.190603199	7.388566686	-0.062520852	0.416084491
"TCGA-09-1672"	"TCGA-09-1672"	NA	NA	NA	NA	NA
"TCGA-20-1686"	"TCGA-20-1686"	NA	NA	NA	NA	NA
"TCGA-29-1696"	"TCGA-29-1696"	-0.046642464	-0.26639462	5.741364337	-0.037880195	0.398399279
"TCGA-29-1707"	"TCGA-29-1707"	NA	NA	NA	NA	NA
"TCGA-29-1764"	"TCGA-29-1764"	NA	NA	NA	NA	NA
"TCGA-29-1785"	"TCGA-29-1785"	-0.020941936	-0.098333257	8.015177173	-0.050190567	0.41369001
"TCGA-09-1673"	"TCGA-09-1673"	-0.039255143	-0.353774794	4.548682962	0.010991858	0.375530877
"TCGA-20-1687"	"TCGA-20-1687"	-0.054782897	-0.204245655	5.507635629	-0.009335732	0.398650527
"TCGA-29-1697"	"TCGA-29-1697"	0.023600919	-0.207815187	5.451266548	-0.100534323	0.390984368
"TCGA-29-1710"	"TCGA-29-1710"	-0.041072979	-0.102782946	7.66472428	-0.018367177	0.419848864
"TCGA-29-1766"	"TCGA-29-1766"	NA	NA	NA	NA	NA
"TCGA-23-1809"	"TCGA-23-1809"	0.034108863	-0.175004836	4.935958964	-0.055378828	0.375912735
"TCGA-09-1674"	"TCGA-09-1674"	0.053814136	-0.289865512	3.367993761	-0.030835793	0.316279802
"TCGA-29-1688"	"TCGA-29-1688"	0.022615628	-0.173146724	7.020163814	-0.000951403	0.417499068
"TCGA-29-1698"	"TCGA-29-1698"	NA	NA	NA	NA	NA
"TCGA-29-1711"	"TCGA-29-1711"	-0.042383025	-0.169723885	7.486433996	-0.020525358	0.422177076
"TCGA-29-1768"	"TCGA-29-1768"	NA	NA	NA	NA	NA
"TCGA-24-1847"	"TCGA-24-1847"	-0.009231265	-0.160188836	8.356578406	-0.008511647	0.421523408
"TCGA-09-1675"	"TCGA-09-1675"	NA	NA	NA	NA	NA
"TCGA-29-1699"	"TCGA-29-1699"	-0.024716312	-0.153881034	6.94402087	-0.001824329	0.416671383
"TCGA-30-1714"	"TCGA-30-1714"	NA	NA	NA	NA	NA
"TCGA-29-1770"	"TCGA-29-1770"	-0.005426838	-0.311624985	4.554722294	0.043915244	0.373182082
"TCGA-23-1114"	"TCGA-23-1114"	-0.015834847	-0.289425433	3.220961259	-0.00730726	0.275721192
"TCGA-20-1682"	"TCGA-20-1682"	0.034997363	-0.190407609	6.666735375	0.039371589	0.381529808
"TCGA-29-1691"	"TCGA-29-1691"	0.027329667	-0.235784666	5.765023976	-0.042136517	0.395729749
"TCGA-29-1701"	"TCGA-29-1701"	0.024573305	-0.236909313	6.445822235	-0.026283032	0.372097332
"TCGA-30-1718"	"TCGA-30-1718"	-0.001769315	-0.185273351	6.2228044	0.001822376	0.405366956
"TCGA-29-1771"	"TCGA-29-1771"	NA	NA	NA	NA	NA
"TCGA-D1-A167"	"TCGA-D1-A167"	-0.018655176	-0.280917235	5.714107805	-0.144051532	0.313574729
"TCGA-D1-A16F"	"TCGA-D1-A16F"	-0.067144577	-0.353970385	5.708786127	0.017520791	0.316451417
"TCGA-BG-A186"	"TCGA-BG-A186"	-0.051080269	-0.276174159	5.632684641	-0.015286366	0.298373007
"TCGA-D1-A17B"	"TCGA-D1-A17B"	-0.099884962	-0.030463261	6.858266607	0.009373092	0.332967169
"TCGA-D1-A16B"	"TCGA-D1-A16B"	-0.053098398	-0.31490113	7.36605258	-0.043079061	0.324445752
"TCGA-D1-A16D"	"TCGA-D1-A16D"	-0.084038567	-0.437145357	5.749581252	0.021047778	0.313272504
"TCGA-D1-A17H"	"TCGA-D1-A17H"	-0.081049653	-0.238620732	6.676321157	0.042478587	0.339960819
"TCGA-D1-A16E"	"TCGA-D1-A16E"	-0.076406227	-0.354165976	5.779381022	-0.056172956	0.328823296
"TCGA-D1-A17L"	"TCGA-D1-A17L"	-0.10949774	-0.234611121	6.520559359	-0.044890074	0.317682661
"TCGA-D1-A16I"	"TCGA-D1-A16I"	-0.08383736	-0.240283254	5.784630446	-0.074218698	0.308522416
"TCGA-BG-A187"	"TCGA-BG-A187"	-0.100966731	-0.237251597	5.264760767	-0.061613182	0.332112833
"TCGA-D1-A169"	"TCGA-D1-A169"	-0.064310948	-0.02498672	7.201421431	-0.011181968	0.342813953
"TCGA-BG-A18B"	"TCGA-BG-A18B"	-0.050962625	-0.151533944	7.831324217	-0.122178593	0.284610582
"TCGA-D1-A16Q"	"TCGA-D1-A16Q"	-0.071182294	-0.28864307	7.001209759	-0.006055639	0.320585882
"TCGA-BS-A0T9"	"TCGA-BS-A0T9"	-0.087963911	-0.273778172	6.802972239	-0.089618179	0.327565898
"TCGA-D1-A16R"	"TCGA-D1-A16R"	-0.066356923	-0.266736904	7.129701982	-0.002573104	0.341307889
"TCGA-D1-A163"	"TCGA-D1-A163"	-0.038515679	-0.233046395	6.80410611	-0.047665657	0.294072681
"TCGA-DI-A0WH"	"TCGA-DI-A0WH"	-0.051080924	-0.304534819	6.172838763	-0.116536889	0.308655647
"TCGA-D1-A165"	"TCGA-D1-A165"	-0.036662797	-0.35959362	4.721867408	-0.03742871	0.301092644
"TCGA-D1-A16G"	"TCGA-D1-A16G"	-0.051546245	-0.321502318	5.146292778	-0.124057654	0.339704686
"TCGA-D1-A16X"	"TCGA-D1-A16X"	-0.09315224	-0.125226987	7.740717085	-0.080917778	0.344489487
"TCGA-D1-A17N"	"TCGA-D1-A17N"	-0.11883793	-0.152658591	7.404903645	0.064684031	0.331280964
"TCGA-D1-A16J"	"TCGA-D1-A16J"	-0.066498592	-0.128307541	6.860822905	-0.105022239	0.344120703
"TCGA-D1-A17Q"	"TCGA-D1-A17Q"	-0.086073279	-0.202191952	5.131167182	-0.037501106	0.29247668
"TCGA-BG-A18A"	"TCGA-BG-A18A"	-0.097668051	-0.325218543	5.95684116	0.056520585	0.334842547
"TCGA-D1-A174"	"TCGA-D1-A174"	-0.089335701	-0.056623526	7.928125238	0.006109426	0.330836307
"TCGA-D1-A17D"	"TCGA-D1-A17D"	-0.105820241	-0.234122144	5.605965655	-0.056018485	0.327830102
"TCGA-D1-A17R"	"TCGA-D1-A17R"	-0.082893995	-0.288496377	4.942017824	0.002239582	0.302723356
"TCGA-D1-A16O"	"TCGA-D1-A16O"	-0.078129659	-0.360962755	4.356436169	0.015187274	0.224906433
"TCGA-D1-A175"	"TCGA-D1-A175"	-0.035513552	-0.290794568	5.433230071	-0.076453204	0.285050669
"TCGA-D1-A17F"	"TCGA-D1-A17F"	-0.079129196	-0.273729274	6.809784144	-0.075580134	0.317787485
"TCGA-D1-A17S"	"TCGA-D1-A17S"	-0.074669356	-0.321991295	4.622448854	-0.113955959	0.295496141
"TCGA-BG-A18C"	"TCGA-BG-A18C"	-0.009047614	-0.252556574	6.300098131	-0.063573434	0.333898304
"TCGA-D1-A17T"	"TCGA-D1-A17T"	-0.087980397	-0.219697326	6.839666282	-0.104307608	0.332701376
"TCGA-D1-A177"	"TCGA-D1-A177"	-0.021719464	-0.308886714	4.303646416	-0.069231999	0.273886515
"TCGA-D1-A17K"	"TCGA-D1-A17K"	-0.044493923	-0.254561379	5.391889766	-0.112856203	0.337072988
"TCGA-D1-A17U"	"TCGA-D1-A17U"	-0.054796567	-0.214367477	5.799426547	-0.105513958	0.29521097
"TCGA-D1-A16S"	"TCGA-D1-A16S"	-0.078332392	-0.390985937	4.922046045	-0.034529696	0.311846399
"TCGA-D1-A179"	"TCGA-D1-A179"	-0.015828964	-0.28228637	5.022874047	-0.13138642	0.283500109
"TCGA-D1-A16V"	"TCGA-D1-A16V"	-0.023711691	-0.245613102	7.106879604	-0.070029142	0.338919658
"TCGA-D1-A17A"	"TCGA-D1-A17A"	-0.078577258	-0.34688022	6.034695983	-0.002565456	0.317404692
"TCGA-D1-A17M"	"TCGA-D1-A17M"	-0.038383656	-0.220919768	6.339991963	-0.079600735	0.338739746
"TCGA-D1-A16Y"	"TCGA-D1-A16Y"	-0.070720855	-0.265661155	4.676462319	-0.052565984	0.291117839
"TCGA-D1-A17C"	"TCGA-D1-A17C"	-0.114329556	-0.242092468	6.57826714	0.099855562	0.319160027
"TCGA-D1-A16N"	"TCGA-D1-A16N"	-0.022087634	-0.213438421	5.383802401	-0.050669879	0.342159704
"TCGA-D1-A176"	"TCGA-D1-A176"	-0.086262221	-0.253730119	5.87893548	-0.134633772	0.33096542
"TCGA-AG-3598"	"TCGA-AG-3598"	-0.022237748	-0.274071558	7.080412641	-0.089873641	0.337807811
"TCGA-AA-3518"	"TCGA-AA-3518"	-0.015378661	-0.204587939	7.503972289	-0.103045731	0.34157756
"TCGA-AA-3525"	"TCGA-AA-3525"	-0.021659144	-0.315732391	6.079842869	-0.105519171	0.337889767
"TCGA-A6-2672"	"TCGA-A6-2672"	-0.020998084	-0.161068994	8.565951331	-0.047346418	0.34744716
"TCGA-AG-3599"	"TCGA-AG-3599"	-0.024937249	-0.21769252	6.978952544	-0.123758199	0.341055508
"TCGA-A6-2676"	"TCGA-A6-2676"	0.000440484	-0.188353906	8.002891488	-0.066311223	0.349540378
"TCGA-AG-3602"	"TCGA-AG-3602"	-0.031248183	-0.355486213	5.919719128	-0.072482299	0.330348474
